pnu	시군구	번지	본번	부번	단지명	전용면적	계약연월	계약일	거래금액만원	층	건축년도	도로명
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	59.8	201701	10	12400	8	1997	경강로2539번길 8
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201701	3	23000	13	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	59.99	201701	4	15800	9	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	59.99	201701	21	14000	1	2005	경강로2539번길 22
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	84.9855	201701	5	27250	11	2009	화부산로111번길 24
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201701	23	15500	2	1999	가작로 78
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201701	10	16700	7	2002	교동광장로 138-12
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201701	13	16800	11	2002	교동광장로 138-12
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.74	201701	17	17400	8	2002	교동광장로 138-12
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201701	19	16000	2	2002	교동광장로 138-12
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201701	31	16600	3	2002	교동광장로 138-12
4215011000103570000	강원도 강릉시 교동	357	0357	0000	교동이-편한세상	84.7155	201701	31	24350	8	2006	종합운동장길 92
4215011000117800000	강원도 강릉시 교동	1780	1780	0000	부영3차	84.93	201701	6	17600	2	2001	하슬라로 124
4215011000117620000	강원도 강릉시 교동	1762	1762	0000	부영5	84.93	201701	7	20500	7	2001	교동광장로 163
4215011000117620000	강원도 강릉시 교동	1762	1762	0000	부영5	84.93	201701	31	20000	11	2001	원대로 112
4215011000117750000	강원도 강릉시 교동	1775	1775	0000	부영6	59.987	201701	2	16400	12	2003	정원로 53-9
4215011000100460001	강원도 강릉시 교동	46-1	0046	0001	한신	84.98	201701	4	14700	13	1997	명륜로 95-7
4215011000100460001	강원도 강릉시 교동	46-1	0046	0001	한신	84.98	201701	9	13500	6	1997	명륜로 95-7
