pnu	시군구	번지	본번	부번	단지명	전용면적	계약연월	계약일	거래금액만원	층	건축년도	도로명
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	84.945	201601	5	14500	15	1997	경강로2539번길 8
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	84.93	201601	14	13300	3	1997	경강로2539번길 8
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	84.945	201601	16	14900	5	1997	경강로2539번길 8
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	59.99	201601	6	14500	14	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	59.99	201601	6	14000	7	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201601	11	22500	10	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201601	12	18200	4	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201601	17	21000	8	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	59.99	201601	18	14850	11	2005	경강로2539번길 22
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	135.1727	201601	8	34700	12	2009	화부산로99번길 12
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	135.1727	201601	16	33700	3	2009	화부산로99번길 12
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	163.9852	201601	18	37000	4	2009	화부산로99번길 12
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	84.9855	201601	5	27800	11	2009	화부산로111번길 24
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	135.1008	201601	11	34500	10	2009	화부산로111번길 24
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	118.0686	201601	21	31000	9	2009	화부산로111번길 24
4215011000110350001	강원도 강릉시 교동	1035-1	1035	0001	강릉빌라트	159.36	201601	6	18000	1	1993	화부산로 27
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201601	2	14500	9	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	7	19500	5	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201601	9	14800	9	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	49.85	201601	12	11700	5	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	13	20700	6	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	16	20100	12	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	16	21100	10	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201601	18	15500	13	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	19	18300	15	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.8	201601	19	16000	7	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201601	22	17000	2	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201601	23	15500	9	1999	가작로 78
