pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034022	강원도 강릉시 강동면 모전리	3**	단독	8m미만	57.72	232	201712	18	9000	2017	강동초교길
4215034021	강원도 강릉시 강동면 상시동리	6**	단독	8m미만	21.76	268	201712	14	2163	1990	null
4215034021	강원도 강릉시 강동면 상시동리	6**	단독	8m미만	101.66	357	201712	14	3667	1990	와천로
4215034021	강원도 강릉시 강동면 상시동리	6**	단독	8m미만	71.92	612	201712	7	5345	1990	와천로
4215034025	강원도 강릉시 강동면 임곡리	6**	단독	12m미만	195.05	865	201712	14	4600	1990	임곡로
4215034025	강원도 강릉시 강동면 임곡리	6**	단독	12m미만	888.48	1670	201712	14	15713	1993	임곡로
4215011000	강원도 강릉시 교동	2**	단독	8m미만	146.1	150	201712	13	15800	1981	화부산로141번길
4215011000	강원도 강릉시 교동	2**	단독	8m미만	72.36	169	201712	15	11000	1979	화부산로141번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	371.91	221.9	201712	1	81000	2006	하슬라로206번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	466.91	266.3	201712	2	85500	2005	율곡초교길39번길
4215033025	강원도 강릉시 구정면 어단리	5**	단독	8m미만	97.68	300	201712	15	5000	2004	금평로
4215011600	강원도 강릉시 내곡동	3**	단독	8m미만	72.74	601	201712	11	13300	1983	남부로63번길
4215011600	강원도 강릉시 내곡동	5**	단독	8m미만	645.64	604	201712	19	104683	2013	범일로579번길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	129.48	237	201712	20	9800	1983	노가니길
4215036022	강원도 강릉시 사천면 노동리	6*	단독	8m미만	47.84	410	201712	9	13500	1990	샛돌2길
4215010800	강원도 강릉시 성남동	9*	단독	8m미만	166.2	72.7	201712	21	16500	1995	중앙시장3길
4215037023	강원도 강릉시 연곡면 동덕리	9**	단독	8m미만	65	490	201712	5	7800	1984	진고개로
4215037028	강원도 강릉시 연곡면 삼산리	7**	단독	8m미만	128.19	493	201712	29	8900	1997	진고개로
4215037028	강원도 강릉시 연곡면 삼산리	1***	단독	8m미만	191.55	960	201712	27	15000	2006	부연동길
4215037022	강원도 강릉시 연곡면 영진리	3**	단독	8m미만	146.57	183	201712	3	12200	1978	연주로
4215037029	강원도 강릉시 연곡면 퇴곡리	6**	단독	8m미만	85	761	201712	2	25500	2004	듬바우길
4215035021	강원도 강릉시 옥계면 현내리	1***	단독	12m미만	168.01	106	201712	6	9300	1983	현내중길
4215010900	강원도 강릉시 옥천동	1*	단독	8m미만	68.84	175	201712	20	6100	1948	옥천로8번길
4215032021	강원도 강릉시 왕산면 도마리	1***	단독	8m미만	49.87	268	201712	15	5400	1990	옷밥골길
4215012500	강원도 강릉시 입암동	7*	다가구	25m이상	658.83	431	201712	27	93864	2017	성덕포남로
4215012500	강원도 강릉시 입암동	7*	다가구	8m미만	658.83	478	201712	27	95252	2017	월대산로
4215012500	강원도 강릉시 입암동	7*	단독	8m미만	658.83	584	201712	27	100812	1985	월대산로
4215012500	강원도 강릉시 입암동	3**	단독	8m미만	82.08	1042	201712	9	28500	2006	청량학동길55번길
4215012500	강원도 강릉시 입암동	2*	단독	12m미만	202.07	1653	201712	26	64000	1987	강변로534번길
4215013700	강원도 강릉시 저동	*	단독	12m미만	283.01	362	201712	27	57600	2015	경포로463번안길
4215025022	강원도 강릉시 주문진읍 교항리	3*	단독	12m미만	91.26	1263	201712	4	35200	2011	매맥이길
4215025021	강원도 강릉시 주문진읍 주문리	2**	단독	-	81.87	131	201712	6	8000	1998	옛등대길
4215025021	강원도 강릉시 주문진읍 주문리	4**	단독	8m미만	88.2	235	201712	11	10469	1990	고동길
4215025021	강원도 강릉시 주문진읍 주문리	8**	단독	8m미만	140.56	275	201712	7	7900	1982	방학동길
4215013200	강원도 강릉시 지변동	2**	다가구	8m미만	581.52	273	201712	25	53000	1998	지변길18번길
4215013200	강원도 강릉시 지변동	2**	단독	8m미만	499.16	387	201712	14	43000	1995	지변길18번길
4215011200	강원도 강릉시 초당동	3**	단독	8m미만	63.97	406	201712	12	17000	1957	난설헌로
