pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034029	강원도 강릉시 강동면 심곡리	7*	단독	8m미만	189.36	116	201806	17	28500	1997	헌화로
4215011300	강원도 강릉시 강문동	2**	단독	8m미만	29.78	122	201806	18	14400	1921	창해로370번길
4215011300	강원도 강릉시 강문동	2**	단독	12m미만	50.25	225	201806	18	20400	1923	창해로
4215011300	강원도 강릉시 강문동	2**	단독	12m미만	41.22	377	201806	18	34200	1910	창해로
4215011000	강원도 강릉시 교동	1**	단독	8m미만	52.9	138	201806	11	6650	1990	임영로198번길
4215011000	강원도 강릉시 교동	9**	단독	12m미만	93.95	140.4	201806	21	12400	1977	명주로
4215011000	강원도 강릉시 교동	2**	단독	8m미만	157.81	150	201806	4	11700	1990	율곡로2968번안길
4215011000	강원도 강릉시 교동	9**	단독	25m이상	110.66	203.6	201806	7	33000	1977	강릉대로
4215011000	강원도 강릉시 교동	9**	단독	12m미만	350.03	204.6	201806	26	30000	1991	강릉대로159번안길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	101.39	205.5	201806	26	11000	1985	명주로73번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	115.65	235	201806	13	14500	1982	강릉대로171번길
4215011000	강원도 강릉시 교동	9**	단독	12m미만	191.75	298	201806	22	35000	2002	원대로20번길
4215033026	강원도 강릉시 구정면 덕현리	3**	단독	8m미만	52.17	626	201806	25	3800	1990	누일길
4215013600	강원도 강릉시 난곡동	1**	단독	8m미만	59.97	460	201806	12	11500	1991	난곡길
4215010200	강원도 강릉시 남문동	9*	단독	8m미만	72.73	166	201806	11	18000	1943	경강로2046번길
4215011600	강원도 강릉시 내곡동	4*	단독	25m미만	82.61	162	201806	12	13780	1979	강변로
4215011600	강원도 강릉시 내곡동	6*	단독	12m미만	63.76	165	201806	20	13000	1977	남산초교길
4215011600	강원도 강릉시 내곡동	8*	단독	12m미만	549.9	341	201806	2	48000	1994	남산초교길12번길
4215012100	강원도 강릉시 노암동	6**	단독	8m미만	151.9	147	201806	8	16000	1992	남부로137번길
4215012100	강원도 강릉시 노암동	6**	단독	8m미만	82.47	189	201806	22	9400	1978	노암길12번길
4215012100	강원도 강릉시 노암동	1**	단독	8m미만	76.16	195	201806	5	4000	1982	부흥길8번안길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	112.81	219	201806	19	13600	1983	노암등길
4215013400	강원도 강릉시 대전동	5**	단독	8m미만	96.64	370	201806	18	20000	2017	과학단지로21번길
4215013400	강원도 강릉시 대전동	5**	단독	8m미만	99.17	603	201806	11	33000	2018	과학단지로21번길
4215036022	강원도 강릉시 사천면 노동리	1***	단독	8m미만	88.2	337.8	201806	19	23778	2016	샛돌3길
4215036022	강원도 강릉시 사천면 노동리	1***	단독	8m미만	99.16	347.7	201806	19	23266	2016	샛돌3길
4215036022	강원도 강릉시 사천면 노동리	6*	단독	8m미만	110.32	410	201806	6	25000	2018	샛돌2길
4215036027	강원도 강릉시 사천면 방동리	2**	단독	8m미만	204.78	493	201806	9	30000	2001	방동안길
4215036025	강원도 강릉시 사천면 사천진리	2**	단독	8m미만	95.85	156	201806	16	39000	1993	목재길
4215031021	강원도 강릉시 성산면 구산리	2**	단독	8m미만	75	347	201806	18	15300	2002	구산안길
4215031028	강원도 강릉시 성산면 오봉리	3**	단독	12m미만	107.79	597	201806	5	18000	1987	백두대간로
4215031024	강원도 강릉시 성산면 위촌리	2**	단독	8m미만	52.31	403	201806	27	5000	1950	망월안길
4215037026	강원도 강릉시 연곡면 신왕리	2**	단독	8m미만	134.76	659	201806	11	28000	2013	신왕길
4215037025	강원도 강릉시 연곡면 행정리	3**	단독	8m미만	113.41	972	201806	19	10000	1990	진고개로
4215035026	강원도 강릉시 옥계면 남양리	6**	단독	12m미만	83.88	278	201806	21	8100	2003	옥계로
4215035027	강원도 강릉시 옥계면 북동리	4*	단독	8m미만	75.32	516	201806	8	6000	1990	풍동로
4215035023	강원도 강릉시 옥계면 주수리	4**	단독	8m미만	92.73	582	201806	7	9000	1977	동녘길
4215035021	강원도 강릉시 옥계면 현내리	5**	단독	12m미만	91.65	817	201806	19	16500	2011	현내시장길
4215010900	강원도 강릉시 옥천동	1*	단독	8m미만	164.79	179	201806	6	18000	1980	옥천로10번길
4215010700	강원도 강릉시 용강동	1*	단독	8m미만	54.08	126	201806	23	10000	1958	임영로157번길
4215010700	강원도 강릉시 용강동	4*	단독	8m미만	59.07	225	201806	11	7050	1943	임영로141번길
4215013500	강원도 강릉시 운정동	3**	단독	8m미만	99.81	531	201806	4	23200	1995	운정길83번길
4215012300	강원도 강릉시 월호평동	1**	단독	8m미만	75.19	555	201806	19	6700	2003	월호평길58번길
4215010500	강원도 강릉시 임당동	*	단독	8m미만	108.53	220.2	201806	8	15000	1979	강릉대로228번길
4215012500	강원도 강릉시 입암동	4**	단독	8m미만	59.6	179	201806	22	9300	1972	강중길48번길
4215013700	강원도 강릉시 저동	4**	단독	8m미만	193.85	398	201806	18	37797	2001	저동골길
4215025022	강원도 강릉시 주문진읍 교항리	2**	단독	8m미만	49.87	176	201806	15	3000	1987	아래사다리길
4215025021	강원도 강릉시 주문진읍 주문리	3**	단독	8m미만	240.81	41	201806	25	15700	1993	시장길
4215025021	강원도 강릉시 주문진읍 주문리	3**	단독	25m미만	22.41	119	201806	4	10751	1990	항구로
4215025021	강원도 강릉시 주문진읍 주문리	7**	단독	8m미만	31	181	201806	25	11800	1953	소돌길
4215025021	강원도 강릉시 주문진읍 주문리	4**	단독	-	35.84	224	201806	17	4500	1957	불당골길
4215025021	강원도 강릉시 주문진읍 주문리	2**	단독	8m미만	181.78	229	201806	22	25000	2004	등대길
