pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034023	강원도 강릉시 강동면 안인리	7**	단독	8m미만	99.93	660	201807	2	35000	2003	대동안길
4215011500	강원도 강릉시 견소동	2**	단독	8m미만	43.27	162	201807	5	15000	1951	창해로2번길
4215011000	강원도 강릉시 교동	7**	단독	8m미만	75.87	114	201807	1	12800	1983	화부산로99번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	90.1	141	201807	25	11500	1979	옛강일길
4215011000	강원도 강릉시 교동	9**	단독	12m미만	81.23	290.3	201807	28	27000	1961	명주로
4215033023	강원도 강릉시 구정면 구정리	2*	단독	8m미만	134.19	687	201807	30	20000	2001	청파로
4215033024	강원도 강릉시 구정면 금광리	5**	단독	8m미만	45.48	230	201807	20	4000	2016	금평로
4215033022	강원도 강릉시 구정면 학산리	3**	단독	8m미만	141.18	700	201807	22	28685	1990	서지길
4215011600	강원도 강릉시 내곡동	8*	단독	8m미만	139.51	172	201807	5	12000	1981	남부로63번길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	114.22	99	201807	17	10000	1979	노암등길
4215012100	강원도 강릉시 노암동	3**	단독	12m미만	398.8	186	201807	12	9200	1985	노암길
4215012100	강원도 강릉시 노암동	2**	단독	8m미만	50.41	228	201807	17	8000	1940	율곡로2719번길
4215012700	강원도 강릉시 두산동	1*	단독	12m미만	96.36	750	201807	11	16687	2006	강변로
4215036022	강원도 강릉시 사천면 노동리	9**	단독	8m미만	100.26	575	201807	12	12500	1998	너래길
4215036029	강원도 강릉시 사천면 사기막리	4**	단독	8m미만	181.7	602	201807	1	13680	2003	중앙서로
4215036028	강원도 강릉시 사천면 산대월리	2**	단독	8m미만	99.12	413	201807	2	23000	2018	산대월길
4215010800	강원도 강릉시 성남동	6*	단독	8m미만	62.22	138	201807	9	33000	1933	금성로23번길
4215031029	강원도 강릉시 성산면 산북리	6**	단독	8m미만	165.4	835	201807	4	22831	2014	자포골길
4215031028	강원도 강릉시 성산면 오봉리	3*	단독	12m미만	270	909	201807	9	23700	2003	백두대간로
4215011400	강원도 강릉시 송정동	1**	단독	8m미만	23.6	232	201807	31	14200	1935	팔송길
4215037023	강원도 강릉시 연곡면 동덕리	9**	단독	8m미만	49.26	145	201807	16	10500	2014	동덕3길
4215037028	강원도 강릉시 연곡면 삼산리	1***	단독	8m미만	177.92	950	201807	18	24400	2013	부연동길
4215037024	강원도 강릉시 연곡면 송림리	7**	단독	8m미만	199.14	660	201807	20	33700	2011	송림웃둔지길
