pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034022	강원도 강릉시 강동면 모전리	3**	단독	8m미만	64.2	205	201801	19	10520	2018	강동초교길
4215011500	강원도 강릉시 견소동	2**	단독	12m미만	35.6	81	201801	3	4000	1990	창해로
4215011000	강원도 강릉시 교동	9**	단독	12m미만	99.9	160	201801	17	16500	1982	원대로8번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	326.88	211.6	201801	8	64300	2005	율곡초교길47번길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	154.99	240.2	201801	17	19000	1980	원대로20번길
4215033023	강원도 강릉시 구정면 구정리	*	단독	8m미만	106.26	530	201801	24	21000	2017	청파로
4215033026	강원도 강릉시 구정면 덕현리	3**	단독	8m미만	69.03	407	201801	2	6450	1990	누일길
4215033026	강원도 강릉시 구정면 덕현리	3**	단독	8m미만	61.6	426	201801	2	6700	1990	누일길
4215011600	강원도 강릉시 내곡동	1**	단독	8m미만	79.68	194	201801	29	20500	2015	남산초교길12번길
4215011600	강원도 강릉시 내곡동	4*	단독	25m미만	36.3	214	201801	30	15850	1971	강변로
4215011600	강원도 강릉시 내곡동	3**	단독	8m미만	401.62	266	201801	30	77500	2015	관대길15번길
4215011600	강원도 강릉시 내곡동	2**	단독	8m미만	409.53	303	201801	12	64000	2007	범일로579번길
4215011600	강원도 강릉시 내곡동	3**	단독	8m미만	585.6	411	201801	26	88800	2004	범일로579번길
4215011600	강원도 강릉시 내곡동	1**	단독	8m미만	97.05	650	201801	29	85000	2003	남부로63번길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	39.8	165	201801	20	14500	1990	강변로288번길
4215011900	강원도 강릉시 박월동	6**	단독	8m미만	165	430	201801	4	5800	2000	박월길
4215036024	강원도 강릉시 사천면 판교리	5**	단독	8m미만	106.56	293	201801	4	14906	2010	너다리길
4215031023	강원도 강릉시 성산면 금산리	4**	단독	12m미만	65	428	201801	28	10000	2003	소목길
4215031026	강원도 강릉시 성산면 보광리	8**	단독	8m미만	66.96	707	201801	9	20000	1990	삼왕길
4215037023	강원도 강릉시 연곡면 동덕리	8**	단독	8m미만	49.22	195	201801	6	7000	2005	동덕3길
4215037028	강원도 강릉시 연곡면 삼산리	6**	단독	8m미만	90.76	377	201801	6	19500	2013	진고개로
4215037024	강원도 강릉시 연곡면 송림리	6**	단독	8m미만	99.14	731	201801	11	22973	2010	송림웃둔지길
4215037029	강원도 강릉시 연곡면 퇴곡리	5**	단독	8m미만	63.37	397	201801	31	4000	2004	진고개로
4215035021	강원도 강릉시 옥계면 현내리	5**	단독	12m미만	83.05	327	201801	22	3580	1960	현내시장길
4215010900	강원도 강릉시 옥천동	3**	단독	12m미만	122.05	129.1	201801	14	17800	1979	중기안길
4215010900	강원도 강릉시 옥천동	2**	단독	8m미만	155.78	142.1	201801	18	12000	1978	옥천로65번길
4215010700	강원도 강릉시 용강동	4*	단독	12m미만	141.81	244	201801	17	20000	1990	명주로
4215010700	강원도 강릉시 용강동	2*	단독	8m미만	605.68	307	201801	6	103630	2015	임영로163번길
4215012200	강원도 강릉시 유산동	4**	단독	8m미만	69.66	350	201801	4	3200	1983	율곡로2621번길
4215013700	강원도 강릉시 저동	4**	단독	8m미만	169.46	1431	201801	17	41000	1997	저동골길105번길
4215025022	강원도 강릉시 주문진읍 교항리	2**	단독	25m미만	145.6	65	201801	8	23200	1981	작은다리길
4215025022	강원도 강릉시 주문진읍 교항리	3**	단독	8m미만	640	388	201801	2	98830	2016	교항원길
4215025021	강원도 강릉시 주문진읍 주문리	1***	단독	8m미만	78	96	201801	15	2500	1999	민등산길
