pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034030	강원도 강릉시 강동면 산성우리	3**	단독	8m미만	60.75	270	201605	6	9000	2003	율곡로
4215034030	강원도 강릉시 강동면 산성우리	3**	단독	8m미만	29.5	454	201605	6	1500	1980	null
4215034028	강원도 강릉시 강동면 정동진리	1**	단독	12m미만	21.2	141	201605	3	7200	1980	헌화로
4215011300	강원도 강릉시 강문동	2**	단독	8m미만	29.78	122	201605	30	9500	1921	창해로370번길
4215011300	강원도 강릉시 강문동	2**	단독	8m미만	81.84	192	201605	30	16500	1959	null
4215011300	강원도 강릉시 강문동	2**	단독	8m미만	178.61	198	201605	30	15000	1998	창해로370번길
4215011000	강원도 강릉시 교동	1***	다가구	12m미만	392.12	258.7	201605	31	66000	2001	하슬라로232번길
4215011000	강원도 강릉시 교동	1***	다가구	12m미만	397.73	264.4	201605	28	85000	2008	율곡초교길39번길
4215011000	강원도 강릉시 교동	1**	단독	8m미만	40	96	201605	11	4500	1972	샘물터길1번길
4215011000	강원도 강릉시 교동	7**	단독	8m미만	135.08	131	201605	22	11000	1982	화부산로91번길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	169.01	170.1	201605	20	17750	1983	원대로30번길
4215011000	강원도 강릉시 교동	1**	단독	8m미만	58.31	172	201605	6	8000	1935	율곡로
4215011000	강원도 강릉시 교동	8**	단독	8m미만	81.58	215	201605	7	14400	1977	화부산로8번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	74.84	216.2	201605	11	26000	2002	율곡초교길43번길
4215033025	강원도 강릉시 구정면 어단리	5**	단독	8m미만	99.24	331	201605	21	12500	1998	금평로
4215010200	강원도 강릉시 남문동	1**	단독	8m미만	34.71	122	201605	7	3200	1970	홍제로20번길
4215011600	강원도 강릉시 내곡동	6**	다가구	8m미만	287.64	196.5	201605	12	32000	1988	관대길29번길
4215011600	강원도 강릉시 내곡동	3**	단독	8m미만	89.99	942	201605	18	19500	1983	남부로
4215011600	강원도 강릉시 내곡동	5**	단독	8m미만	68.31	1585	201605	11	22700	2004	범일로579번길
4215012100	강원도 강릉시 노암동	1**	단독	8m미만	63.64	122	201605	2	9000	1979	노가니남길5번길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	96.77	173	201605	4	9900	1983	노암길42번길
4215012900	강원도 강릉시 병산동	3**	단독	8m미만	98.22	361	201605	26	25000	2013	공항길29번길
4215036022	강원도 강릉시 사천면 노동리	6**	단독	8m미만	80.86	298	201605	30	12600	2003	중앙서로
4215036022	강원도 강릉시 사천면 노동리	1***	단독	8m미만	99.48	659.5	201605	30	32038	2013	샛돌3길
4215036023	강원도 강릉시 사천면 석교리	1**	단독	8m미만	99.18	636	201605	30	12000	2000	석교음지길
4215036024	강원도 강릉시 사천면 판교리	5**	단독	8m미만	116.56	393	201605	14	10000	1979	너다리길
4215010800	강원도 강릉시 성남동	5*	단독	8m미만	25.36	87.9	201605	5	6000	1932	중앙시장3길
4215031022	강원도 강릉시 성산면 관음리	1**	단독	12m미만	70.64	305	201605	19	8250	1950	안곡길
4215031026	강원도 강릉시 성산면 보광리	1***	다가구	8m미만	113.98	339	201605	19	20000	2004	보현길
4215031026	강원도 강릉시 성산면 보광리	1***	단독	8m미만	170	351	201605	2	13000	1998	보현길
4215031025	강원도 강릉시 성산면 송암리	4**	단독	8m미만	74.76	562	201605	19	18800	2013	대송길
4215011400	강원도 강릉시 송정동	7*	단독	8m미만	38.05	465	201605	26	10000	1901	팔송길15번길
4215013800	강원도 강릉시 안현동	5*	다가구	8m미만	112	384	201605	24	43000	2008	하남길
4215013800	강원도 강릉시 안현동	5*	다가구	8m미만	297.78	585	201605	10	89000	2006	하남길
4215013800	강원도 강릉시 안현동	4**	단독	8m미만	48.6	154	201605	24	7700	2013	하남길127번길
4215037026	강원도 강릉시 연곡면 신왕리	2**	단독	8m미만	244.5	1326	201605	28	19652	1989	신왕길
4215037026	강원도 강릉시 연곡면 신왕리	2**	단독	8m미만	114.45	2016	201605	28	28039	1989	null
4215035029	강원도 강릉시 옥계면 금진리	1**	단독	12m미만	131	202	201605	12	11500	2004	금진항길
4215035023	강원도 강릉시 옥계면 주수리	4**	단독	8m미만	60.81	396	201605	10	7000	1977	동녘길
4215010900	강원도 강릉시 옥천동	1*	단독	8m미만	73.16	57	201605	20	5800	1997	수문길
4215010900	강원도 강릉시 옥천동	4*	단독	8m미만	108.79	213	201605	9	6005	1948	수문길19번옆길
4215032022	강원도 강릉시 왕산면 목계리	5**	단독	8m미만	156.02	798	201605	21	22000	2015	들꽃마을길
4215032023	강원도 강릉시 왕산면 왕산리	8**	단독	8m미만	262.86	398	201605	4	25700	2011	왕산로
4215010700	강원도 강릉시 용강동	5*	단독	8m미만	61.2	129	201605	2	3600	1985	토성로124번길
4215010700	강원도 강릉시 용강동	4*	단독	8m미만	134.79	185	201605	16	15300	1990	토성로124번길
4215013900	강원도 강릉시 운산동	6**	단독	8m미만	50.14	255	201605	2	6700	1965	운산길
4215012200	강원도 강릉시 유산동	4**	단독	8m미만	131.13	760	201605	28	11160	1993	율곡로2615번길
4215010500	강원도 강릉시 임당동	7*	다가구	8m미만	155.28	109	201605	23	19000	1997	토성로154번길
4215010500	강원도 강릉시 임당동	1*	단독	8m미만	30.02	73	201605	21	7700	2006	강릉대로194번길
4215012500	강원도 강릉시 입암동	6**	단독	8m미만	37.02	165	201605	23	6100	1963	부기길32번길
4215025022	강원도 강릉시 주문진읍 교항리	6*	단독	8m미만	72.84	127.7	201605	16	6300	1980	신리4길
4215025022	강원도 강릉시 주문진읍 교항리	7*	단독	8m미만	73.32	135	201605	24	6000	1985	웃사다리3길
4215025022	강원도 강릉시 주문진읍 교항리	1**	단독	8m미만	111.23	298	201605	12	14450	1945	오동나무길
4215025022	강원도 강릉시 주문진읍 교항리	8**	단독	-	23.66	394	201605	19	2000	1980	주문진진등길
4215025021	강원도 강릉시 주문진읍 주문리	4**	단독	-	39.32	136	201605	9	7000	1980	수릿길
4215025021	강원도 강릉시 주문진읍 주문리	2**	단독	-	28.56	377	201605	31	12500	1980	주문북로
4215011100	강원도 강릉시 포남동	1***	단독	12m미만	113.09	113.09	201605	23	10500	1983	경강로2213번길
4215011100	강원도 강릉시 포남동	1***	단독	8m미만	56.91	123.4	201605	10	4600	1982	보래미하길43번길
4215011100	강원도 강릉시 포남동	1***	단독	8m미만	61.18	123.4	201605	23	6100	1981	보래미하길43번길
4215011100	강원도 강릉시 포남동	1***	단독	8m미만	88.72	126.5	201605	28	5700	1986	보래미하길55번길
4215011100	강원도 강릉시 포남동	1***	단독	12m미만	89.19	147	201605	25	14700	1984	경강로2323번길
4215011100	강원도 강릉시 포남동	1***	단독	12m미만	195.88	264.9	201605	28	32000	1992	가작로252번길
4215010100	강원도 강릉시 홍제동	1**	단독	8m미만	147.86	121	201605	26	12500	1982	홍제로19번길
4215010100	강원도 강릉시 홍제동	2**	단독	8m미만	25.42	159	201605	16	2700	1950	골말길30번안길
4215010100	강원도 강릉시 홍제동	1**	단독	8m미만	155.34	188	201605	2	17300	1989	골말길36번길
4282025321	강원도 고성군 거진읍 거진리	2**	단독	8m미만	35.77	52.39	201605	12	1300	1983	행랑골2길
4282025321	강원도 고성군 거진읍 거진리	2**	단독	8m미만	109.49	146	201605	8	11000	1996	행랑골1길
4282025321	강원도 고성군 거진읍 거진리	2**	단독	12m미만	133.9	178	201605	10	6800	1957	null
4282025330	강원도 고성군 거진읍 대대리	3**	단독	8m미만	54.8	67	201605	9	2600	1978	대대2길
4282032024	강원도 고성군 죽왕면 공현진리	2**	단독	8m미만	82.62	397	201605	24	5000	1989	공현진한옥길
4282032031	강원도 고성군 죽왕면 문암진리	1*	단독	12m미만	86.62	208	201605	23	16700	2010	문암항길
4282032031	강원도 고성군 죽왕면 문암진리	1**	단독	8m미만	286.54	499	201605	28	20500	1996	괘진길
4282032030	강원도 고성군 죽왕면 야촌리	7**	단독	12m미만	82.36	318	201605	12	9595	1997	운봉산로
4282033023	강원도 고성군 토성면 아야진리	1**	단독	8m미만	29.7	209	201605	16	2300	1960	아야진북1길
4282033029	강원도 고성군 토성면 용암리	2**	단독	12m미만	64.46	403	201605	3	5337	1945	장새미길
