pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034028	강원도 강릉시 강동면 정동진리	2**	단독	12m미만	149.4	152	201808	20	25750	1997	헌화로
4215034028	강원도 강릉시 강동면 정동진리	2**	단독	8m미만	67.32	275	201808	7	8000	1982	헌화로
4215034026	강원도 강릉시 강동면 하시동리	9**	단독	8m미만	190.46	397	201808	18	20500	1990	시동1길
4215034026	강원도 강릉시 강동면 하시동리	9**	단독	8m미만	92.64	601	201808	18	24000	2012	시동윗길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	53.69	122	201808	13	4150	1978	임영로207번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	61.56	165	201808	30	5100	1974	강릉대로185번길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	77.22	179	201808	6	10300	1980	강릉대로121번길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	140.54	183	201808	30	17500	1980	원대로30번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	337.97	216.6	201808	28	71500	2012	율곡초교길39번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	385.02	240.5	201808	1	63000	2002	하슬라로232번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	494.41	382.2	201808	16	101000	2012	율곡초교길
4215033021	강원도 강릉시 구정면 여찬리	8**	단독	12m미만	151.07	364	201808	31	24500	2004	문화마을1길
4215033021	강원도 강릉시 구정면 여찬리	2**	단독	8m미만	226.91	734	201808	30	37000	1998	구정중앙로
4215033027	강원도 강릉시 구정면 제비리	1**	단독	8m미만	49.68	236	201808	31	11700	2011	칠봉로
4215010200	강원도 강릉시 남문동	1**	단독	8m미만	137.3	231	201808	20	12000	1979	남문길
4215012100	강원도 강릉시 노암동	8**	단독	8m미만	129.46	132.5	201808	10	14900	2003	노가니남길32번길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	79.63	159	201808	30	7500	1979	연화봉길16번길
4215012100	강원도 강릉시 노암동	6**	단독	8m미만	95.89	171	201808	21	23000	2016	남부로137번길
4215010300	강원도 강릉시 명주동	2*	단독	8m미만	92.89	212	201808	20	5800	1939	경강로2024번길
4215036025	강원도 강릉시 사천면 사천진리	8*	단독	8m미만	162.75	339	201808	30	24000	1992	진리항구2길
4215036023	강원도 강릉시 사천면 석교리	1**	단독	8m미만	92.74	548	201808	27	20900	2016	석교음지길
4215036024	강원도 강릉시 사천면 판교리	2**	단독	8m미만	99.21	285	201808	20	15100	2007	뒷말길
4215036024	강원도 강릉시 사천면 판교리	2**	단독	8m미만	105.85	635	201808	30	15500	1992	뒷말길
4215031026	강원도 강릉시 성산면 보광리	4**	단독	8m미만	84.66	810	201808	8	3000	1990	보광본길
4215031029	강원도 강릉시 성산면 산북리	6**	단독	8m미만	65.8	595	201808	17	10900	1990	자포골길
4215031029	강원도 강릉시 성산면 산북리	1***	단독	8m미만	180.54	873.6	201808	13	41000	2011	칠봉로
4215031024	강원도 강릉시 성산면 위촌리	7**	단독	8m미만	86.73	567	201808	17	9500	1993	위촌길
4215013800	강원도 강릉시 안현동	5**	단독	25m이상	88.92	2165	201808	13	53660	2014	null
4215037028	강원도 강릉시 연곡면 삼산리	6**	단독	-	138.23	605	201808	7	29000	2018	진고개로
4215037024	강원도 강릉시 연곡면 송림리	7**	단독	8m미만	185.41	1022	201808	6	23900	1995	송림골바다길
4215037029	강원도 강릉시 연곡면 퇴곡리	2*	단독	8m미만	152.43	709	201808	8	16000	2010	황어대길
