pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215011000	강원도 강릉시 교동	8**	단독	-	36.89	125	201809	5	7900	1990	강릉대로171번길
4215011000	강원도 강릉시 교동	8**	단독	12m미만	82.92	132	201809	11	11550	1981	옛강일길
4215011000	강원도 강릉시 교동	9**	단독	25m미만	69.91	143.1	201809	26	13500	1975	화부산로
4215011000	강원도 강릉시 교동	9**	단독	12m미만	101.14	185	201809	21	17700	1983	원대로8번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	222.41	207.3	201809	29	48500	2007	하슬라로206번길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	322.74	210.8	201809	19	67000	2002	하슬라로232번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	62.35	216.3	201809	26	16600	1975	강릉대로179번길
4215011000	강원도 강릉시 교동	1**	단독	12m미만	42.97	231	201809	8	14000	1943	샘물터길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	52.26	258	201809	21	11200	1945	강릉대로
4215011000	강원도 강릉시 교동	1***	단독	12m미만	298.83	439.1	201809	29	70300	2001	하슬라로232번길
4215010200	강원도 강릉시 남문동	1**	단독	8m미만	135.96	119	201809	18	8300	1987	경강로2018번길
4215011600	강원도 강릉시 내곡동	6**	단독	8m미만	381.96	223.9	201809	12	41500	1989	관대길
4215012100	강원도 강릉시 노암동	7**	단독	8m미만	60.56	119	201809	18	8400	1977	단오장길22번길
4215012100	강원도 강릉시 노암동	7**	단독	8m미만	72.39	179	201809	5	8000	1978	단오장길22번길
4215012100	강원도 강릉시 노암동	8**	단독	8m미만	162.47	220.8	201809	17	20000	1990	노가니남길15번길
4215012100	강원도 강릉시 노암동	7**	단독	25m미만	492.24	258	201809	3	76000	2002	임영로
4215013400	강원도 강릉시 대전동	1**	단독	12m미만	78.56	400	201809	18	12500	1996	동해대로3456번길
4215036025	강원도 강릉시 사천면 사천진리	9*	단독	12m미만	293.82	241	201809	29	35000	1995	해안로
4215036023	강원도 강릉시 사천면 석교리	2**	단독	8m미만	111.53	655	201809	3	26400	2015	석교골말길
4215036024	강원도 강릉시 사천면 판교리	2**	단독	-	99.59	520	201809	10	32400	2016	null
4215031026	강원도 강릉시 성산면 보광리	3**	단독	8m미만	113.39	520	201809	17	12000	1990	보현길
4215031029	강원도 강릉시 성산면 산북리	1***	단독	8m미만	143.29	808.9	201809	7	30000	2015	칠봉로
4215037028	강원도 강릉시 연곡면 삼산리	5**	단독	12m미만	166.28	388	201809	10	26000	1985	null
4215037028	강원도 강릉시 연곡면 삼산리	8**	단독	8m미만	173.82	982	201809	1	36425	2013	진고개로
4215035029	강원도 강릉시 옥계면 금진리	2**	단독	8m미만	197.53	333	201809	17	23250	1992	금진뒷길
4215010900	강원도 강릉시 옥천동	3**	단독	12m미만	702.79	324.4	201809	10	141000	2017	옥가로50번길
4215032021	강원도 강릉시 왕산면 도마리	5**	단독	8m미만	62.7	198	201809	10	4700	1993	백두대간로
4215032021	강원도 강릉시 왕산면 도마리	6**	단독	8m미만	55.48	357	201809	29	5900	2015	null
4215032023	강원도 강릉시 왕산면 왕산리	9*	단독	8m미만	99.07	546	201809	21	14300	2005	검뎅이골길
4215010500	강원도 강릉시 임당동	1**	단독	8m미만	51.8	172	201809	21	6000	1969	임영로176번길
4215012500	강원도 강릉시 입암동	6**	단독	12m미만	275.2	116	201809	1	15700	1994	강중길
4215012500	강원도 강릉시 입암동	5**	단독	8m미만	47.67	139	201809	17	8400	1983	강변로440번길
4215025022	강원도 강릉시 주문진읍 교항리	1**	단독	-	45.36	205	201809	29	6700	1990	장성샛길
4215025022	강원도 강릉시 주문진읍 교항리	6**	단독	8m미만	39.93	429	201809	17	9000	2012	금용길
4215025023	강원도 강릉시 주문진읍 장덕리	7**	단독	-	156.42	294	201809	29	3879	1990	null
4215025023	강원도 강릉시 주문진읍 장덕리	1***	단독	12m미만	149.04	540	201809	12	14400	2010	신리천로
4215025021	강원도 강릉시 주문진읍 주문리	2**	단독	-	39.48	49	201809	11	450	1990	오리나루길
4215025021	강원도 강릉시 주문진읍 주문리	2**	단독	8m미만	22.62	141	201809	3	4300	1990	불당골1길
