pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215034021	강원도 강릉시 강동면 상시동리	*	단독	12m미만	41.16	417	201905	1	4659	1990	시동길
4215034029	강원도 강릉시 강동면 심곡리	1**	단독	12m미만	234.83	155	201905	3	50000	2002	헌화로
4215011300	강원도 강릉시 강문동	1**	단독	12m미만	26.44	93	201905	4	24000	1968	창해로
4215011300	강원도 강릉시 강문동	2**	단독	8m미만	32.46	175	201905	10	20000	1925	창해로362번길
4215011000	강원도 강릉시 교동	1***	다가구	12m미만	382.8	253.5	201905	17	65500	2004	하슬라로206번길
4215011000	강원도 강릉시 교동	1***	단독	8m미만	60.61	128.9	201905	28	7500	1975	명주로78번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	66.71	149.8	201905	13	7000	1960	화부산로8번안길
4215011000	강원도 강릉시 교동	2**	단독	8m미만	83.07	158	201905	17	10900	1982	화부산로132번길
4215011000	강원도 강릉시 교동	2**	단독	8m미만	150.12	160	201905	9	14300	1990	율곡로2968번안길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	232.18	162	201905	14	17200	1990	임영로213번길
4215011000	강원도 강릉시 교동	1***	단독	8m미만	179.37	179.7	201905	8	20000	1991	하슬라로10번길
4215011000	강원도 강릉시 교동	1**	단독	12m미만	42.97	231	201905	17	17600	1943	샘물터길
4215011000	강원도 강릉시 교동	1***	단독	25m미만	89.55	250	201905	30	15800	1984	화부산로
4215011000	강원도 강릉시 교동	9**	단독	12m미만	73.62	276.4	201905	29	24750	1975	원대로20번길
4215033027	강원도 강릉시 구정면 제비리	8**	단독	8m미만	66.98	294	201905	23	11000	1990	제비골길
4215010200	강원도 강릉시 남문동	1**	단독	12m미만	55.94	86	201905	13	5500	1955	남문길
4215010200	강원도 강릉시 남문동	1**	단독	8m미만	63.47	151	201905	30	13000	1977	경강로2015번안길
4215011600	강원도 강릉시 내곡동	5**	다가구	8m미만	657.9	445	201905	11	53000	1997	범일로555번길
4215012100	강원도 강릉시 노암동	2**	단독	25m이상	34.58	56.06	201905	27	3500	1984	율곡로
4215012100	강원도 강릉시 노암동	3**	단독	12m미만	91.87	104	201905	31	10700	1980	노암길46번길
4215012100	강원도 강릉시 노암동	2**	단독	8m미만	66.99	145	201905	21	4800	1978	율곡로
4215012100	강원도 강릉시 노암동	2**	단독	8m미만	45.33	165	201905	24	5900	1983	부흥길
4215012100	강원도 강릉시 노암동	1**	단독	8m미만	81	171	201905	20	11500	1987	노가니남길5번길
4215031021	강원도 강릉시 성산면 구산리	2**	단독	25m미만	99.1	179	201905	9	19137	1995	구산길
4215031024	강원도 강릉시 성산면 위촌리	1**	단독	8m미만	148.2	550	201905	24	27000	1996	망월안길
4215037023	강원도 강릉시 연곡면 동덕리	8**	단독	8m미만	77.5	274	201905	20	7000	2001	동덕3길
4215037021	강원도 강릉시 연곡면 방내리	9*	단독	8m미만	43.82	551	201905	19	14500	1990	성안길
4215035030	강원도 강릉시 옥계면 산계리	1***	단독	8m미만	38.22	343	201905	20	5000	2010	영밑길
4215010900	강원도 강릉시 옥천동	1*	단독	8m미만	97.82	112	201905	8	4500	1980	옥천로10번길
4215032026	강원도 강릉시 왕산면 대기리	5**	단독	8m미만	45.05	264	201905	30	480	1990	늘막골길
4215032023	강원도 강릉시 왕산면 왕산리	1**	단독	8m미만	96.54	457	201905	21	9550	2006	왕산로
4215013100	강원도 강릉시 유천동	4**	단독	8m미만	108.46	750	201905	2	26468	2018	사임당로
4215010500	강원도 강릉시 임당동	7*	단독	8m미만	138.65	157	201905	17	26000	1978	임영로140번길
4215012500	강원도 강릉시 입암동	4**	다가구	12m미만	657.86	483	201905	27	118145	2019	율곡로2692번길
4215012500	강원도 강릉시 입암동	4**	다가구	12m미만	659.94	512	201905	27	119167	2019	율곡로2692번길
4215012500	강원도 강릉시 입암동	4**	다가구	12m미만	657.86	589	201905	27	125974	2019	율곡로2692번길
4215012500	강원도 강릉시 입암동	6**	단독	8m미만	62.02	172	201905	31	11200	1976	강변로350번길
4215011800	강원도 강릉시 장현동	4*	단독	8m미만	69.08	372	201905	7	14000	1983	모산로240번길
4215011800	강원도 강릉시 장현동	1**	단독	12m미만	84.85	605	201905	15	18000	2003	모산로
