pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000108340003	강원도 강릉시 교동	834-3	0834	0003	대동	53.23	74	201503	13	5500	2	1983	옛강일길 30
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201503	20	6100	3	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201503	5	6100	2	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201503	16	6000	2	1997	범일로 528
4215036025100240005	강원도 강릉시 사천면 사천진리	24-5	0024	0005	선경	49.65	39.6	201503	6	4000	4	1995	진리해변길 36
4215011400100170011	강원도 강릉시 송정동	17-11	0017	0011	(17-11)	74.3766	61.13	201503	13	13500	2	2014	팔송길 30-1
4215011400100170012	강원도 강릉시 송정동	17-12	0017	0012	(17-12)	78.4	60.38	201503	13	13500	2	2014	팔송길 30-1
4215011400100170012	강원도 강릉시 송정동	17-12	0017	0012	(17-12)	78.4	60.38	201503	24	13500	2	2014	팔송길 30-1
4215025022102440028	강원도 강릉시 주문진읍 교항리	244-28	0244	0028	가일	42.3	30.75	201503	4	3300	4	2000	아래사다리길 29-3
4215025022101060014	강원도 강릉시 주문진읍 교항리	106-14	0106	0014	신한	57.45	62.68	201503	5	3000	1	1984	구보건소뒤길 10
4215011100110050359	강원도 강릉시 포남동	1005-359	1005	0359	삼광빌라	54.18	41.88	201503	17	6500	3	1991	경강로2234번길 19
4215011100110050028	강원도 강릉시 포남동	1005-28	1005	0028	소라주택	59.4	59.52	201503	29	5300	2	1984	용지각길38번길 18
4215011100111910001	강원도 강릉시 포남동	1191-1	1191	0001	혜성국민주택	55.65	108	201503	31	3300	2	1984	경강로2323번길 4
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201503	2	5113	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201503	2	3875	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201503	2	3875	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201503	2	3875	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	83.39	70.5	201503	2	16966	5	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201503	2	5113	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201503	2	4232	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201503	2	5113	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201503	2	5113	4	2012	관솔길12번길 14-11
4217010700102640017	강원도 동해시 동회동	264-17	0264	0017	국민주택(7~10동)	71.16	112.4	201503	16	3000	1	1983	신당3길 13-1
4217011000101060015	강원도 동해시 부곡동	106-15	0106	0015	부성빌라	35.16	14.27	201503	23	1000	2	1996	임항로 58
4217011000101060002	강원도 동해시 부곡동	106-2	0106	0002	삼정(가나)	43.47	50.52	201503	9	3600	3	1986	부곡3길 26
4217011000100740006	강원도 동해시 부곡동	74-6	0074	0006	영동3차2빌라	62.65	41.34	201503	26	3200	1	1993	가마골길 26-10
4217012600104180000	강원도 동해시 이로동	418	0418	0000	이로국민주택	47.915	83.54	201503	2	1150	1	1982	효자로 122-5
4217012600104180000	강원도 동해시 이로동	418	0418	0000	이로국민주택	49.8	86.83	201503	4	1150	1	1982	효자로 122-3
4217012600104180000	강원도 동해시 이로동	418	0418	0000	이로국민주택	47.915	83.54	201503	16	1155	1	1982	효자로 122-5
4217012600104180000	강원도 동해시 이로동	418	0418	0000	이로국민주택	47.915	83.54	201503	20	1150	2	1982	효자로 122-5
4217010100110330007	강원도 동해시 천곡동	1033-7	1033	0007	광명빌라C	60.265	33.07	201503	13	5100	3	1996	동굴1길 10-2
4217010100110340005	강원도 동해시 천곡동	1034-5	1034	0005	광명원룸빌라	27.15	15.64	201503	12	2000	2	1999	동굴1길 12-2
4217010100110340005	강원도 동해시 천곡동	1034-5	1034	0005	광명원룸빌라	26.865	15.47	201503	13	2000	2	1999	동굴1길 12-2
4217010100110350008	강원도 동해시 천곡동	1035-8	1035	0008	남선빌라1차	58.88	30.46	201503	27	4000	2	1992	동굴3길 7-4
4217010100110590002	강원도 동해시 천곡동	1059-2	1059	0002	대주빌라	120.21	76.9	201503	13	12450	3	1992	샘실3길 89
4217010100109730003	강원도 동해시 천곡동	973-3	0973	0003	범진빌라2차(A)	65.16	37.9	201503	18	4600	1	1993	감추2길 30
4217010100110540007	강원도 동해시 천곡동	1054-7	1054	0007	우일연립	46.15	25.35	201503	31	3400	1	1996	샘실2길 36
4217010100109950017	강원도 동해시 천곡동	995-17	0995	0017	유성골든빌라	73.49	48.5	201503	4	6800	1	1995	감추7길 9
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	48.81	7.73	201503	4	3500	3	2002	동굴로 147
4217010100109740002	강원도 동해시 천곡동	974-2	0974	0002	천보빌라2차	78.63	46.73	201503	9	6500	4	1995	감추5길 14-1
4217010100109700033	강원도 동해시 천곡동	970-33	0970	0033	효성타운3차	56.61	33.3	201503	27	3300	4	1994	감추6길 23-2
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	16.89	25.63	201503	10	3000	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	45.78	69.48	201503	10	8500	4	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	16.89	25.63	201503	10	3000	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	20.17	30.61	201503	10	4500	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	20.17	30.61	201503	10	4500	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	16.89	25.63	201503	10	3000	1	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	20.17	30.61	201503	10	4500	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	20.17	30.61	201503	10	4500	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	25.35	38.48	201503	10	5000	1	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	16.89	25.63	201503	10	3000	1	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	36.87	55.96	201503	10	6500	3	2013	중앙로 292-25
4223010600105900002	강원도 삼척시 교동	590-2	0590	0002	우리학사	25.35	38.48	201503	10	5000	3	2013	중앙로 292-25
4223012000103450002	강원도 삼척시 남양동	345-2	0345	0002	백조(1~3동)	55.14	45.48	201503	5	4700	2	1986	남양길 49
4223011000100530002	강원도 삼척시 마달동	53-2	0053	0002	누가빌라	84.62	119.15	201503	18	8300	3	1995	마달1길 91
4223011900101800007	강원도 삼척시 성남동	180-7	0180	0007	대일1차빌라	75.71	58.38	201503	9	6800	4	1994	엑스포로1길 31
4221010600107990089	강원도 속초시 교동	799-89	0799	0089	동방빌라	54.54	40.66	201503	17	3700	-1	1990	만리공원길 52-6
4221010600107990146	강원도 속초시 교동	799-146	0799	0146	우성아트빌라(799-146)	63.99	41.5	201503	18	3900	3	1991	만리공원길 25
4221010400106230040	강원도 속초시 금호동	623-40	0623	0040	대명빌라	58.11	55.08	201503	14	5250	1	1989	미시령로3469번길 42
4221010400106250200	강원도 속초시 금호동	625-200	0625	0200	성진	56.28	67.08	201503	24	4500	1	1985	번영로67번길 24-11
4221010400106250088	강원도 속초시 금호동	625-88	0625	0088	성진주택	65.67	66.26	201503	4	5500	3	1983	번영로67번길 15-1
4221010200105120053	강원도 속초시 동명동	512-53	0512	0053	중앙	52.53	80.19	201503	6	2300	3	1985	번영로129번길 29-21
4221011200103480044	강원도 속초시 설악동	348-44	0348	0044	아남설악빌리지	44.85	90.6	201503	17	3100	2	1992	청봉로2길 15
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	77.34	107.16	201503	9	6000	1	1988	청봉로1길 21
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	60.11	194.77	201503	20	3200	2	1988	청봉로1길 21
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	38.52	56.8	201503	25	3250	2	1988	청봉로1길 21
4221011300105180007	강원도 속초시 장사동	518-7	0518	0007	우림주택	62.64	156.93	201503	24	5900	2	1986	중앙로 437-6
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	64.83	58.19	201503	19	6900	2	2010	청호로2길 46-4
4221010800113760026	강원도 속초시 조양동	1376-26	1376	0026	설악	48.96	78.83	201503	10	3200	3	1988	조양로10번길 8
4221010800113760026	강원도 속초시 조양동	1376-26	1376	0026	설악	48.96	78.83	201503	23	4400	3	1988	조양로10번길 8
4221010800114310001	강원도 속초시 조양동	1431-1	1431	0001	설악비치하우스	33.6	26.33	201503	30	4042	3	1987	해오름로 202
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	72.78	89.24	201503	25	8500	3	1990	청대마을길 5
4221010800106330008	강원도 속초시 조양동	633-8	0633	0008	오복주택	54.54	60.43	201503	4	5350	3	1986	동해대로 4176-1
4280025021101040003	강원도 양구군 양구읍 상리	104-3	0104	0003	교보	39.92	63.43	201503	29	3500	4	1997	중심로 126-9
4280025021104410008	강원도 양구군 양구읍 상리	441-8	0441	0008	리버파크빌	68.81	59.25	201503	3	15000	2	2014	박수근로365번길 20-13
4283025022102020007	강원도 양양군 양양읍 구교리	202-7	0202	0007	대성그린빌라	85.48	44.22	201503	20	7200	2	1995	관아길 13-32
