pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000102930002	강원도 강릉시 교동	293-2	0293	0002	우성	44.55	54.4	201901	3	3900	1	1983	화부산로141번길 1-3
4215011000102540012	강원도 강릉시 교동	254-12	0254	0012	한진	79.075	24	201901	25	7300	1	1982	명륜로 69
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201901	2	4400	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201901	9	6700	4	1997	범일로 528
4215012100102670008	강원도 강릉시 노암동	267-8	0267	0008	성덕주택(금모래)	49.14	59.45	201901	21	3200	1	1983	강변로312번길 3
4215011400102160003	강원도 강릉시 송정동	216-3	0216	0003	소라임대주택C단지	56.34	77.24	201901	8	6000	1	1985	송정길 20
4215037022103530070	강원도 강릉시 연곡면 영진리	353-70	0353	0070	동방이스트빌(106~108동)	70.415	51.62	201901	21	12400	5	2015	연주로 162
4215037022103530070	강원도 강릉시 연곡면 영진리	353-70	0353	0070	동방이스트빌(106~108동)	70.415	51.62	201901	21	12400	5	2015	연주로 162
4215035021104290001	강원도 강릉시 옥계면 현내리	429-1	0429	0001	동화	47.79	80.33	201901	22	3000	1	1985	옥계로 1050
4215025021103290038	강원도 강릉시 주문진읍 주문리	329-38	0329	0038	대정	84.19	123.08	201901	15	8000	4	2001	연주로 448-9
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	48.6	97.95	201901	15	4000	1	1988	강릉대로419번길 54
4217011600100930001	강원도 동해시 단봉동	93-1	0093	0001	엘리시움102동	67.47	58.28	201901	16	17500	2	2017	구미택지1길 49
4217011100100270003	강원도 동해시 발한동	27-3	0027	0003	발한상가	56.01	41.19	201901	12	4800	4	1984	일출로 10-1
4217011100101380007	강원도 동해시 발한동	138-7	0138	0007	승우5차	51.84	18.99	201901	23	2470	5	1997	붉은언덕길 13
4217011000100730005	강원도 동해시 부곡동	73-5	0073	0005	강경빌라트2차	59.14	51.32	201901	18	3000	3	1993	가마골길 30
4217011000100730006	강원도 동해시 부곡동	73-6	0073	0006	우정	51.81	61	201901	25	3000	3	1984	가마골길 26-5
4217011200104290000	강원도 동해시 북평동	429	0429	0000	북평주공1차	46.79	93.21	201901	28	5000	3	1986	구미3길 46
4217010100110380007	강원도 동해시 천곡동	1038-7	1038	0007	신흥빌라B	47.34	30.82	201901	30	3800	3	1995	동굴1길 92
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	98.69	15.63	201901	19	7000	5	2002	동굴로 147
4223012000100550005	강원도 삼척시 남양동	55-5	0055	0005	중앙시장	56.21	9.87	201901	9	2700	5	1992	진주로 12-21
4223012000103370013	강원도 삼척시 남양동	337-13	0337	0013	한통빌라	49.07	52.21	201901	14	3500	3	1986	남양길 13-46
4221010600107770021	강원도 속초시 교동	777-21	0777	0021	동설악빌라1동	49.16	26.5	201901	24	5500	3	1991	교동로6길 47
4221010600107770016	강원도 속초시 교동	777-16	0777	0016	동설악빌라6동	49.16	35.25	201901	30	4600	3	1991	교동로6길 47
4221010600106350003	강원도 속초시 교동	635-3	0635	0003	제일주택	66.28	64.16	201901	23	4600	2	1985	번영로43번길 3
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	64.95	100.35	201901	8	4800	2	1988	청봉로1길 21
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	38.52	56.8	201901	15	3600	1	1988	청봉로1길 21
4221011300106450004	강원도 속초시 장사동	645-4	0645	0004	645-4	59.416	65.68	201901	25	18500	4	2017	중앙로419번길 33
4221010300104730013	강원도 속초시 중앙동	473-13	0473	0013	(473-13)	86.06	9.9	201901	2	6200	5	1982	중앙로129번길 40
4280025021101110004	강원도 양구군 양구읍 상리	111-4	0111	0004	우성3동	52.92	56	201901	6	5300	1	1993	중심로 77-14
4280025024100550000	강원도 양구군 양구읍 송청리	55	0055	0000	송청	50.11	27.1	201901	24	3000	4	1994	중심로46번길 15
4283025022102030001	강원도 양양군 양양읍 구교리	203-1	0203	0001	신풍힐타운	84.87	55.2	201901	12	13400	2	2012	관아길 13-43
4283034038100440000	강원도 양양군 현남면 남애리	44	0044	0000	남애리조트	55.23	55.18	201901	30	3800	2	1992	매바위길 91
4275025022103660004	강원도 영월군 영월읍 하송리	366-4	0366	0004	청룡빌라B동	87.54	64.28	201901	5	7100	3	1993	하송로 134-13
4213036021110070000	강원도 원주시 귀래면 운남리	1007	1007	0000	명화빌라	85.79	110.69	201901	21	5500	2	2002	북원로 127
4213031023112930000	강원도 원주시 소초면 장양리	1293	1293	0000	우창	48.22	63.22	201901	16	2500	3	1993	장막1길 64
4213011100101540001	강원도 원주시 우산동	154-1	0154	0001	삼호C,D동	58.86	41.87	201901	28	4900	2	1991	북원로2425번길 53-2
4213010800102470137	강원도 원주시 일산동	247-137	0247	0137	일산연립	66.9	63.63	201901	24	5500	3	1985	남산로149번길 18
4213011200109690017	강원도 원주시 태장동	969-17	0969	0017	리안펠리스	63.79	38.01	201901	25	12000	3	2013	포란재로 26-2
4281032021103060004	강원도 인제군 북면 원통리	306-4	0306	0004	청운연립	64.35	80.03	201901	25	8200	3	2002	갈골로2길 31-15
