pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201912	3	7500	3	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201912	16	7700	3	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201912	23	8000	2	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201912	30	7500	3	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201912	18	5100	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201912	27	7500	3	1997	범일로 528
4215012100102450024	강원도 강릉시 노암동	245-24	0245	0024	더힐	49.9	42.66	201912	10	10200	3	2018	율곡로2747번길 5
4215011400102160001	강원도 강릉시 송정동	216-1	0216	0001	소라A단지	56.34	111.69	201912	11	4400	2	1986	송정길 15
4215011400100390004	강원도 강릉시 송정동	39-4	0039	0004	해당화	59.86	112.4	201912	29	6000	1	1979	해안로 91
4215011400100390004	강원도 강릉시 송정동	39-4	0039	0004	해당화	59.86	112.4	201912	29	6000	1	1979	해안로 91
4215012500104980006	강원도 강릉시 입암동	498-6	0498	0006	대목임대	31.15	44.3	201912	19	3200	2	1987	용지로 43
4215025022100430000	강원도 강릉시 주문진읍 교항리	43	0043	0000	마이티빌리지	84.48	70.36	201912	10	22000	5	2019	매맥이윗길 13-1
4215025022100430000	강원도 강릉시 주문진읍 교항리	43	0043	0000	마이티빌리지	46.53	38.76	201912	20	11245	5	2019	매맥이윗길 13-1
4215025022100430000	강원도 강릉시 주문진읍 교항리	43	0043	0000	마이티빌리지	59.06	49.19	201912	22	13300	3	2019	매맥이윗길 13-1
4215011100110840001	강원도 강릉시 포남동	1084-1	1084	0001	비둘기주택	49.41	49.7	201912	14	5000	3	1984	가작로303번길 22
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	48.6	97.95	201912	17	3000	1	1988	강릉대로419번길 54
4215011100111200015	강원도 강릉시 포남동	1120-15	1120	0015	진주	53.35	65.5	201912	2	2800	2	1982	남구길29번길 15
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	22.52	48.93	201912	5	7500	2	2018	난설헌로78번길 29-9
4215010100101540007	강원도 강릉시 홍제동	154-7	0154	0007	청송	45.33	44.33	201912	23	4300	3	1983	새냉이길40번길 8-4
4215010100101390019	강원도 강릉시 홍제동	139-19	0139	0019	현대	40.89	31.33	201912	19	3000	2	1982	토성로 76
4217011000101180000	강원도 동해시 부곡동	118	0118	0000	강경빌라트3차	59.1	31.34	201912	12	4300	3	1993	부곡3길 12
4217011200104290000	강원도 동해시 북평동	429	0429	0000	북평주공1차	46.86	93.34	201912	6	4250	3	1986	구미3길 46
4217010100110350008	강원도 동해시 천곡동	1035-8	1035	0008	남선빌라1차	58.88	30.46	201912	30	5500	1	1992	동굴3길 7-4
4217010100110380003	강원도 동해시 천곡동	1038-3	1038	0003	동명빌라2차	73.76	48.95	201912	17	8000	4	1995	동굴1길 84
4217010100110300006	강원도 동해시 천곡동	1030-6	1030	0006	승우주택A	64.06	33.07	201912	30	3800	2	1991	동굴1길 10-5
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	96.06	15.21	201912	20	5000	5	2002	동굴로 147
