pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215034028100500090	강원도 강릉시 강동면 정동진리	50-90	0050	0090	힐이스턴하우스	52.2	80.51	201702	28	5500	1	2007	헌화로 906-10
4215011000107600000	강원도 강릉시 교동	760	0760	0000	교동	50.2	83.25	201702	9	5100	1	1982	화부산로99번길 8
4215011000108340001	강원도 강릉시 교동	834-1	0834	0001	대동	53.23	73.8	201702	13	3700	3	1983	옛강일길 30
4215033022106410106	강원도 강릉시 구정면 학산리	641-106	0641	0106	학산로얄빌라	84.75	116.08	201702	17	16500	2	2015	구정옥봉길 150-9
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201702	1	4800	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201702	2	4300	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201702	16	4500	2	1997	범일로 528
4215012100103150000	강원도 강릉시 노암동	315	0315	0000	노암	47.11	48	201702	6	3000	2	1981	노암길 40
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	71.12	50.82	201702	21	13700	4	2016	연주로 162
4215010900100470015	강원도 강릉시 옥천동	47-15	0047	0015	옥천	56.48	62.58	201702	7	5800	3	1983	수문길13번길 8
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	48.6	48.1	201702	24	5650	2	1984	중기길 7
4215025021103250006	강원도 강릉시 주문진읍 주문리	325-6	0325	0006	골든팰리스 C동	22.395	15.88	201702	10	6000	4	2016	구소방서길 9-1
4215025021103250006	강원도 강릉시 주문진읍 주문리	325-6	0325	0006	골든팰리스 C동	22.395	15.88	201702	10	6000	5	2016	구소방서길 9-1
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	48.6	97.95	201702	23	5100	1	1988	강릉대로419번길 54
4215011100106260002	강원도 강릉시 포남동	626-2	0626	0002	진양그린	58.51	46.56	201702	16	5000	1	1994	가작로259번길 14-4
4215011100111910001	강원도 강릉시 포남동	1191-1	1191	0001	혜성국민주택	55.56	108	201702	13	6000	3	1984	경강로2323번길 4
