pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201908	2	6200	1	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201908	26	6500	1	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201908	19	4500	4	1997	범일로 528
4215025021111570098	강원도 강릉시 주문진읍 주문리	1157-98	1157	0098	소돌	48.09	57	201908	2	2000	2	1983	신영길 21
4215011100110050028	강원도 강릉시 포남동	1005-28	1005	0028	소라주택	59.4	59.52	201908	21	5300	1	1984	용지각길38번길 18
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	22.52	48.93	201908	13	7500	3	2018	난설헌로78번길 29-9
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	22.52	48.93	201908	29	7600	2	2018	난설헌로78번길 29-9
4215010100106490004	강원도 강릉시 홍제동	649-4	0649	0004	로얄테라스	83.3072	228.79	201908	10	34000	1	2019	사임당로 119-1
4282025022101860002	강원도 고성군 간성읍 신안리	186-2	0186	0002	신안파크	52.2525	607	201908	7	14700	5	2017	수성로 57
4217011000100660016	강원도 동해시 부곡동	66-16	0066	0016	부곡B	53.28	63.63	201908	21	1900	1	1984	수원지1길 12-2
4217011000100740007	강원도 동해시 부곡동	74-7	0074	0007	영동5차주택	29.115	21.05	201908	3	2500	2	1994	가마골길 26-12
4217010400105210017	강원도 동해시 용정동	521-17	0521	0017	퀸즈빌1차	84.31	71.53	201908	19	15300	3	2017	봉오동길 32-10
4217010100110350003	강원도 동해시 천곡동	1035-3	1035	0003	뉴코아맨션AB	24.21	15.22	201908	13	1400	1	1991	동굴3길 7-9
4223012000100550085	강원도 삼척시 남양동	55-85	0055	0085	영창상가	86.95	57.91	201908	1	5000	3	1993	중앙시장1길 11-18
4221010400106250200	강원도 속초시 금호동	625-200	0625	0200	성진	65.61	78.2	201908	8	5500	2	1985	번영로67번길 24-11
4221010700110730129	강원도 속초시 노학동	1073-129	1073	0129	하이디 울산바위(하늘동)	38.893	76.69	201908	7	14800	2	2017	울산바위길 9-11
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	48.96	71.7	201908	9	3800	1	1988	청봉로1길 21
4221010100101830005	강원도 속초시 영랑동	183-5	0183	0005	대양(183-5)	64.85	66.38	201908	24	6100	1	1983	번영로 181
4221010100102290031	강원도 속초시 영랑동	229-31	0229	0031	영랑빌라	55.24	41.36	201908	26	5000	1	1995	영랑로2길 13
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	50.58	45.4	201908	19	6000	2	2010	청호로2길 46-4
4280025021104410007	강원도 양구군 양구읍 상리	441-7	0441	0007	리버파크빌(2차)	46.68	35.44	201908	30	9500	2	2017	박수근로365번길 20-9
4280025021103820002	강원도 양구군 양구읍 상리	382-2	0382	0002	신태양	79.6	63.14	201908	2	10000	1	1993	비봉로 23
4283025022100510003	강원도 양양군 양양읍 구교리	51-3	0051	0003	우신(51-3)	60.03	75.95	201908	13	4900	3	1985	북문길 30
4275025030109140002	강원도 영월군 영월읍 팔괴리	914-2	0914	0002	아름드리 주택	73.28	102	201908	19	10500	2	2014	팔괴로 133
4275025022103660006	강원도 영월군 영월읍 하송리	366-6	0366	0006	청룡빌라A동	80.04	62.4	201908	2	8000	1	1993	하송로 134-13
4275025022100310004	강원도 영월군 영월읍 하송리	31-4	0031	0004	하송장미주택(B동)	67.41	64.5	201908	8	4000	2	1989	은행나무1길 47
4213031023112930000	강원도 원주시 소초면 장양리	1293	1293	0000	우창	48.22	63.22	201908	1	3000	1	1993	장막1길 64
4213011100101590031	강원도 원주시 우산동	159-31	0159	0031	한영빌라	41.78	25.06	201908	29	3350	3	1992	원문로100번길 95
4213010800102470137	강원도 원주시 일산동	247-137	0247	0137	일산연립	66.9	63.63	201908	12	5600	3	1985	남산로149번길 18
4213038022101310000	강원도 원주시 판부면 서곡리	131	0131	0000	(131-0)	61	73.89	201908	27	11000	2	2014	내남송길 134
4213010900109750024	강원도 원주시 학성동	975-24	0975	0024	은하주택	55.02	77.37	201908	13	6250	3	1985	원문로 50
4281033021104580012	강원도 인제군 기린면 현리	458-12	0458	0012	내린천빌리지D동	64.25	65.38	201908	30	10450	3	2012	내린천로 4108
4281033021107410003	강원도 인제군 기린면 현리	741-3	0741	0003	현리타운A,B동	39.96	62.92	201908	20	3200	2	1994	하마로길 18-2
4277025021104090001	강원도 정선군 정선읍 봉양리	409-1	0409	0001	봉양(가동)	61.74	93.5	201908	7	10000	2	1987	비봉안길 51
4278025625112490002	강원도 철원군 갈말읍 문혜리	1249-2	1249	0002	삼성맨션	36.32	46.96	201908	19	1200	3	1993	궁예로 839-1
4278025621106040047	강원도 철원군 갈말읍 신철원리	604-47	0604	0047	태봉빌라(604-47)	52.28	29.85	201908	29	4600	1	1995	명성로174번길 54-3
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	24.78	17.87	201908	24	1700	2	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	29.73	21.44	201908	24	1700	3	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	20.5	14.78	201908	24	1500	2	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	23.43	16.9	201908	24	1700	2	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	20.5	14.78	201908	24	1500	3	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	23.43	16.9	201908	24	1600	3	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	24.78	17.87	201908	24	1700	1	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	29.73	21.44	201908	24	4000	1	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	24.78	17.87	201908	24	1600	3	1996	명성로149번길 53
4278025622100730001	강원도 철원군 갈말읍 지포리	73-1	0073	0001	동산주택	29.73	21.44	201908	24	1800	2	1996	명성로149번길 53
4278025921107340000	강원도 철원군 동송읍 이평리	734	0734	0000	동송빌라(A,B동)	54.72	58.88	201908	12	2100	3	1988	금학로 163-25
4278025921108470039	강원도 철원군 동송읍 이평리	847-39	0847	0039	동송팰리스	64.55	39.17	201908	5	16000	4	2018	이평로85번길 28-2
4278025921108380030	강원도 철원군 동송읍 이평리	838-30	0838	0030	이화빌라C동	62.82	52.78	201908	7	5700	2	1996	금학로187번안길 23-9
4278025921106740017	강원도 철원군 동송읍 이평리	674-17	0674	0017	중앙연립	60.39	95.47	201908	27	3000	2	1985	금학로210번길 32
4278031021107590010	강원도 철원군 서면 자등리	759-10	0759	0010	자등빌라	67.25	80.27	201908	16	4500	3	1997	신술2길 29-1
4278025021100350003	강원도 철원군 철원읍 화지리	35-3	0035	0003	화인빌라	53.79	60.71	201908	20	2500	1	1989	금학로 300
4211012200101130267	강원도 춘천시 교동	113-267	0113	0267	신한주택 목화동	39.83	32.03	201908	7	6000	2	2002	전원안길33번길 9-1
4211011700107430021	강원도 춘천시 근화동	743-21	0743	0021	가득빌라21	40.59	30.71	201908	14	6000	1	1992	중앙로194번길 58
