pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000103150027	강원도 강릉시 교동	315-27	0315	0027	교동	59.1	48.2	201708	18	6300	2	1983	율곡로2988번길 8-2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201708	22	6100	2	1984	율곡로2968번안길 2
4215012100106390022	강원도 강릉시 노암동	639-22	0639	0022	남산	53.46	73.5	201708	25	6500	2	1986	남산길 32
4215012100103150000	강원도 강릉시 노암동	315	0315	0000	노암	47.11	48	201708	13	3000	2	1981	노암길 40
4215011400102160001	강원도 강릉시 송정동	216-1	0216	0001	소라A단지	56.34	111.69	201708	27	6500	3	1986	송정길 15
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	55.92	52.7	201708	2	7200	1	1984	중기길 7
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	55.92	52.7	201708	28	9300	2	1984	중기길 7
4215025022102460001	강원도 강릉시 주문진읍 교항리	246-1	0246	0001	금성아트	80.24	64.8	201708	31	8600	3	2003	민등산길 27
4215011200102220004	강원도 강릉시 초당동	222-4	0222	0004	정아	54.9	52.69	201708	18	6850	2	1990	초당원길 99
4217011600100980002	강원도 동해시 단봉동	98-2	0098	0002	두정비바빌	72.952	43.53	201708	18	16100	3	2017	구미택지1길 67
4217010700100470001	강원도 동해시 동회동	47-1	0047	0001	이레타운	41.69	37.48	201708	17	8500	5	2015	효자남1길 20
4217012300100820000	강원도 동해시 묵호진동	82	0082	0000	장안	45.188	15	201708	29	3000	4	1983	묵호시장길 1-1
4217011100102330080	강원도 동해시 발한동	233-80	0233	0080	강경빌라트4	26.4	22.11	201708	21	2000	2	1993	지리골길 22
4217011100100270003	강원도 동해시 발한동	27-3	0027	0003	발한상가	51.03	38.02	201708	14	2300	2	1984	일출로 10-1
4217011100103560001	강원도 동해시 발한동	356-1	0356	0001	사문	54.925	58.5	201708	18	1700	2	1983	해안로 635-15
4217011100101380007	강원도 동해시 발한동	138-7	0138	0007	승우5차	58.59	21.36	201708	31	3700	4	1997	붉은언덕길 13
4217011100102400075	강원도 동해시 발한동	240-75	0240	0075	한일	66.14	104.44	201708	8	3800	2	1980	발한로 169-18
4217011000100680007	강원도 동해시 부곡동	68-7	0068	0007	금호	68.37	53	201708	28	5600	2	1981	승지로 10
4217011000100660016	강원도 동해시 부곡동	66-16	0066	0016	부곡B	53.28	63.63	201708	8	3200	2	1984	수원지1길 12-2
4217011200104290000	강원도 동해시 북평동	429	0429	0000	북평주공1차	46.79	93.21	201708	24	5450	1	1986	구미3길 46
4217010400105210017	강원도 동해시 용정동	521-17	0521	0017	퀸즈빌1차	83.86	71.16	201708	1	16000	3	2017	봉오동길 32-10
4217010400105090001	강원도 동해시 용정동	509-1	0509	0001	해미르	60	84.62	201708	11	11600	1	2011	초원1길 14-2
4217010100110350003	강원도 동해시 천곡동	1035-3	1035	0003	뉴코아맨션AB	24.21	15.22	201708	25	1400	3	1991	동굴3길 7-9
4217010100110590004	강원도 동해시 천곡동	1059-4	1059	0004	씨티빌	135.175	76.98	201708	9	15000	2	2017	샘실3길 85
4217010100110590004	강원도 동해시 천곡동	1059-4	1059	0004	씨티빌	135.175	76.98	201708	9	15000	2	2017	샘실3길 85
4217010100111000000	강원도 동해시 천곡동	1100	1100	0000	한움빌리지	123.4568	250.83	201708	25	23000	1	2003	천곡1길 58
4223010600106970014	강원도 삼척시 교동	697-14	0697	0014	두원4차	83.25	43.38	201708	10	22000	9	2017	월계안1길 1-12
4223012000103450002	강원도 삼척시 남양동	345-2	0345	0002	백조(1~3동)	52.65	43.63	201708	23	5100	4	1986	남양길 63-17
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	22.46	13.37	201708	14	3182	2	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.82	12.98	201708	14	3182	3	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	22.46	13.37	201708	14	3182	4	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	20.54	12.22	201708	14	2995	3	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	23.3	13.86	201708	14	3369	3	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	23.3	13.86	201708	14	3369	2	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	20.54	12.22	201708	14	2995	2	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	22.46	13.37	201708	14	3182	3	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.4	12.73	201708	14	2995	3	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.82	12.98	201708	14	3182	2	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.82	12.98	201708	14	2995	4	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.4	12.73	201708	14	2995	4	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	20.54	12.22	201708	14	2807	4	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	23.3	13.86	201708	14	3182	4	2003	척주로 55-1
4223012000100080003	강원도 삼척시 남양동	8-3	0008	0003	현송원룸	21.4	12.73	201708	14	2995	2	2003	척주로 55-1
4223011000100270004	강원도 삼척시 마달동	27-4	0027	0004	학사원룸	35.05	19.41	201708	28	1810	2	2002	마달길 103-16
4223025322100670002	강원도 삼척시 원덕읍 임원리	67-2	0067	0002	장미A	76.79	72.05	201708	2	10000	1	1991	임원중앙로 19-14
4223012500103830001	강원도 삼척시 정상동	383-1	0383	0001	그린빌	59.79	46.49	201708	3	10500	3	2013	봉황마을3길 74-14
4221010600107770017	강원도 속초시 교동	777-17	0777	0017	동설악빌라7동	49.16	28.75	201708	30	6500	3	1991	교동로6길 47
4221010600107730001	강원도 속초시 교동	773-1	0773	0001	코스모스(대양)	54	72.59	201708	9	5500	2	1985	만천7길 47
4221010400106250042	강원도 속초시 금호동	625-42	0625	0042	금호	52	90.52	201708	23	5000	1	1982	번영로67번길 19
4221010400106250042	강원도 속초시 금호동	625-42	0625	0042	금호	52	90.52	201708	23	3800	2	1982	번영로67번길 19
4221010400106230040	강원도 속초시 금호동	623-40	0623	0040	대명빌라	58.11	55.09	201708	11	7500	3	1989	미시령로3469번길 42
4221010400106250088	강원도 속초시 금호동	625-88	0625	0088	성진주택	53.98	50	201708	16	5500	3	1983	번영로67번길 17
4221011200103480044	강원도 속초시 설악동	348-44	0348	0044	아남설악빌리지	44.88	90.57	201708	30	4000	3	1992	청봉로2길 15
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	89.205	292.16	201708	26	10000	3	1988	청봉로1길 21
4221010100101830000	강원도 속초시 영랑동	183	0183	0000	대양(183)	64.41	66	201708	13	8000	1	1983	번영로 181
4221011300105180007	강원도 속초시 장사동	518-7	0518	0007	우림주택	62.64	156.93	201708	3	7000	3	1986	중앙로 437-6
4221011300105180007	강원도 속초시 장사동	518-7	0518	0007	우림주택	62.64	156.93	201708	4	12000	3	1986	중앙로 437-6
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	72.78	89.24	201708	16	12900	1	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	72.78	89.24	201708	24	12000	2	1990	청대마을길 5
4280025021101040003	강원도 양구군 양구읍 상리	104-3	0104	0003	교보	39.92	63.43	201708	29	4200	3	1997	중심로 126-9
4280025021103810011	강원도 양구군 양구읍 상리	381-11	0381	0011	성광가동	50.97	55.83	201708	31	5650	2	1990	비봉로 37
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	1	1988	연창길 22-6
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	1	1988	연창길 22-6
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	2	1988	연창길 22-6
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	2	1988	연창길 22-6
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	3	1988	연창길 22-6
4283025025101360006	강원도 양양군 양양읍 연창리	136-6	0136	0006	대청빌라	60.45	97.5	201708	28	3500	3	1988	연창길 22-6
4283025025103170004	강원도 양양군 양양읍 연창리	317-4	0317	0004	동북3차	49.68	32.56	201708	14	5400	3	1995	관아길 18-16
4275025322101030187	강원도 영월군 상동읍 구래리	103-187	0103	0187	병원연립	35.59	60.11	201708	4	3000	1	1978	상동시장길 35-6
4275025024106440009	강원도 영월군 영월읍 덕포리	644-9	0644	0009	부영빌라(다동)	51.92	34.67	201708	12	3300	3	1997	덕포하리1길 67
4275025021108000009	강원도 영월군 영월읍 영흥리	800-9	0800	0009	대흥주택(가동)	43.11	36.83	201708	21	4500	1	1986	봉래산로 63
4275036021111820000	강원도 영월군 주천면 주천리	1182	1182	0000	태광	60.96	55.88	201708	16	6000	2	1992	주천강변길 14-4
4213010700101130000	강원도 원주시 단구동	113	0113	0000	성원주택	53.67	50.48	201708	23	7200	2	1991	치악로1568번길 1
4213031023112930000	강원도 원주시 소초면 장양리	1293	1293	0000	우창	48.22	63.22	201708	7	3000	1	1993	장막1길 64
4213031023107110004	강원도 원주시 소초면 장양리	711-4	0711	0004	한성빌라1,2동	80.855	88.16	201708	22	8500	2	1997	장막1길 1
4213010800101680001	강원도 원주시 일산동	168-1	0168	0001	우성연립	70.573	46.4	201708	7	5000	1	1983	일산로 7-6
4213010800102470137	강원도 원주시 일산동	247-137	0247	0137	일산연립	66.9	63.63	201708	6	7050	2	1985	남산로149번길 18
4213011200106920003	강원도 원주시 태장동	692-3	0692	0003	태일주택	58.44	111.4	201708	29	4500	1	1984	보수골길 4
4213010900109750024	강원도 원주시 학성동	975-24	0975	0024	은하주택	66.96	77.37	201708	1	5500	2	1985	원문로 50
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	1	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	1	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	1	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	2	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	1	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	1	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	2	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	2	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	2	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	2	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	3	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	4	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	3	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	107.16	163.52	201708	11	14000	4	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	3	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	3	2004	세동길 97
4213037022105320000	강원도 원주시 흥업면 매지리	532	0532	0000	리치빌라	23.94	36.53	201708	11	3500	3	2004	세동길 97
4281032024100010003	강원도 인제군 북면 용대리	1-3	0001	0003	용대리빌라	57.6	40.57	201708	3	3000	2	1996	미시령옛길 140
4281032024100010003	강원도 인제군 북면 용대리	1-3	0001	0003	용대리빌라	57.6	40.57	201708	17	2500	3	1996	미시령옛길 140
4281032024100010003	강원도 인제군 북면 용대리	1-3	0001	0003	용대리빌라	57.6	40.57	201708	18	3300	4	1996	미시령옛길 140
4281032021106740010	강원도 인제군 북면 원통리	674-10	0674	0010	서진맨션(서진빌라)	74.71	49.09	201708	4	8500	1	2004	원통로211번길 7
4281032021107720001	강원도 인제군 북면 원통리	772-1	0772	0001	우진빌라(772-1)가동	69.25	43.85	201708	24	7000	2	1995	원통로 116
4281032021106600013	강원도 인제군 북면 원통리	660-13	0660	0013	원통빌라(660-13)가,나동	39.84	31.4	201708	28	4700	3	1993	금강로 65-1
4281025021102680006	강원도 인제군 인제읍 상동리	268-6	0268	0006	낙원빌라	45.47	40.84	201708	7	4400	2	2000	비봉로30번길 24
4277025321100360050	강원도 정선군 고한읍 고한리	36-50	0036	0050	중앙파크빌(D동)	76.6	60	201708	9	10250	1	2011	고한7길 5-20
4277037021100910002	강원도 정선군 여량면 여량리	91-2	0091	0002	다래뜰빌라트	80.61	91.5	201708	15	8600	3	2006	여량1길 72
4277025021102850001	강원도 정선군 정선읍 봉양리	285-1	0285	0001	풍운	83.61	73.38	201708	9	15500	2	1993	비봉안길 20
4277025024104320003	강원도 정선군 정선읍 애산리	432-3	0432	0003	이강아리채	84.74	72.41	201708	1	18000	4	2017	녹송3길 56
4278025621106040029	강원도 철원군 갈말읍 신철원리	604-29	0604	0029	대봉하이츠빌라	61.82	33.86	201708	10	6000	4	2002	명성로174번길 50
4278025621106040053	강원도 철원군 갈말읍 신철원리	604-53	0604	0053	태봉빌라(604-53)	46.42	27.34	201708	17	4700	4	1994	명성로174번길 56
4278025921107020001	강원도 철원군 동송읍 이평리	702-1	0702	0001	성우빌라(가,나)	76.02	51.83	201708	4	9000	1	1992	이평2로 26
4278025921108520015	강원도 철원군 동송읍 이평리	852-15	0852	0015	시장연립	37.5	30.43	201708	29	2100	2	1990	동송시장길 16-24
4278025921108380022	강원도 철원군 동송읍 이평리	838-22	0838	0022	영민리치빌	49.37	31.88	201708	14	9200	2	2015	금학로187번안길 15-4
4278025921108580008	강원도 철원군 동송읍 이평리	858-8	0858	0008	우성빌라(C)	51	37.25	201708	20	2800	4	1993	이평로101번길 13
4211012200101470001	강원도 춘천시 교동	147-1	0147	0001	교동주택	53.31	50.47	201708	29	6200	2	1994	교동길17번길 10
