pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215012100103370000	강원도 강릉시 노암동	337	0337	0000	개나리	50.71	62.55	201506	30	4000	3	1983	노암길41번길 14
4215011400102160003	강원도 강릉시 송정동	216-3	0216	0003	소라임대주택C단지	56.34	77.24	201506	16	6000	3	1985	송정길 20
4215011400101100054	강원도 강릉시 송정동	110-54	0110	0054	송정	44	49.5	201506	16	3900	2	1981	팔송길18번길 15
4215025022101730007	강원도 강릉시 주문진읍 교항리	173-7	0173	0007	동해빌라	55.9	45.75	201506	12	2651	3	1985	장성중길 7
4215025021106920001	강원도 강릉시 주문진읍 주문리	692-1	0692	0001	보성	46.8	43.64	201506	29	3500	3	1988	주문북로 95
4215011100112210007	강원도 강릉시 포남동	1221-7	1221	0007	(1221-7)	109.14	66.4	201506	24	30000	1	1991	산양큰길22번길 21
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	52.74	53.75	201506	29	4600	1	1983	용지각길8번길 29
4215010100101200006	강원도 강릉시 홍제동	120-6	0120	0006	태양열	67.57	76.7	201506	30	5950	2	1981	새냉이길27번길 10
4282025321102970004	강원도 고성군 거진읍 거진리	297-4	0297	0004	(297-4)	47.88	49	201506	2	3000	2	1986	벌평로 10
4282025321103250006	강원도 고성군 거진읍 거진리	325-6	0325	0006	현대빌라101	73.86	55.13	201506	10	5000	1	2003	벌평로 25
4282032031100140015	강원도 고성군 죽왕면 문암진리	14-15	0014	0015	백도하이빌B	56.58	36.58	201506	4	6300	3	2004	문암항길 76
4217011300104290000	강원도 동해시 구미동	429	0429	0000	북평주공1차	46.79	93.21	201506	22	4400	1	1986	구미3길 46
4217011300104290000	강원도 동해시 구미동	429	0429	0000	북평주공1차	46.86	93.34	201506	30	4500	3	1986	구미3길 46
4217011100102330080	강원도 동해시 발한동	233-80	0233	0080	강경빌라트4	57.96	48.54	201506	26	4300	2	1993	지리골길 22
4217011100105970042	강원도 동해시 발한동	597-42	0597	0042	금강주택(나동)	29.16	34	201506	13	1400	2	1988	수원지2길 3-1
4217011100103560001	강원도 동해시 발한동	356-1	0356	0001	사문	54.925	58.5	201506	4	1800	2	1983	해안로 635-15
4217011100103560001	강원도 동해시 발한동	356-1	0356	0001	사문	54.925	58.5	201506	29	2700	2	1983	해안로 635-15
4217011100103560001	강원도 동해시 발한동	356-1	0356	0001	사문	54.925	58.5	201506	29	2340	1	1983	해안로 635-15
4217011100105870003	강원도 동해시 발한동	587-3	0587	0003	삼양빌라AB	80.86	73.49	201506	1	5300	1	1993	송이고개길 8-2
4217011000101060002	강원도 동해시 부곡동	106-2	0106	0002	삼정(가나)	43.47	50.52	201506	10	2900	3	1986	부곡3길 26
4217011000100730006	강원도 동해시 부곡동	73-6	0073	0006	우정	51.81	61	201506	3	3700	4	1984	가마골길 26-5
