pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000109410009	강원도 강릉시 교동	941-9	0941	0009	교동맨션	84.24	79.3	201803	26	8200	2	1984	원대로8번길 42
4215011000108340003	강원도 강릉시 교동	834-3	0834	0003	대동	58.5	74	201803	26	5700	2	1983	옛강일길 30
4215011000102680007	강원도 강릉시 교동	268-7	0268	0007	이화	63.8	48.6	201803	5	4700	2	1981	율곡로2968번길 24
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201803	26	6000	3	1984	율곡로2968번안길 2
4215012100102790062	강원도 강릉시 노암동	279-62	0279	0062	송죽	79.97	55	201803	15	6500	1	1980	강변로288번길 13
4215012100106590001	강원도 강릉시 노암동	659-1	0659	0001	아미	73.115	85.2	201803	15	8000	1	1991	임영로25번길 9
4215011400100170012	강원도 강릉시 송정동	17-12	0017	0012	(17-12)	78.4	60.38	201803	10	15350	2	2014	팔송길 30
4215011400101100054	강원도 강릉시 송정동	110-54	0110	0054	송정	68.39	67.5	201803	9	7500	2	1981	팔송길18번길 15
4215011400100390004	강원도 강릉시 송정동	39-4	0039	0004	해당화	39.64	63.2	201803	10	3850	1	1979	해안로 91
4215037022103530071	강원도 강릉시 연곡면 영진리	353-71	0353	0071	동방 이스트빌(109~111동)	62.41	41.18	201803	21	11700	3	2015	연주로 162
4215010900102230000	강원도 강릉시 옥천동	223	0223	0000	동부시장주택	65.78	9.9	201803	24	3000	4	1977	옥천로 48
4215010900102230000	강원도 강릉시 옥천동	223	0223	0000	동부시장주택	78.54	21.5	201803	26	6800	4	1977	옥천로 48
4215025022104840003	강원도 강릉시 주문진읍 교항리	484-3	0484	0003	(484-3)	63.65	59.3	201803	21	3400	1	1995	매맥이길 30
4215025022100440006	강원도 강릉시 주문진읍 교항리	44-6	0044	0006	소훈	81.125	58.5	201803	19	10800	3	1990	매맥이길 8-1
4215025021103250016	강원도 강릉시 주문진읍 주문리	325-16	0325	0016	골든팰리스2	72.15	59.75	201803	16	15500	4	2015	구소방서길 9
4215011200102220004	강원도 강릉시 초당동	222-4	0222	0004	정아	54.9	52.69	201803	28	8400	4	1990	초당원길 99
4215011100111900000	강원도 강릉시 포남동	1190	1190	0000	동해주택	50.1	66.52	201803	15	5000	2	1981	경강로2323번길 3
4215010100100280014	강원도 강릉시 홍제동	28-14	0028	0014	대호A동	84.3	55.24	201803	23	11000	1	1999	골말길 34
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201803	16	6000	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201803	16	4600	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201803	16	4600	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	83.39	70.5	201803	16	17800	5	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201803	16	6000	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.57	20.75	201803	16	6000	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	3	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	20.35	17.19	201803	16	4900	4	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	19.09	16.12	201803	16	4600	2	2012	관솔길12번길 14-11
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	24.42	20.63	201803	16	6000	4	2012	관솔길12번길 14-11
4217011100100270003	강원도 동해시 발한동	27-3	0027	0003	발한상가	51.03	38.02	201803	7	1600	4	1984	일출로 10-1
4217012600104920000	강원도 동해시 이로동	492	0492	0000	보성	50.9	65.86	201803	6	1200	1	1992	월평로 48-8
4217010100110090003	강원도 동해시 천곡동	1009-3	1009	0003	삼영빌라B	48.42	30.14	201803	10	5200	3	1992	동굴1길 35
4217010100110350001	강원도 동해시 천곡동	1035-1	1035	0001	신영골드빌라	65.29	31.56	201803	7	6600	3	1995	동굴2길 8
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	98.69	15.63	201803	6	6700	5	2002	동굴로 147
4223010500100100006	강원도 삼척시 당저동	10-6	0010	0006	두원빌라	48.93	25.89	201803	26	8500	2	2013	사대1길 35-22
4223010500101480005	강원도 삼척시 당저동	148-5	0148	0005	우산그린빌라	43.63	52.38	201803	31	3870	2	1996	성당길 72-10
4223011000100530002	강원도 삼척시 마달동	53-2	0053	0002	누가빌라	84.62	119.15	201803	29	7500	1	1995	마달1길 91
4223010100100020012	강원도 삼척시 성내동	2-12	0002	0012	성내	57.68	56.77	201803	5	6000	2	1986	성내길 30-1
4223012500104550000	강원도 삼척시 정상동	455	0455	0000	영진(가,나)	51.09	62.6	201803	27	3700	1	1987	동해대로 4025-10
4221010600106190001	강원도 속초시 교동	619-1	0619	0001	장미아트빌(619-1)	74.875	74.42	201803	23	11800	3	2004	미시령로3359번길 35
4221010800113730008	강원도 속초시 조양동	1373-8	1373	0008	우성	64.8	47	201803	30	6700	2	1983	연포길 72-7
4280025021104410008	강원도 양구군 양구읍 상리	441-8	0441	0008	리버파크빌	68.81	59.25	201803	13	16000	4	2014	박수근로365번길 20-13
4280025021103820002	강원도 양구군 양구읍 상리	382-2	0382	0002	신태양	72.415	57.86	201803	2	5400	2	1993	비봉로 23
4283025022100510000	강원도 양양군 양양읍 구교리	51	0051	0000	우신(51-0)	44.46	91.28	201803	26	3600	3	1986	북문길 30
