pnu	시군구	번지	본번	부번	건물명	전용면적	대지권면적	계약연월	계약일	거래금액(만원)	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201911	9	8500	2	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	56.79	79.16	201911	20	7800	1	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201911	15	6900	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	30.59	57.51	201911	21	4400	1	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	49.57	93.19	201911	21	7500	1	1997	범일로 528
4215012100103090004	강원도 강릉시 노암동	309-4	0309	0004	백마	69.41	45	201911	9	3300	3	1981	노가니길 21-18
4215025022102440028	강원도 강릉시 주문진읍 교항리	244-28	0244	0028	가일	42.3	30.75	201911	19	4200	3	2000	아래사다리길 29-3
4215025021106920001	강원도 강릉시 주문진읍 주문리	692-1	0692	0001	보성	46.8	104.26	201911	22	3400	2	1988	주문북로 95
4215011100110050020	강원도 강릉시 포남동	1005-20	1005	0020	개미주택	56.76	53.85	201911	5	5000	1	1984	경강로2234번길 18
4215011100111340003	강원도 강릉시 포남동	1134-3	1134	0003	용지	60.9	50.58	201911	25	7500	4	1985	경강로 2217
4217011300104290000	강원도 동해시 구미동	429	0429	0000	북평주공1차	46.79	93.21	201911	24	4700	2	1986	구미3길 46
4217011300104610002	강원도 동해시 구미동	461-2	0461	0002	씨티빌1차	66.32	43.3	201911	4	3800	1	1997	구미2길 17
4217010700100470001	강원도 동해시 동회동	47-1	0047	0001	이레타운	41.94	37.71	201911	1	4500	4	2015	효자남1길 20
4217011100105970041	강원도 동해시 발한동	597-41	0597	0041	금강주택(가동)	27.72	23.83	201911	4	1800	1	1988	수원지2길 3
4217011100103560001	강원도 동해시 발한동	356-1	0356	0001	사문	54.925	65.7	201911	6	1500	1	1983	해안로 635-15
4217011100105870009	강원도 동해시 발한동	587-9	0587	0009	삼양빌라C	59.49	42.5	201911	15	3300	4	1993	송이고개길 8
4217011200104290000	강원도 동해시 북평동	429	0429	0000	북평주공1차	46.79	93.21	201911	26	4500	3	1986	구미3길 46
4217010900101730002	강원도 동해시 쇄운동	173-2	0173	0002	용산빌라	65.67	130.9	201911	1	3000	1	1985	효자로 572
4217012600104920000	강원도 동해시 이로동	492	0492	0000	보성	50.9	65.86	201911	2	1900	1	1992	월평로 48-8
4217010100110090004	강원도 동해시 천곡동	1009-4	1009	0004	삼영빌라A	48.42	30.13	201911	4	2800	2	1992	동굴1길 33
4217010100110310010	강원도 동해시 천곡동	1031-10	1031	0010	승우주택D	61.95	29.11	201911	25	6300	3	1992	동굴1길 4-9
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	27	16.4	201911	8	2400	3	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	27	16.4	201911	8	2400	2	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	2	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	2	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	2	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	27	16.4	201911	8	2400	2	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	3	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	3	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	3	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	27	16.4	201911	8	2400	3	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	27	16.4	201911	8	2400	4	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2400	1	2006	감추5길 23-7
4217010100109670007	강원도 동해시 천곡동	967-7	0967	0007	영원룸	22.32	13.56	201911	8	2200	1	2006	감추5길 23-7
