pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201703	6	5200	0	3	1997	범일로 528
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201703	24	3500	0	1	1987	남산초교길 57
4215011400101100058	강원도 강릉시 송정동	110-58	0110	0058	송정오벨리스크	월세	71.03	201703	6	7000	50	4	2016	경강로2533번길 3-5
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	월세	71.12	201703	27	3000	35	2	2016	연주로 162
4215037025100680005	강원도 강릉시 연곡면 행정리	68-5	0068	0005	캠브리지사원주택	전세	53.82	201703	25	3500	0	1	1991	행정1길 63-7
4215012500106390008	강원도 강릉시 입암동	639-8	0639	0008	타워	월세	51.81	201703	20	500	35	2	1981	강변로 356
4215011100110840001	강원도 강릉시 포남동	1084-1	1084	0001	비둘기주택	전세	49.41	201703	14	5000	0	3	1984	가작로303번길 22
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	월세	52.74	201703	15	1000	25	1	1983	용지각길8번길 29
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	전세	83.39	201703	9	15000	0	5	2012	관솔길12번길 14-11
4217010700100470001	강원도 동해시 동회동	47-1	0047	0001	이레타운	전세	46.24	201703	17	5500	0	5	2015	효자남1길 20
4217010500103610002	강원도 동해시 지흥동	361-2	0361	0002	동일원룸	월세	20	201703	12	20	20	3	1997	지양길 170
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	48.28	201703	31	500	30	3	2002	동굴로 147
4217010100109700022	강원도 동해시 천곡동	970-22	0970	0022	해사랑	월세	28.81	201703	11	100	32	4	2004	감추5길 26-1
4223012000103450002	강원도 삼척시 남양동	345-2	0345	0002	백조(1~3동)	월세	49.8	201703	21	500	30	2	1986	남양길 63-17
4223011800100710000	강원도 삼척시 원당동	71	0071	0000	(71-0)	전세	71.9	201703	2	3000	0	2	2015	원당로2길 37
4223025325100310008	강원도 삼척시 원덕읍 옥원리	31-8	0031	0008	(31-8) 1동, 2동	전세	79.92	201703	3	5000	0	2	2012	삼척로 636-29
4221010600107790026	강원도 속초시 교동	779-26	0779	0026	아트빌라	전세	79.92	201703	20	8000	0	3	1990	만천1길 73-10
4221010600108000032	강원도 속초시 교동	800-32	0800	0032	우성아트빌라(800-32)	월세	54.95	201703	25	300	30	2	1991	만리공원길 24-4
4221010400106250088	강원도 속초시 금호동	625-88	0625	0088	성진주택	월세	53.98	201703	10	500	34	1	1983	번영로67번길 17
4221010400106250088	강원도 속초시 금호동	625-88	0625	0088	성진주택	전세	53.98	201703	23	5000	0	3	1983	번영로67번길 17
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	201703	22	8000	0	4	2012	번영로129번길 7-3
4221010800114630014	강원도 속초시 조양동	1463-14	1463	0014	부화	전세	49.8	201703	21	4000	0	3	1990	동해대로3950번길 26
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	64.13	201703	2	1000	35	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201703	4	6300	0	1	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	84.99	201703	13	10000	0	1	1990	청대마을길 5
4280025021101110037	강원도 양구군 양구읍 상리	111-37	0111	0037	우성5동	전세	57.9	201703	26	2000	0	1	1993	중심로 77-93
4275025024106100000	강원도 영월군 영월읍 덕포리	610	0610	0000	미소가	전세	55.972	201703	8	2979	0	5	2014	덕포하리5길 36-13
4213011000101070001	강원도 원주시 단계동	107-1	0107	0001	(107-1번지)	전세	68.02	201703	20	9000	0	4	1995	원문로112번길 26-9
4213010800102430013	강원도 원주시 일산동	243-13	0243	0013	도시엔숲(243-13)	전세	47.12	201703	19	12000	0	3	2015	동진골2길 23-1
4213011200111580001	강원도 원주시 태장동	1158-1	1158	0001	한남빌라	월세	64.495	201703	15	200	20	4	1995	북원로2738번길 41
4213011200107310004	강원도 원주시 태장동	731-4	0731	0004	현빌리지	월세	65.39	201703	24	1800	40	5	2014	육판길 20
