pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000108340001	강원도 강릉시 교동	834-1	0834	0001	대동	전세	53.23	201607	8	2800	0	1	1983	옛강일길 30
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201607	27	300	25	3	1997	범일로 528
4215011600101090001	강원도 강릉시 내곡동	109-1	0109	0001	무지개	전세	57.33	201607	14	5000	0	3	1984	강변로194번길 15
4215012100103370000	강원도 강릉시 노암동	337	0337	0000	개나리	월세	50.71	201607	26	500	30	3	1983	노암길41번길 14
4215012100103090004	강원도 강릉시 노암동	309-4	0309	0004	백마	월세	69.41	201607	29	1000	20	2	1981	노가니길 21-18
4215036025100240005	강원도 강릉시 사천면 사천진리	24-5	0024	0005	선경	전세	56.58	201607	7	1000	0	4	1995	진리해변길 36
4215037022103530071	강원도 강릉시 연곡면 영진리	353-71	0353	0071	동방 이스트빌(109~111동)	월세	71.12	201607	5	3000	40	5	2015	연주로 162
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	월세	71.12	201607	20	1000	50	4	2016	연주로 162
4215010900102230000	강원도 강릉시 옥천동	223	0223	0000	동부시장주택	월세	58.67	201607	29	1000	20	4	1977	옥천로 48
4215013200102850002	강원도 강릉시 지변동	285-2	0285	0002	(285-2)	전세	21.815	201607	20	4000	0	2	2014	지변길 34
4215013200102850002	강원도 강릉시 지변동	285-2	0285	0002	(285-2)	전세	21.815	201607	28	4500	0	4	2014	지변길 34
4215011100110050165	강원도 강릉시 포남동	1005-165	1005	0165	무궁화국민주택	월세	56.79	201607	15	1000	40	1	1984	용지각길8번길 28
4217010700100470001	강원도 동해시 동회동	47-1	0047	0001	이레타운	월세	48.13	201607	15	3500	20	3	2015	효자남1길 20
4217011100100270003	강원도 동해시 발한동	27-3	0027	0003	발한상가	월세	56.01	201607	5	200	20	4	1984	일출로 10-1
4217010100110090003	강원도 동해시 천곡동	1009-3	1009	0003	삼영빌라B	전세	48.42	201607	4	5000	0	1	1992	동굴1길 35
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	96.06	201607	4	1000	35	4	2002	동굴로 147
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	49.86	201607	21	1000	25	3	2002	동굴로 147
4223012500104550000	강원도 삼척시 정상동	455	0455	0000	영진(가,나)	월세	51.09	201607	30	300	20	1	1987	동해대로 4025-10
4223012600100410243	강원도 삼척시 정하동	41-243	0041	0243	해원상가	월세	65.57	201607	2	500	30	5	1997	새천년도로 119
4221010600107980050	강원도 속초시 교동	798-50	0798	0050	거산빌라	전세	74.34	201607	22	5500	0	1	1992	만리공원1길 18
4221010400106230040	강원도 속초시 금호동	623-40	0623	0040	대명빌라	월세	58.11	201607	7	500	30	3	1989	미시령로3469번길 42
4221010200105120053	강원도 속초시 동명동	512-53	0512	0053	중앙	월세	64.86	201607	4	500	27	2	1985	번영로129번길 29-21
4221010800113730008	강원도 속초시 조양동	1373-8	1373	0008	우성	전세	64.8	201607	23	6500	0	2	1983	연포길 72-7
4280031024103760002	강원도 양구군 남면 용하리	376-2	0376	0002	진보	전세	52.06	201607	19	2300	0	2	1998	정중앙로663번길 9-46
4280025021101810012	강원도 양구군 양구읍 상리	181-12	0181	0012	태양	전세	75.98	201607	1	3500	0	3	1991	양구새싹로 40-21
4275025021108010009	강원도 영월군 영월읍 영흥리	801-9	0801	0009	유림빌라	전세	102.78	201607	21	3000	0	4	1996	오무개길 26
4275025030109140002	강원도 영월군 영월읍 팔괴리	914-2	0914	0002	아름드리 주택	전세	73.28	201607	29	8500	0	3	2014	팔괴로 133
4275025030109140002	강원도 영월군 영월읍 팔괴리	914-2	0914	0002	아름드리 주택	월세	73.28	201607	29	3000	30	3	2014	팔괴로 133
4213010500104470019	강원도 원주시 개운동	447-19	0447	0019	447-19	전세	60.17	201607	12	5000	0	2	1989	서원대로 403-14
4213010700106860000	강원도 원주시 단구동	686	0686	0000	보라매	전세	66	201607	13	5500	0	1	1984	단구로 304
4213025026101930009	강원도 원주시 문막읍 건등리	193-9	0193	0009	청담빌라B동	전세	69.02	201607	8	10000	0	2	2016	원문로 1627-20
4213025026101930009	강원도 원주시 문막읍 건등리	193-9	0193	0009	청담빌라B동	전세	69.02	201607	29	10000	0	2	2016	원문로 1627-20
4213011100101540001	강원도 원주시 우산동	154-1	0154	0001	삼호C,D동	전세	58.86	201607	15	3500	0	2	1991	북원로2425번길 53-2
4213011200110440002	강원도 원주시 태장동	1044-2	1044	0002	(1044-2)	월세	46.07	201607	15	505	8	3	2013	방강골길 30
4213011200107310004	강원도 원주시 태장동	731-4	0731	0004	현빌리지	월세	64.79	201607	1	2000	40	4	2014	육판길 20
4213011200107310004	강원도 원주시 태장동	731-4	0731	0004	현빌리지	월세	65.39	201607	26	1800	40	5	2014	육판길 20
4213011200107310004	강원도 원주시 태장동	731-4	0731	0004	현빌리지	월세	64.79	201607	29	1500	40	2	2014	육판길 20
4213037022105310000	강원도 원주시 흥업면 매지리	531	0531	0000	연세빌라(B동)	전세	29.256	201607	7	3000	0	2	2004	세동길 126
4277025921102620002	강원도 정선군 신동읍 예미리	262-2	0262	0002	아리랑	월세	90.405	201607	3	1000	25	1	2004	의림로 332-1
4278025921108440025	강원도 철원군 동송읍 이평리	844-25	0844	0025	무궁화	전세	71.91	201607	2	2500	0	3	1987	이평로123번길 25
4278025921108610160	강원도 철원군 동송읍 이평리	861-160	0861	0160	학산빌라씨동	월세	30.44	201607	2	200	21	2	1999	이평로111번길 28
4211012200101130149	강원도 춘천시 교동	113-149	0113	0149	청명에코빌2차	월세	27.72	201607	17	300	38	2	2014	춘천로213번길 24
4211040025100370004	강원도 춘천시 남산면 창촌리	37-4	0037	0004	강촌그린빌B	월세	49.5	201607	11	3000	15	5	2015	한치로 107-11
4211010700100150001	강원도 춘천시 옥천동	15-1	0015	0001	동보빌라	월세	84.595	201607	3	2000	40	3	1985	옥천길40번길 19
4211011000101330006	강원도 춘천시 운교동	133-6	0133	0006	태영그린빌	전세	50.43	201607	12	10000	0	4	2012	춘천로167번길 8-3
4211011200103050061	강원도 춘천시 효자동	305-61	0305	0061	(305-61)	월세	16.95	201607	3	300	35	2	2012	남춘로56번길 11-8
4211011200107690006	강원도 춘천시 효자동	769-6	0769	0006	드림빌리지	월세	20.4525	201607	4	300	40	2	2012	백령로115번길 5
4211011200107480008	강원도 춘천시 효자동	748-8	0748	0008	선향빌라트	전세	32.09	201607	6	6500	0	2	2013	효평길 31
4211011200107480008	강원도 춘천시 효자동	748-8	0748	0008	선향빌라트	전세	38.91	201607	26	7000	0	3	2013	효평길 31
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	51.81	201607	10	6500	0	4	1986	춘천로64번길 21
4211012000106720002	강원도 춘천시 후평동	672-2	0672	0002	성심	전세	45.56	201607	4	5300	0	2	1986	삭주로80번길 27
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	전세	45.15	201607	22	1800	0	3	1986	솔안길 140
4219010100104090016	강원도 태백시 황지동	409-16	0409	0016	서학(409-16)	월세	42.84	201607	24	500	10	2	1986	서학1길 39-6
4219010100101620001	강원도 태백시 황지동	162-1	0162	0001	함태	전세	51.795	201607	10	1500	0	2	1982	함태길 85
4219010100100590026	강원도 태백시 황지동	59-26	0059	0026	현대주택	월세	53.1	201607	14	300	35	2	1987	문화로1길 22
4276038024102750020	강원도 평창군 대관령면 횡계리	275-20	0275	0020	해오름빌	전세	72.3	201607	30	6500	0	3	2004	송천2길 11
4276034021105120001	강원도 평창군 봉평면 창동리	512-1	0512	0001	시티파크빌	전세	55.2	201607	15	4000	0	1	2004	이효석길 118-9
4276025022100970000	강원도 평창군 평창읍 중리	97	0097	0000	한나빌라	전세	47.15	201607	30	4000	0	2	1986	노성2길 74
4272025024101280001	강원도 홍천군 홍천읍 갈마곡리	128-1	0128	0001	그랜드홈타운	전세	62.66	201607	28	12000	0	4	2016	공작산로 114
4272025029105030014	강원도 홍천군 홍천읍 연봉리	503-14	0503	0014	그린빌	월세	26.37	201607	6	500	37	2	2013	남산마을길 20
4272025029105030014	강원도 홍천군 홍천읍 연봉리	503-14	0503	0014	그린빌	월세	31.71	201607	15	500	41	3	2013	남산마을길 20
4272025029105030014	강원도 홍천군 홍천읍 연봉리	503-14	0503	0014	그린빌	월세	31.71	201607	15	500	40	3	2013	남산마을길 20
4272025029105030014	강원도 홍천군 홍천읍 연봉리	503-14	0503	0014	그린빌	월세	26.37	201607	16	500	40	1	2013	남산마을길 20
4272025029104550000	강원도 홍천군 홍천읍 연봉리	455	0455	0000	삼보빌라	월세	56.08	201607	21	500	35	3	1989	남산강변로5길 9
4272025023103030001	강원도 홍천군 홍천읍 희망리	303-1	0303	0001	태양주택	월세	61.68	201607	21	500	30	2	1982	희망로 3
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	월세	38.0185	201607	3	500	50	1	2008	춘화로 3268-5
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	전세	38.0185	201607	23	3500	0	4	2008	춘화로 3268-5
4279025022100410014	강원도 화천군 화천읍 하리	41-14	0041	0014	화천연세의원	월세	28.32	201607	5	2100	20	4	2016	중앙로2길 41-8
4273033022102160000	강원도 횡성군 둔내면 둔방내리	216	0216	0000	탑펠리스(101,102동)	전세	67.08	201607	13	6000	0	2	2012	경강로둔방11길 25-5
4273025021105140003	강원도 횡성군 횡성읍 읍상리	514-3	0514	0003	스위트원룸텔	월세	21.51	201607	30	300	36	2	2014	한우로307번길 16
4273025021104920000	강원도 횡성군 횡성읍 읍상리	492	0492	0000	영진(나)	월세	66.14	201607	25	100	30	1	1984	읍상로 13
4182025022102860000	경기도 가평군 가평읍 대곡리	286	0286	0000	골드빌A	월세	82.33	201607	13	2000	45	4	2004	광장로22번길 27-9
4182025021105740003	경기도 가평군 가평읍 읍내리	574-3	0574	0003	낙원그린빌라(가동)	월세	35.46	201607	1	1000	35	1	1993	석봉로191번길 17-4
4182025021103290028	경기도 가평군 가평읍 읍내리	329-28	0329	0028	삼정3빌라	월세	75.51	201607	8	1000	40	4	1994	보납로6번길 38
4182025021106270004	경기도 가평군 가평읍 읍내리	627-4	0627	0004	성지그린빌B동	월세	54.34	201607	19	1000	30	1	2004	가화로 170
4182034522102710002	경기도 가평군 조종면 신상리	271-2	0271	0002	뜰에빌주택	전세	84.99	201607	20	6500	0	3	2011	 153-28
4182034521103150006	경기도 가평군 조종면 현리	315-6	0315	0006	그린홈빌	월세	60.475	201607	7	2500	10	4	2011	 1305
4182034521102370003	경기도 가평군 조종면 현리	237-3	0237	0003	현대하우징	전세	50.27	201607	21	4000	0	1	2012	 94-33
4182032521106160004	경기도 가평군 청평면 청평리	616-4	0616	0004	그린빌라 가동	전세	60.72	201607	11	6000	0	2	1990	경춘로 785-18
4182032521103190111	경기도 가평군 청평면 청평리	319-111	0319	0111	아산빌라3동	월세	38.22	201607	25	500	30	4	1998	청평중앙로82번길 9
4182032521104830002	경기도 가평군 청평면 청평리	483-2	0483	0002	천일	월세	50.3	201607	4	100	50	4	2013	갈오현로 17
4128111600102340001	경기도 고양덕양구 고양동	234-1	0234	0001	(234-1)	전세	17.28	201607	16	4000	0	3	2013	혜음로 29-9
4128111600108700001	경기도 고양덕양구 고양동	870-1	0870	0001	(870-1)	월세	54.04	201607	2	2000	55	2	2012	푸른마을로120번길 27
4128111600108570000	경기도 고양덕양구 고양동	857	0857	0000	뉴월드타운(351-2)	전세	39.72	201607	5	7000	0	5	2003	보광로12번길 56
4128111600104360016	경기도 고양덕양구 고양동	436-16	0436	0016	모닝빌	월세	41.64	201607	15	1000	30	-1	2003	동헌로 408-81
4128111600102010002	경기도 고양덕양구 고양동	201-2	0201	0002	산수그린빌라(201-2)	월세	43.38	201607	5	500	35	1	1986	읍내로6번길 23
4128111600102010002	경기도 고양덕양구 고양동	201-2	0201	0002	산수그린빌라(201-2)	전세	43.38	201607	16	6000	0	3	1986	읍내로6번길 23
4128111600102400015	경기도 고양덕양구 고양동	240-15	0240	0015	성신피스빌	월세	16	201607	4	500	45	3	2016	혜음로 17-18
4128111600102400015	경기도 고양덕양구 고양동	240-15	0240	0015	성신피스빌	월세	16	201607	25	2000	30	2	2016	혜음로 17-18
4128111600103900000	경기도 고양덕양구 고양동	390	0390	0000	예원빌라트(390-0)	월세	39.79	201607	22	1000	50	2	2004	읍내로 87-26
