pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	201708	1	600	27	1	1984	율곡로2968번안길 2
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201708	1	3800	0	2	1987	남산초교길 57
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201708	9	4000	0	2	1987	남산초교길 57
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201708	16	4000	0	3	1987	남산초교길 57
4215012100103370000	강원도 강릉시 노암동	337	0337	0000	개나리	전세	50.46	201708	21	4500	0	3	1983	노암길41번길 14
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	월세	71.12	201708	23	1000	50	4	2016	연주로 162
4215037022103530070	강원도 강릉시 연곡면 영진리	353-70	0353	0070	동방이스트빌(106~108동)	월세	70.415	201708	5	1000	50	3	2015	연주로 162
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	전세	55.92	201708	21	5000	0	3	1984	중기길 7
4215012500104980006	강원도 강릉시 입암동	498-6	0498	0006	대목임대	전세	31.15	201708	15	4000	0	3	1987	용지로 43
4215025022100670010	강원도 강릉시 주문진읍 교항리	67-10	0067	0010	복구	전세	44.46	201708	11	500	0	2	1982	학교길 29
4215025021108650001	강원도 강릉시 주문진읍 주문리	865-1	0865	0001	0865-0001	전세	72.43	201708	30	9000	0	3	2014	주문북로 116-5
4215025021103250006	강원도 강릉시 주문진읍 주문리	325-6	0325	0006	골든팰리스 C동	전세	52.2525	201708	26	11000	0	2	2016	구소방서길 9-1
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201708	10	2500	0	3	1988	강릉대로419번길 54
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201708	30	5000	0	3	1988	강릉대로419번길 54
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201708	31	5000	0	1	1988	강릉대로419번길 54
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	전세	52.74	201708	1	1000	0	3	1983	용지각길8번길 29
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	월세	52.74	201708	21	500	30	2	1983	용지각길8번길 29
4215011100112780029	강원도 강릉시 포남동	1278-29	1278	0029	필하우스	전세	56.703	201708	9	13000	0	5	2017	남강초교2길 25-1
4215010100101540007	강원도 강릉시 홍제동	154-7	0154	0007	청송	월세	45.33	201708	20	300	25	3	1983	새냉이길40번길 8-4
4215011700101960008	강원도 강릉시 회산동	196-8	0196	0008	관동타운 203동	전세	20.95	201708	4	4300	0	4	2013	관솔길12번길 18
4215011700101960008	강원도 강릉시 회산동	196-8	0196	0008	관동타운 203동	월세	18.4	201708	23	200	35	2	2013	관솔길12번길 18
4217011100100270003	강원도 동해시 발한동	27-3	0027	0003	발한상가	월세	56.01	201708	1	200	22	3	1984	일출로 10-1
4223012000103360005	강원도 삼척시 남양동	336-5	0336	0005	삼화(나~라)	월세	59.4	201708	25	500	40	2	1982	남양안길 36
4221010600107690032	강원도 속초시 교동	769-32	0769	0032	남성국민주택	전세	61.51	201708	9	5000	0	3	1984	만천1길 69
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	전세	38.52	201708	25	2400	0	1	1988	청봉로1길 21
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	월세	61.83	201708	31	700	35	3	1988	청봉로1길 21
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	월세	47.4	201708	24	3000	30	4	2010	청호로2길 46-4
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	월세	64.83	201708	27	3000	40	4	2010	청호로2길 46-4
