pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215033022106410106	강원도 강릉시 구정면 학산리	641-106	0641	0106	학산로얄빌라	전세	84.75	201801	18	6000	0	4	2015	구정옥봉길 150-9
4215033022106410106	강원도 강릉시 구정면 학산리	641-106	0641	0106	학산로얄빌라	전세	84.75	201801	29	6000	0	4	2015	구정옥봉길 150-9
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201801	2	800	20	1	1997	범일로 528
4215011400101100058	강원도 강릉시 송정동	110-58	0110	0058	송정오벨리스크	월세	67.18	201801	4	3000	65	2	2016	경강로2533번길 3-5
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	월세	71.12	201801	17	2000	40	3	2016	연주로 162
4215025021108650001	강원도 강릉시 주문진읍 주문리	865-1	0865	0001	0865-0001	전세	72.43	201801	15	9000	0	4	2014	주문북로 116-5
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	20.35	201801	8	5000	0	3	2012	관솔길12번길 14-9
4282025022101860002	강원도 고성군 간성읍 신안리	186-2	0186	0002	신안파크	전세	52.2525	201801	24	10000	0	3	2017	수성로 57
4217010100110330009	강원도 동해시 천곡동	1033-9	1033	0009	승우주택C	월세	67.03	201801	28	1000	30	3	1991	동굴1길 10-4
4223010500101250004	강원도 삼척시 당저동	125-4	0125	0004	JG오피스텔	전세	18.614	201801	12	4500	0	5	2013	당저길 35-5
4223010500100100006	강원도 삼척시 당저동	10-6	0010	0006	두원빌라	전세	48.93	201801	20	5500	0	3	2013	사대1길 35-22
4223012500102480001	강원도 삼척시 정상동	248-1	0248	0001	정상주택	전세	57.665	201801	19	3600	0	2	1979	오십천로 569-23
4221010600107690032	강원도 속초시 교동	769-32	0769	0032	남성국민주택	전세	55.07	201801	8	5000	0	2	1984	만천1길 69
4221010600107770025	강원도 속초시 교동	777-25	0777	0025	동설악빌라5동	월세	47.76	201801	23	300	25	3	1991	교동로6길 47
