pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	전세	56.79	201502	28	4500	0	3	1984	율곡로2968번안길 2
4215011000108370003	강원도 강릉시 교동	837-3	0837	0003	한전기공사택	월세	49.32	201502	7	1500	38	3	1988	옛강일길38번길 3
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	49.57	201502	12	4000	0	2	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201502	28	300	25	3	1997	범일로 528
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201502	14	4000	0	1	1987	남산초교길 57
4215012100103150000	강원도 강릉시 노암동	315	0315	0000	노암	월세	65.88	201502	19	500	30	2	1981	노암길 40
4215012100102670008	강원도 강릉시 노암동	267-8	0267	0008	성덕주택(금모래)	월세	49.14	201502	3	500	25	2	1983	강변로312번길 3
4215025021111570098	강원도 강릉시 주문진읍 주문리	1157-98	1157	0098	소돌	월세	48.09	201502	17	300	20	1	1983	신영길 21
4215011100110050165	강원도 강릉시 포남동	1005-165	1005	0165	무궁화국민주택	월세	56.79	201502	2	1000	35	3	1984	용지각길8번길 28
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201502	13	4800	0	2	1988	강릉대로419번길 54
4215011100111910001	강원도 강릉시 포남동	1191-1	1191	0001	혜성국민주택	전세	55.56	201502	1	2500	0	3	1984	경강로2323번길 4
4215011100111910001	강원도 강릉시 포남동	1191-1	1191	0001	혜성국민주택	전세	55.65	201502	6	4500	0	3	1984	경강로2323번길 4
4215011700101960014	강원도 강릉시 회산동	196-14	0196	0014	관동타운 201동	전세	21	201502	20	4000	0	4	2013	관솔길12번길 14
4215011700101950020	강원도 강릉시 회산동	195-20	0195	0020	관동타운 301동	전세	19.77	201502	19	5000	0	4	2015	관솔길12번길 14-5
4215011700101950020	강원도 강릉시 회산동	195-20	0195	0020	관동타운 301동	전세	22.19	201502	19	4500	0	5	2015	관솔길12번길 14-5
4215011700101950020	강원도 강릉시 회산동	195-20	0195	0020	관동타운 301동	월세	19.77	201502	23	3500	15	3	2015	관솔길12번길 
4215011700101950020	강원도 강릉시 회산동	195-20	0195	0020	관동타운 301동	월세	19.77	201502	26	300	40	4	2015	관솔길12번길 14-5
4215011700101950020	강원도 강릉시 회산동	195-20	0195	0020	관동타운 301동	전세	26.4	201502	27	5000	0	null	2015	관솔길12번길 
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	전세	24.57	201502	14	5000	0	4	2012	관솔길12번길 14-11
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	20.35	201502	7	4500	0	3	2012	관솔길12번길 14-9
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	24.95	201502	25	5000	0	3	2012	관솔길12번길 14-9
4215011700101950012	강원도 강릉시 회산동	195-12	0195	0012	은혜빌	전세	19.82	201502	23	5000	0	2	2015	관솔길12번길 
4215011700101950012	강원도 강릉시 회산동	195-12	0195	0012	은혜빌	월세	19.82	201502	25	3000	20	3	2015	관솔길12번길 
4215011700101950012	강원도 강릉시 회산동	195-12	0195	0012	은혜빌	월세	19.82	201502	26	3000	20	4	2015	관솔길12번길 
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	97.11	201502	15	1000	40	4	2002	동굴로 147
