pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201610	1	300	25	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201610	12	5000	0	1	1997	범일로 528
4215012100102670008	강원도 강릉시 노암동	267-8	0267	0008	성덕주택(금모래)	전세	51.65	201610	4	4000	0	1	1983	강변로312번길 3
4215036025100540001	강원도 강릉시 사천면 사천진리	54-1	0054	0001	하평빌1	전세	69.75	201610	4	10000	0	2	2016	공회당길 6
4215011400101100042	강원도 강릉시 송정동	110-42	0110	0042	송정	전세	68.4	201610	12	5500	0	1	1980	팔송길18번길 7
4215037022103530071	강원도 강릉시 연곡면 영진리	353-71	0353	0071	동방 이스트빌(109~111동)	전세	71.12	201610	6	10000	0	3	2015	연주로 162
4215037022103530071	강원도 강릉시 연곡면 영진리	353-71	0353	0071	동방 이스트빌(109~111동)	월세	71.12	201610	19	3000	30	4	2015	연주로 162
4215037022103530069	강원도 강릉시 연곡면 영진리	353-69	0353	0069	동방이스트빌(104~105동)	월세	71.12	201610	5	1500	50	2	2016	연주로 162
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	전세	48.6	201610	17	4500	0	1	1984	중기길 7
4215025022103310003	강원도 강릉시 주문진읍 교항리	331-3	0331	0003	(331-3)	월세	49.71	201610	20	500	37	2	1990	교항원길 28
4215011100112780000	강원도 강릉시 포남동	1278	1278	0000	민락	월세	57.42	201610	6	1000	35	4	1984	경강로2356번길 13
4215011100110840001	강원도 강릉시 포남동	1084-1	1084	0001	비둘기주택	월세	49.41	201610	2	800	40	1	1984	가작로303번길 22
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201610	7	2000	0	3	1988	강릉대로419번길 54
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201610	19	4000	0	3	1988	강릉대로419번길 54
4215011100106260002	강원도 강릉시 포남동	626-2	0626	0002	진양그린	전세	58.51	201610	18	5000	0	1	1994	가작로259번길 14-4
4215011100110050011	강원도 강릉시 포남동	1005-11	1005	0011	초원	월세	56.76	201610	5	500	40	2	1984	경강로2234번길 14
4215011700101960008	강원도 강릉시 회산동	196-8	0196	0008	관동타운 203동	전세	33.49	201610	9	5000	0	3	2013	관솔길12번길 18
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	전세	24.57	201610	31	5000	0	2	2012	관솔길12번길 14-11
4217010700100470001	강원도 동해시 동회동	47-1	0047	0001	이레타운	월세	41.69	201610	31	2000	25	2	2015	효자남1길 20
4217010100109980011	강원도 동해시 천곡동	998-11	0998	0011	은마빌라4차	월세	84.84	201610	7	4000	20	4	1994	충혼길 3-3
4223012500103830001	강원도 삼척시 정상동	383-1	0383	0001	그린빌	월세	59.79	201610	20	4000	40	2	2013	봉황마을3길 74-14
4223012500102480001	강원도 삼척시 정상동	248-1	0248	0001	정상주택	전세	57.665	201610	12	3500	0	3	1979	오십천로 569-23
4223012500102480001	강원도 삼척시 정상동	248-1	0248	0001	정상주택	월세	57.665	201610	29	500	32	1	1979	오십천로 569-23
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	42.623	201610	5	4500	0	1	2012	번영로129번길 7-3
4221010800114310001	강원도 속초시 조양동	1431-1	1431	0001	설악비치하우스	전세	36.46	201610	11	3500	0	1	1987	해오름로 202
