pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	전세	56.79	201508	31	2000	0	3	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201508	8	1800	0	1	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201508	11	300	25	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201508	11	400	25	2	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201508	18	50	25	2	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201508	30	300	20	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	49.57	201508	31	4500	0	4	1997	범일로 528
4215012100103370000	강원도 강릉시 노암동	337	0337	0000	개나리	전세	50.46	201508	17	4000	0	3	1983	노암길41번길 14
4215011400101100042	강원도 강릉시 송정동	110-42	0110	0042	송정	전세	68.39	201508	16	4000	0	1	1980	팔송길18번길 7
4215025021108650001	강원도 강릉시 주문진읍 주문리	865-1	0865	0001	0865-0001	전세	72.43	201508	26	9000	0	3	2014	주문북로 116-5
4215011100111900000	강원도 강릉시 포남동	1190	1190	0000	동해주택	전세	50.1	201508	19	4000	0	2	1981	경강로2323번길 3
4215011700101950002	강원도 강릉시 회산동	195-2	0195	0002	관동타운101동	월세	24.57	201508	14	1500	33	2	2012	관솔길12번길 14-11
4217010100110770014	강원도 동해시 천곡동	1077-14	1077	0014	파크빌라	월세	61.05	201508	8	300	32	2	1991	샘실3길 82-1
4221010600107770017	강원도 속초시 교동	777-17	0777	0017	동설악빌라7동	전세	49.16	201508	10	2800	0	2	1991	교동로6길 47
4221010600107730001	강원도 속초시 교동	773-1	0773	0001	코스모스(대양)	월세	69.66	201508	24	500	40	3	1985	만천7길 47
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	84.99	201508	3	2000	45	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201508	18	1000	40	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201508	22	7000	0	1	1990	청대마을길 5
4280025021101040003	강원도 양구군 양구읍 상리	104-3	0104	0003	교보	월세	39.92	201508	20	500	30	4	1997	중심로 126-9
4213010500105470000	강원도 원주시 개운동	547	0547	0000	예가하이빌	월세	59.24	201508	29	1000	60	3	2015	개운4길 74
4213025022112770021	강원도 원주시 문막읍 동화리	1277-21	1277	0021	퀸빌리지힐	전세	52.56	201508	5	9000	0	2	2014	세오름길 8
4213011200110440001	강원도 원주시 태장동	1044-1	1044	0001	(1044-1)	월세	36.2	201508	6	384	7	3	2012	방강골길 26-1
4213011200107310004	강원도 원주시 태장동	731-4	0731	0004	현빌리지	월세	65.39	201508	27	1500	50	3	2014	육판길 20
4213037021108990001	강원도 원주시 흥업면 흥업리	899-1	0899	0001	한라드림빌(가동)	전세	16.45	201508	20	4500	0	4	2015	자감길 5-4
4278025622101540000	강원도 철원군 갈말읍 지포리	154	0154	0000	드림하우스	월세	26.28	201508	6	1500	26	2	2013	명성로125번길 5
4278025921108380012	강원도 철원군 동송읍 이평리	838-12	0838	0012	우리가	월세	25.61	201508	28	1000	35	5	2014	금학로187번안길 15-3
4211012200101130267	강원도 춘천시 교동	113-267	0113	0267	신한주택 목화동	월세	34.56	201508	24	300	30	2	2002	전원안길33번길 9-1
4211031021102880002	강원도 춘천시 동면 지내리	288-2	0288	0002	가산빌라 가,나동	월세	72.21	201508	18	600	30	null	1992	 
4211012100100730006	강원도 춘천시 온의동	73-6	0073	0006	온의주택	전세	59.85	201508	18	8000	0	3	1985	스포츠타운길 529-5
4211010800100690001	강원도 춘천시 조양동	69-1	0069	0001	장운-A동	전세	18.869	201508	21	4500	0	2	2013	시청길 18
4211010800100690001	강원도 춘천시 조양동	69-1	0069	0001	장운-A동	전세	18.869	201508	27	4000	0	3	2013	시청길 18
4211011200103050061	강원도 춘천시 효자동	305-61	0305	0061	(305-61)	월세	18.31	201508	24	300	37	3	2012	남춘로56번길 11-8
4211011200101590021	강원도 춘천시 효자동	159-21	0159	0021	상우	전세	58.815	201508	27	6000	0	2	1982	효제길23번길 14
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	50.97	201508	14	6300	0	4	1986	춘천로64번길 21
4211012000100210000	강원도 춘천시 후평동	21	0021	0000	도시안 애	전세	39.26	201508	17	7600	0	2	2014	후석로 233
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	19.53	201508	3	4300	0	4	2013	삭주로128번길 7
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	45	201508	18	4500	0	3	2013	삭주로128번길 7
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	26.55	201508	18	3500	0	2	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	26.55	201508	18	3500	0	3	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	28.74	201508	18	3500	0	2	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	26.04	201508	18	3500	0	1	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	26.55	201508	18	3500	0	1	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	28.74	201508	18	3500	0	2	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	26.55	201508	21	3500	0	1	1993	후석로455번길 11-2
4211012000107170004	강원도 춘천시 후평동	717-4	0717	0004	에이스원룸	전세	28.74	201508	25	3500	0	1	1993	후석로455번길 11-2
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	월세	45.15	201508	12	1500	10	2	1986	솔안길 126
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	월세	45.15	201508	31	200	10	2	1986	솔안길 126
4219010100106210154	강원도 태백시 황지동	621-154	0621	0154	대림분양주택	전세	59.46	201508	7	3000	0	2	1986	태백로 1053
4276033021104250005	강원도 평창군 대화면 대화리	425-5	0425	0005	청룡빌리지B동	전세	74.07	201508	27	5500	0	4	2009	남산길 52
4276034025107990010	강원도 평창군 봉평면 면온리	799-10	0799	0010	(799-10)	전세	72.9	201508	14	8000	0	3	2003	태기로 469-3
4276034025104900005	강원도 평창군 봉평면 면온리	490-5	0490	0005	거산노블밸리	전세	79.0808	201508	24	6000	0	4	2007	태기로 575-20
4276034025104870000	강원도 평창군 봉평면 면온리	487	0487	0000	휘닉스에메랄드	전세	60.61	201508	11	6000	0	1	2014	태기로 573-24
4276034021105120001	강원도 평창군 봉평면 창동리	512-1	0512	0001	시티파크빌	전세	55.2	201508	2	5000	0	3	2004	이효석길 118-9
4272025024104230005	강원도 홍천군 홍천읍 갈마곡리	423-5	0423	0005	드림캐슬	전세	53.64	201508	22	7500	0	3	2012	너브내길 200
4272025024104230005	강원도 홍천군 홍천읍 갈마곡리	423-5	0423	0005	드림캐슬	전세	44.95	201508	26	6000	0	3	2012	너브내길 200
4272025024104230005	강원도 홍천군 홍천읍 갈마곡리	423-5	0423	0005	드림캐슬	전세	45.48	201508	31	6500	0	4	2012	너브내길 200
4272025022100020008	강원도 홍천군 홍천읍 신장대리	2-8	0002	0008	한서주택	월세	65.409	201508	17	1500	40	3	1982	학명루길 11
4272025023103540035	강원도 홍천군 홍천읍 희망리	354-35	0354	0035	로얄	전세	59.31	201508	7	4500	0	2	1986	홍천로2길 16-1
4272025023102960000	강원도 홍천군 홍천읍 희망리	296	0296	0000	태강쉐르빌	월세	34.98	201508	25	500	25	1	2004	석화로1길 31
4272025023103510002	강원도 홍천군 홍천읍 희망리	351-2	0351	0002	풍림주택	전세	67.26	201508	15	5000	0	4	1992	홍천로2길 13
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	월세	23.1277	201508	30	500	25	3	2008	춘화로 3268-5
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	월세	23.1277	201508	31	300	27	3	2008	춘화로 3268-5
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	전세	32.64	201508	11	1800	0	1	1999	노신로 82-16
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	월세	48.98	201508	18	500	35	2	1999	노신로 82-16
4273031032101210001	강원도 횡성군 우천면 양적리	121-1	0121	0001	빌로체	전세	71.83	201508	25	6000	0	1	2014	한우로 1139-13
4273025021100380011	강원도 횡성군 횡성읍 읍상리	38-11	0038	0011	86임대주택(영진)	월세	54.85	201508	13	300	25	3	1986	태기로 72
4273025022102210001	강원도 횡성군 횡성읍 읍하리	221-1	0221	0001	누보하이빌	월세	69.69	201508	26	1500	30	2	2009	앞들서2로 89
4273025022103630003	강원도 횡성군 횡성읍 읍하리	363-3	0363	0003	삼미연립	월세	63.54	201508	16	300	15	1	1983	한우로242번길 3
4182025023103360019	경기도 가평군 가평읍 달전리	336-19	0336	0019	동방빌라가동	월세	57.78	201508	24	1000	30	2	1994	강산길 30
4182025023104670008	경기도 가평군 가평읍 달전리	467-8	0467	0008	성빈남이타운3동	전세	50.775	201508	22	5000	0	3	1993	북한강변로 1178
4182025021107800005	경기도 가평군 가평읍 읍내리	780-5	0780	0005	미래아트빌A동	월세	22.62	201508	29	500	30	4	2005	석봉로239번길 13
4182025021105960000	경기도 가평군 가평읍 읍내리	596	0596	0000	에덴빌라다동	전세	47.25	201508	4	2600	0	4	1991	중촌로 15-30
4182031021100860002	경기도 가평군 설악면 신천리	86-2	0086	0002	(86-2)	월세	20.52	201508	21	500	35	1	2011	한양부로 33
4182034522102710002	경기도 가평군 조종면 신상리	271-2	0271	0002	뜰에빌주택	전세	84.99	201508	20	9000	0	1	2011	운악청계로491번길 153-28
4182034521102330024	경기도 가평군 조종면 현리	233-24	0233	0024	금오주택 가동	월세	64.31	201508	15	1000	30	3	1991	 40
4182034521102350006	경기도 가평군 조종면 현리	235-6	0235	0006	천일홈타운	전세	58.17	201508	14	9000	0	null	2015	 
4182032521104830027	경기도 가평군 청평면 청평리	483-27	0483	0027	강남하이츠	월세	49.52	201508	3	1500	40	2	2015	갈오현로 23
4182032521102800002	경기도 가평군 청평면 청평리	280-2	0280	0002	나일빌라 나동	전세	83.29	201508	25	6000	0	3	1991	골안길 20
4182032521103190007	경기도 가평군 청평면 청평리	319-7	0319	0007	아산빌라 1동2동	월세	38.97	201508	19	500	35	3	1999	청평중앙로82번길 5
4182032521103190007	경기도 가평군 청평면 청평리	319-7	0319	0007	아산빌라 1동2동	월세	38.97	201508	20	300	40	4	1999	청평중앙로82번길 5
