pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	201501	2	300	40	2	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	201501	13	700	30	1	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201501	21	300	25	null	1997	범일로 
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201501	21	300	30	3	1997	범일로 528
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201501	19	3800	0	2	1987	남산초교길 57
4215025022100040023	강원도 강릉시 주문진읍 교항리	4-23	0004	0023	그랜드원룸	월세	19.68	201501	1	0	15	4	2002	연주로 244-21
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	월세	52.74	201501	26	300	30	3	1983	용지각길8번길 29
4215011700101960013	강원도 강릉시 회산동	196-13	0196	0013	관동타운 202동	월세	24.32	201501	15	2000	23	3	2013	관솔길12번길 16
4215011700101960013	강원도 강릉시 회산동	196-13	0196	0013	관동타운 202동	월세	21.28	201501	21	2000	21	3	2013	관솔길12번길 16
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	24.42	201501	11	5000	0	2	2012	관솔길12번길 14-9
4282025321102380003	강원도 고성군 거진읍 거진리	238-3	0238	0003	거목빌리지	전세	54.205	201501	3	2500	0	3	1993	태봉길 20-14
4217010100109880009	강원도 동해시 천곡동	988-9	0988	0009	파크하우스	월세	21.84	201501	1	100	25	2	2005	감추6길 3-3
4223012500102480001	강원도 삼척시 정상동	248-1	0248	0001	정상주택	전세	57.665	201501	6	2500	0	3	1979	오십천로 569-23
4221010600107790026	강원도 속초시 교동	779-26	0779	0026	아트빌라	전세	79.92	201501	24	6000	0	3	1990	만천1길 73-10
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	71.18	201501	8	7000	0	4	2012	번영로129번길 7-3
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	201501	13	7000	0	3	2012	번영로129번길 7-3
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	201501	15	7000	0	1	2012	번영로129번길 7-3
4221010200105120053	강원도 속초시 동명동	512-53	0512	0053	중앙	월세	59.34	201501	5	300	30	2	1985	번영로129번길 29-21
4221010100101830000	강원도 속초시 영랑동	183	0183	0000	대양(183)	월세	64.41	201501	29	300	30	1	1983	번영로 181
4221011300105180007	강원도 속초시 장사동	518-7	0518	0007	우림주택	전세	62.64	201501	7	3500	0	3	1986	중앙로 437-6
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201501	19	1000	35	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201501	28	5000	0	1	1990	청대마을길 5
4221010800105270012	강원도 속초시 조양동	527-12	0527	0012	현대(527-12)	월세	66.32	201501	2	500	35	4	1995	소평로 118
4280025021101110037	강원도 양구군 양구읍 상리	111-37	0111	0037	우성5동	월세	57.9	201501	5	2000	25	3	1993	중심로 77-93
4280025032102320017	강원도 양구군 양구읍 정림리	232-17	0232	0017	정림하이츠빌1동	월세	73.6	201501	30	2000	35	2	2009	박수근로313번길 31-6
4283025021100520011	강원도 양양군 양양읍 남문리	52-11	0052	0011	시장주택	월세	44.64	201501	8	1000	10	3	1986	남문5길 9
4283034038104540001	강원도 양양군 현남면 남애리	454-1	0454	0001	강맥남애빌라	전세	63.12	201501	22	3000	0	3	1992	남애안길 38
4213011500117220007	강원도 원주시 무실동	1722-7	1722	0007	(1722-7)	전세	23.785	201501	10	4700	0	4	2013	만대로 5-2
4213010800102300022	강원도 원주시 일산동	230-22	0230	0022	(230-22)	월세	44.91	201501	19	1000	60	3	2014	일산초교길 77
4213010800101970000	강원도 원주시 일산동	197	0197	0000	하늘채	전세	60	201501	24	7500	0	2	2015	일산로 7-5
4213011200109690017	강원도 원주시 태장동	969-17	0969	0017	리안펠리스	월세	58.88	201501	8	1000	40	3	2013	포란재로 26-2
4213011200109690017	강원도 원주시 태장동	969-17	0969	0017	리안펠리스	전세	58.88	201501	21	5000	0	null	2013	포란재로 
4213011200105460077	강원도 원주시 태장동	546-77	0546	0077	한만	월세	82.08	201501	24	500	30	1	1994	흥양로102번길 6
4213011200107480002	강원도 원주시 태장동	748-2	0748	0002	힐 하우스	월세	71.93	201501	23	4500	13	2	2011	육판길 14-7
4213038022101310000	강원도 원주시 판부면 서곡리	131	0131	0000	(131-0)	월세	61.93	201501	10	2000	30	3	2014	내남송길 134
4213038022101310000	강원도 원주시 판부면 서곡리	131	0131	0000	(131-0)	월세	61.93	201501	15	2000	30	4	2014	내남송길 134
4278025921106870004	강원도 철원군 동송읍 이평리	687-4	0687	0004	충무빌라나동	전세	51.15	201501	26	2500	0	4	1991	이평2로 23
4278025921108610140	강원도 철원군 동송읍 이평리	861-140	0861	0140	학산빌라(에이)	전세	90.31	201501	20	3000	0	4	1998	이평로111번길 28
4278025021100830011	강원도 철원군 철원읍 화지리	83-11	0083	0011	이화주택	월세	55.9	201501	12	300	27	3	1995	금학로317번길 28
4278025021100830011	강원도 철원군 철원읍 화지리	83-11	0083	0011	이화주택	월세	55.9	201501	24	300	33	3	1995	금학로317번길 28
4211011700107430018	강원도 춘천시 근화동	743-18	0743	0018	가득빌라18	전세	39.43	201501	17	5000	0	1	1992	중앙로194번길 58
4211011100101300083	강원도 춘천시 약사동	130-83	0130	0083	대명빌리지 3동	전세	75.39	201501	22	8000	0	2	2004	약사길12번길 20-1
4211011000101330006	강원도 춘천시 운교동	133-6	0133	0006	태영그린빌	전세	49.61	201501	24	9500	0	3	2012	춘천로167번길 8-3
4211011000101330006	강원도 춘천시 운교동	133-6	0133	0006	태영그린빌	전세	49.61	201501	31	9000	0	4	2012	춘천로167번길 8-3
4211010800100690006	강원도 춘천시 조양동	69-6	0069	0006	장운-B동	월세	18.876	201501	26	1000	35	3	2015	시청길 16-2
4211011200103050048	강원도 춘천시 효자동	305-48	0305	0048	(305-48)	월세	20.69	201501	28	300	38	4	2012	남춘로56번길 11-6
4211011200106890000	강원도 춘천시 효자동	689	0689	0000	(구)한국전력공사사택나동	전세	74.4	201501	15	8000	0	1	1988	춘천로64번길 27
4211011200107050015	강원도 춘천시 효자동	705-15	0705	0015	남춘천빌리지 제1동	전세	24.23	201501	16	5000	0	4	2014	남춘로51번길 17
4211011200107050000	강원도 춘천시 효자동	705	0705	0000	남춘천빌리지 제2,3동	전세	20.5	201501	16	4000	0	3	2013	남춘로51번길 19
4211011200107050000	강원도 춘천시 효자동	705	0705	0000	남춘천빌리지 제2,3동	전세	20.22	201501	28	4000	0	2	2013	남춘로51번길 19
4211011200106890002	강원도 춘천시 효자동	689-2	0689	0002	상록	월세	60	201501	9	1000	20	3	1980	춘천로64번길 31
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	60.69	201501	7	7500	0	1	1986	춘천로64번길 21
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	77.11	201501	7	9500	0	1	1986	춘천로64번길 21
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	50.97	201501	31	6300	0	2	1986	춘천로64번길 21
4211012000108080001	강원도 춘천시 후평동	808-1	0808	0001	4단지(연립)	월세	47.01	201501	13	300	30	1	1986	대양당길 4
4211012000100210000	강원도 춘천시 후평동	21	0021	0000	도시안 애	월세	43.5	201501	24	7000	5	4	2014	후석로 233
4211012000100210000	강원도 춘천시 후평동	21	0021	0000	도시안 애	전세	39.26	201501	31	7500	0	2	2014	후석로 233
4211012000107310026	강원도 춘천시 후평동	731-26	0731	0026	라임빌리지(102동)	전세	76.48	201501	11	7500	0	4	2006	만천로199번길 35-1
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	27.95	201501	13	4500	0	2	2013	삭주로128번길 7
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	28.75	201501	19	4000	0	4	2013	삭주로128번길 7
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	27.95	201501	19	4500	0	2	2013	삭주로128번길 7
4211012000107110044	강원도 춘천시 후평동	711-44	0711	0044	에스에치빌리지	전세	28.75	201501	23	4500	0	3	2013	삭주로128번길 7
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	전세	45.15	201501	5	1000	0	1	1986	솔안길 126
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	전세	45.15	201501	28	1800	0	2	1986	솔안길 126
4219010100100080077	강원도 태백시 황지동	8-77	0008	0077	문화	전세	52.74	201501	20	4000	0	3	1983	연지로33번길 24
4276034025107990010	강원도 평창군 봉평면 면온리	799-10	0799	0010	(799-10)	전세	72.9	201501	6	10000	0	1	2003	태기로 469-3
4276036022102580003	강원도 평창군 진부면 상진부리	258-3	0258	0003	혜청	전세	58.29	201501	10	3500	0	3	1993	진벌길 6-10
4276036021102000001	강원도 평창군 진부면 하진부리	200-1	0200	0001	대주 에코하우스	전세	59.13	201501	12	7000	0	2	2013	석두산길 30
4276036021102000001	강원도 평창군 진부면 하진부리	200-1	0200	0001	대주 에코하우스	전세	59.13	201501	24	7000	0	3	2013	석두산길 30
4272036021101330003	강원도 홍천군 남면 양덕원리	133-3	0133	0003	대훈주택	전세	84.57	201501	5	3000	0	2	1992	시동로 26
4272025029102210000	강원도 홍천군 홍천읍 연봉리	221	0221	0000	햇살2차	전세	72.255	201501	30	10500	0	1	2012	송학로3길 16
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	전세	23.1277	201501	5	1500	0	3	2008	춘화로 3268-5
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	전세	38.12	201501	15	4000	0	null	2008	춘화로 3268-5
