pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000102680007	강원도 강릉시 교동	268-7	0268	0007	이화	월세	63.8	201810	3	500	30	4	1981	율곡로2968번길 24
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	201810	31	500	35	1	1984	율곡로2968번안길 2
4215011000108370003	강원도 강릉시 교동	837-3	0837	0003	한전기공사택	월세	49.32	201810	27	1500	45	3	1988	옛강일길38번길 3
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201810	8	5000	0	1	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201810	11	300	30	4	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	49.57	201810	13	500	35	4	1997	범일로 528
4215012100102450024	강원도 강릉시 노암동	245-24	0245	0024	더힐	월세	49.9	201810	2	700	64	4	2018	율곡로2747번길 5
4215012100102670008	강원도 강릉시 노암동	267-8	0267	0008	성덕주택(금모래)	전세	49.14	201810	12	2000	0	2	1983	강변로312번길 3
4215011400101100081	강원도 강릉시 송정동	110-81	0110	0081	화이트캐슬	월세	43.2	201810	22	3000	40	1	2017	경강로 2531
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	전세	55.08	201810	12	3300	0	3	1984	중기길 7
4215010700100290000	강원도 강릉시 용강동	29	0029	0000	서부시장	전세	53.08	201810	14	2500	0	4	1982	임영로155번길 6
4215013300104380002	강원도 강릉시 죽헌동	438-2	0438	0002	죽헌솔향타운	전세	70.7869	201810	1	16000	0	3	2018	유죽길533번길 10-6
4215011100112780000	강원도 강릉시 포남동	1278	1278	0000	민락	월세	57.42	201810	1	1000	50	1	1984	경강로2356번길 13
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201810	10	6000	0	3	1988	강릉대로419번길 54
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201810	29	3000	0	3	1988	강릉대로419번길 54
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	전세	52.74	201810	23	2900	0	3	1983	용지각길8번길 29
4215010100101390016	강원도 강릉시 홍제동	139-16	0139	0016	(139-16)	월세	49.39	201810	24	500	35	2	1980	홍제로 35
4217010400105210023	강원도 동해시 용정동	521-23	0521	0023	초원파크빌B동	전세	67.31	201810	1	10000	0	5	2017	봉오동길 32-8
4221010600107770009	강원도 속초시 교동	777-9	0777	0009	금도주택가동	전세	50.04	201810	31	4000	0	1	1983	미시령로 3366
4221010600107990077	강원도 속초시 교동	799-77	0799	0077	현대골든빌라	월세	45	201810	24	300	30	1	1991	만리공원1길 4
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	42.623	201810	8	4500	0	1	2012	번영로129번길 7-3
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	71.18	201810	10	8500	0	2	2012	번영로129번길 7-3
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	84.99	201810	31	1000	45	3	1990	청대마을길 5
4221010300106230002	강원도 속초시 중앙동	623-2	0623	0002	청솔그랑빌	전세	37.43	201810	11	8000	0	4	2018	번영로97번길 23-1
4221010300106230002	강원도 속초시 중앙동	623-2	0623	0002	청솔그랑빌	전세	50.39	201810	29	10000	0	4	2018	번영로97번길 23-1
4221010500104860184	강원도 속초시 청학동	486-184	0486	0184	청학(486-184)	월세	84.82	201810	10	0	10	1	1984	수복로143번길 60
4280025021104410007	강원도 양구군 양구읍 상리	441-7	0441	0007	리버파크빌(2차)	전세	42.34	201810	20	6500	0	5	2017	박수근로365번길 20-9
4280025021103840005	강원도 양구군 양구읍 상리	384-5	0384	0005	신광빌라 2동	월세	73.76	201810	5	1500	40	3	1992	비봉로 21
4283025025101410001	강원도 양양군 양양읍 연창리	141-1	0141	0001	연창로얄빌라1차	전세	73.95	201810	19	7500	0	2	1997	관아길 26-10
4275025022100520003	강원도 영월군 영월읍 하송리	52-3	0052	0003	옥송주택(가.나동)	전세	84.24	201810	21	6500	0	4	1996	은행나무1길 46
4213011000107780029	강원도 원주시 단계동	778-29	0778	0029	아이손 원주단계 102동 (단계동 778-29)	전세	20.76	201810	9	8000	0	3	2018	천사로 90
4213011000107780029	강원도 원주시 단계동	778-29	0778	0029	아이손 원주단계 102동 (단계동 778-29)	전세	20.68	201810	17	7000	0	3	2018	천사로 90
4213011000107780029	강원도 원주시 단계동	778-29	0778	0029	아이손 원주단계 102동 (단계동 778-29)	전세	20.76	201810	31	8000	0	4	2018	천사로 90
4213010600106430000	강원도 원주시 명륜동	643	0643	0000	주연빌	월세	38.29	201810	8	500	40	4	2005	황소마을길 26
4213010800102470137	강원도 원주시 일산동	247-137	0247	0137	일산연립	전세	66.9	201810	23	3000	0	2	1985	남산로149번길 18
