pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011400102160001	강원도 강릉시 송정동	216-1	0216	0001	소라A단지	전세	56.34	201504	15	3000	0	1	1986	송정길 15
4215037025100680005	강원도 강릉시 연곡면 행정리	68-5	0068	0005	캠브리지사원주택	월세	53.82	201504	9	3500	10	1	1991	행정1길 63-7
4215025022100670000	강원도 강릉시 주문진읍 교항리	67	0067	0000	국민주택	전세	52	201504	28	2500	0	1	1982	신리4길 14
4215011100110840001	강원도 강릉시 포남동	1084-1	1084	0001	비둘기주택	전세	49.41	201504	9	4500	0	3	1984	가작로303번길 22
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201504	27	4500	0	1	1988	강릉대로419번길 54
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201504	29	3200	0	1	1988	강릉대로419번길 54
4215011100110050028	강원도 강릉시 포남동	1005-28	1005	0028	소라주택	전세	58.94	201504	28	6500	0	1	1984	용지각길38번길 18
4215011100111910001	강원도 강릉시 포남동	1191-1	1191	0001	혜성국민주택	월세	55.56	201504	22	1000	40	2	1984	경강로2323번길 4
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	84.72	201504	22	15000	0	5	2012	관솔길12번길 14-9
4215011700101950012	강원도 강릉시 회산동	195-12	0195	0012	은혜빌	전세	21.3	201504	6	5000	0	2	2015	관솔길12번길 10-3
4282025321102380003	강원도 고성군 거진읍 거진리	238-3	0238	0003	거목빌리지	전세	54.205	201504	2	3000	0	2	1993	태봉길 20-14
4217011100106000005	강원도 동해시 발한동	600-5	0600	0005	국민(마바)	전세	54.99	201504	22	2500	0	2	1983	수원지2길 11-1
4217010100110590014	강원도 동해시 천곡동	1059-14	1059	0014	샤인빌3동	월세	83.48	201504	21	800	42	2	2004	샘실1길 78-3
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	97.11	201504	14	500	35	5	2002	동굴로 147
4223010500100100006	강원도 삼척시 당저동	10-6	0010	0006	두원빌라	전세	47	201504	3	8000	0	2	2013	사대1길 35-22
4221010600107990146	강원도 속초시 교동	799-146	0799	0146	우성아트빌라(799-146)	월세	63.99	201504	20	500	35	3	1991	만리공원길 25
4221010600107690049	강원도 속초시 교동	769-49	0769	0049	한양명가	전세	74.64	201504	15	9000	0	1	2012	만천1길 64
4221010400106250042	강원도 속초시 금호동	625-42	0625	0042	금호	월세	52	201504	7	300	20	2	1982	번영로67번길 19
4221010400106230040	강원도 속초시 금호동	623-40	0623	0040	대명빌라	전세	58.11	201504	23	4000	0	2	1989	미시령로3469번길 42
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201504	4	5000	0	3	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201504	9	500	40	1	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201504	22	5000	0	1	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	84.99	201504	24	2000	45	2	1990	청대마을길 5
4280025021104410008	강원도 양구군 양구읍 상리	441-8	0441	0008	리버파크빌	전세	68.81	201504	25	8000	0	3	2014	박수근로365번길 20-13
4213010700105720001	강원도 원주시 단구동	572-1	0572	0001	삼우(1)	월세	48.78	201504	13	500	30	2	1983	단구로 247
