pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103020000	강원도 강릉시 교동	302	0302	0000	까르빌	전세	64.1568	201909	21	14000	0	3	2018	화부산로141번안길 3
4215011000103020000	강원도 강릉시 교동	302	0302	0000	까르빌	전세	64.1568	201909	21	14000	0	3	2018	화부산로141번안길 3
4215011000108280001	강원도 강릉시 교동	828-1	0828	0001	풍원국민주택	전세	58.675	201909	16	7000	0	1	1985	화부산로 93
4215011000108280001	강원도 강릉시 교동	828-1	0828	0001	풍원국민주택	전세	58.675	201909	16	7000	0	1	1985	화부산로 93
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	49.57	201909	18	2000	30	3	1997	범일로 528
4215025022102460001	강원도 강릉시 주문진읍 교항리	246-1	0246	0001	금성아트	전세	82.34	201909	24	7000	0	4	2003	민등산길 27
4215011100110050251	강원도 강릉시 포남동	1005-251	1005	0251	(1005-251)	전세	71.64	201909	19	8000	0	1	1989	성덕포남로153번길 40
4215011100111900000	강원도 강릉시 포남동	1190	1190	0000	동해주택	전세	50.1	201909	30	4000	0	2	1981	경강로2323번길 3
4215011100110050165	강원도 강릉시 포남동	1005-165	1005	0165	무궁화국민주택	전세	56.79	201909	17	3000	0	3	1984	용지각길8번길 28
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	전세	22.52	201909	30	6000	0	2	2018	난설헌로78번길 29-9
4215011100110880006	강원도 강릉시 포남동	1088-6	1088	0006	해당화국민주택	전세	58.32	201909	5	6500	0	1	1985	보래미하길 3
4215011700101960014	강원도 강릉시 회산동	196-14	0196	0014	관동타운 201동	월세	21.7	201909	28	200	35	3	2013	관솔길12번길 14
4215011700101950010	강원도 강릉시 회산동	195-10	0195	0010	파인힐1차	전세	55.18	201909	2	14500	0	2	2017	관솔길12번길 14-7
4282025022101860002	강원도 고성군 간성읍 신안리	186-2	0186	0002	신안파크	전세	52.2525	201909	25	10000	0	5	2017	수성로 57
4217011600100930001	강원도 동해시 단봉동	93-1	0093	0001	엘리시움102동	전세	67.47	201909	3	11000	0	2	2017	구미택지1길 49
4217011600100930001	강원도 동해시 단봉동	93-1	0093	0001	엘리시움102동	전세	67.47	201909	23	8000	0	4	2017	구미택지1길 49
4217010400105090001	강원도 동해시 용정동	509-1	0509	0001	해미르	전세	60	201909	27	8500	0	4	2011	초원1길 14-2
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	월세	64.83	201909	17	3000	40	4	2010	청호로2길 46-4
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201909	19	7500	0	3	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	72.78	201909	20	8000	0	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	84.99	201909	26	10000	0	1	1990	청대마을길 5
4280025021104410007	강원도 양구군 양구읍 상리	441-7	0441	0007	리버파크빌(2차)	전세	46.68	201909	11	7500	0	3	2017	박수근로365번길 20-9
4275025021108820000	강원도 영월군 영월읍 영흥리	882	0882	0000	금강쉐르빌A	월세	69.69	201909	19	1000	80	2	2016	영월향교길 49-14
4275025021108820006	강원도 영월군 영월읍 영흥리	882-6	0882	0006	금강웨르빌B동	전세	82.48	201909	22	11000	0	2	2018	내성길50번길 36-1
4275025022102480001	강원도 영월군 영월읍 하송리	248-1	0248	0001	영월주택	월세	65.25	201909	29	500	30	2	1987	하송로 26
4213011000101200002	강원도 원주시 단계동	120-2	0120	0002	삼광빌라	전세	66	201909	7	6000	0	1	1986	원문로137번길 29
4213011000107780009	강원도 원주시 단계동	778-9	0778	0009	아이손원주 단계 101동 (단계동 778-9)	전세	21.02	201909	18	9000	0	3	2019	천사로 88
4213011500117210006	강원도 원주시 무실동	1721-6	1721	0006	채움플러스무실1차	전세	27.36	201909	28	9000	0	3	2019	시청로 11
4213011200110440001	강원도 원주시 태장동	1044-1	1044	0001	(1044-1)	월세	44.4	201909	19	511	9	2	2012	방강골길 26-1
4213011200109690017	강원도 원주시 태장동	969-17	0969	0017	리안펠리스	전세	58.88	201909	8	4500	0	4	2013	포란재로 26-2
4213011200113780016	강원도 원주시 태장동	1378-16	1378	0016	상일	전세	69.19	201909	23	3500	0	1	1993	북원상가길 19-11
4277025021103000002	강원도 정선군 정선읍 봉양리	300-2	0300	0002	정선빌라(나동)	월세	79.08	201909	9	500	40	2	1991	비봉안길 37
4278025625108560018	강원도 철원군 갈말읍 문혜리	856-18	0856	0018	삼우빌라트	전세	59.055	201909	22	6000	0	2	2007	두루미로 50-5
4278025621106020001	강원도 철원군 갈말읍 신철원리	602-1	0602	0001	도화연립	월세	53.28	201909	26	2000	30	1	1985	명성로158번길 95
4278025621106040031	강원도 철원군 갈말읍 신철원리	604-31	0604	0031	초원빌라	전세	69.7	201909	1	8500	0	4	2006	명성로174번길 48-9
4278025621106040031	강원도 철원군 갈말읍 신철원리	604-31	0604	0031	초원빌라	전세	78.76	201909	15	8000	0	1	2006	명성로174번길 48-9
4278025621106040010	강원도 철원군 갈말읍 신철원리	604-10	0604	0010	태봉빌라(604-10)	전세	57.48	201909	5	2800	0	1	1995	명성로174번길 42-1
4278025621106040049	강원도 철원군 갈말읍 신철원리	604-49	0604	0049	태봉빌라(604-49)	전세	47.7	201909	29	4000	0	2	1997	명성로174번길 54-9
4278025921108380064	강원도 철원군 동송읍 이평리	838-64	0838	0064	미소가	전세	17.4	201909	28	2500	0	3	2014	금학로187번안길 15-5
4211010700100400005	강원도 춘천시 옥천동	40-5	0040	0005	건우	전세	35.76	201909	6	4900	0	3	1986	중앙로27번길 9-2
4211011200107530000	강원도 춘천시 효자동	753	0753	0000	문향맨숀	월세	94.86	201909	26	500	45	1	1980	삭주로70번길 39
4211011200106880006	강원도 춘천시 효자동	688-6	0688	0006	엘피스빌(가,다)(구한전사택)	전세	60.69	201909	27	8000	0	4	1986	춘천로64번길 21
4219011200102250000	강원도 태백시 통동	225	0225	0000	하나연립	전세	45.15	201909	7	1000	0	3	1986	솔안길 140
4276034025104870000	강원도 평창군 봉평면 면온리	487	0487	0000	휘닉스에메랄드	전세	60.61	201909	16	6000	0	3	2014	태기로 573-24
4276034021105120001	강원도 평창군 봉평면 창동리	512-1	0512	0001	시티파크빌	전세	27.6	201909	5	3000	0	1	2004	이효석길 118-9
4272025029105030009	강원도 홍천군 홍천읍 연봉리	503-9	0503	0009	하이빌	전세	21.2	201909	17	3500	0	3	2013	남산마을길5길 12
4272025029105030009	강원도 홍천군 홍천읍 연봉리	503-9	0503	0009	하이빌	전세	21.2	201909	17	3500	0	3	2013	남산마을길5길 12
4272025029102880002	강원도 홍천군 홍천읍 연봉리	288-2	0288	0002	한성임대주택	월세	46.98	201909	27	500	35	2	1986	무궁화로3길 8
4272025021100500006	강원도 홍천군 홍천읍 진리	50-6	0050	0006	라온빌	월세	54.01	201909	27	1000	42	6	2016	진삼거리길 7
4272025021100370000	강원도 홍천군 홍천읍 진리	37	0037	0000	인네스트빌	전세	80.89	201909	25	16000	0	2	2019	희망진리길 24-1
4272025023102980007	강원도 홍천군 홍천읍 희망리	298-7	0298	0007	대하임대주택	전세	48.78	201909	17	6000	0	2	1986	두개비산로 18
4272025023102980007	강원도 홍천군 홍천읍 희망리	298-7	0298	0007	대하임대주택	전세	48.78	201909	18	5000	0	1	1986	두개비산로 18
4272025023103540033	강원도 홍천군 홍천읍 희망리	354-33	0354	0033	세종빌라타운	전세	55.25	201909	6	8000	0	4	2017	신장대로 31
4272025023102680005	강원도 홍천군 홍천읍 희망리	268-5	0268	0005	전원주택C	전세	27.79	201909	10	3900	0	1	1988	마지기로 85
4272025023102680005	강원도 홍천군 홍천읍 희망리	268-5	0268	0005	전원주택C	전세	27.79	201909	10	3900	0	1	1988	마지기로 85
4279034021104410008	강원도 화천군 사내면 사창리	441-8	0441	0008	전원빌라C동	전세	36.29	201909	4	2500	0	2	1994	사내로 65-12
4279034021104410009	강원도 화천군 사내면 사창리	441-9	0441	0009	전원빌라D동	전세	36.29	201909	4	2200	0	2	1994	사내로 65-11
4279032026111380000	강원도 화천군 하남면 용암리	1138	1138	0000	산수화	월세	23.1277	201909	23	1000	20	3	2008	춘화로 3268-5
4279025024100220007	강원도 화천군 화천읍 상리	22-7	0022	0007	(22-7)	전세	55.517	201909	16	10000	0	3	2016	상승로8길 25-13
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	월세	48.98	201909	16	1000	30	3	1999	노신로 82-16
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	전세	32.64	201909	19	2000	0	4	1999	노신로 82-16
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	월세	32.64	201909	23	200	20	1	1999	노신로 82-16
4279025025105780000	강원도 화천군 화천읍 신읍리	578	0578	0000	동보	전세	48.98	201909	27	4000	0	4	1999	노신로 82-16
