pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103020000	강원도 강릉시 교동	302	0302	0000	까르빌	월세	65.1875	202002	24	3000	35	4	2018	화부산로141번안길 3
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	202002	5	400	30	1	1984	율곡로2968번안길 2
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	전세	56.79	202002	7	7000	0	1	1984	율곡로2968번안길 2
4215011000108280001	강원도 강릉시 교동	828-1	0828	0001	풍원국민주택	월세	57.72	202002	8	700	40	2	1985	화부산로 93
4215011000108370003	강원도 강릉시 교동	837-3	0837	0003	한전기공사택	월세	48.99	202002	5	1000	88	1	1988	옛강일길38번길 3
4215011600101090001	강원도 강릉시 내곡동	109-1	0109	0001	무지개	월세	57.33	202002	7	1000	35	3	1984	강변로194번길 15
4215011600101090001	강원도 강릉시 내곡동	109-1	0109	0001	무지개	월세	57.33	202002	17	1000	45	1	1984	강변로194번길 15
4215012100106390022	강원도 강릉시 노암동	639-22	0639	0022	남산	월세	54.75	202002	15	1000	25	3	1986	남산길 32
4215012100102450024	강원도 강릉시 노암동	245-24	0245	0024	더힐	전세	45.75	202002	11	14000	0	5	2018	율곡로2747번길 5
4215012100102450024	강원도 강릉시 노암동	245-24	0245	0024	더힐	전세	45.75	202002	15	13000	0	4	2018	율곡로2747번길 5
4215013400105650003	강원도 강릉시 대전동	565-3	0565	0003	다올캐슬타운	전세	93.52	202002	4	19000	0	3	2019	과학단지로21번길 5-30
4215013400105650003	강원도 강릉시 대전동	565-3	0565	0003	다올캐슬타운	전세	93.52	202002	8	19000	0	3	2019	과학단지로21번길 5-30
4215013400105650003	강원도 강릉시 대전동	565-3	0565	0003	다올캐슬타운	월세	93.52	202002	20	2000	55	4	2019	과학단지로21번길 5-30
4215013400105650003	강원도 강릉시 대전동	565-3	0565	0003	다올캐슬타운	전세	93.52	202002	25	23000	0	4	2019	과학단지로21번길 5-30
4215011400101100058	강원도 강릉시 송정동	110-58	0110	0058	송정오벨리스크	전세	67.18	202002	28	18000	0	3	2016	경강로2533번길 3-5
4215037025100680005	강원도 강릉시 연곡면 행정리	68-5	0068	0005	캠브리지사원주택	전세	53.82	202002	18	5000	0	1	1991	행정1길 63-7
4215025022103300001	강원도 강릉시 주문진읍 교항리	330-1	0330	0001	교항	전세	47.33	202002	4	3000	0	2	1984	교항원길 30
4215025021103250006	강원도 강릉시 주문진읍 주문리	325-6	0325	0006	골든팰리스 C동	전세	52.2525	202002	20	10000	0	3	2016	구소방서길 9-1
4215011200102220004	강원도 강릉시 초당동	222-4	0222	0004	정아	전세	54.9	202002	19	4300	0	2	1990	초당원길 99
4215011100113240000	강원도 강릉시 포남동	1324	1324	0000	썬라이즈빌	전세	22.04	202002	5	7000	0	2	2019	난설헌로78번길 29-17
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	전세	22.52	202002	14	7000	0	1	2018	난설헌로78번길 29-9
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	전세	22.52	202002	14	7000	0	1	2018	난설헌로78번길 29-9
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	전세	22.52	202002	19	7000	0	1	2018	난설헌로78번길 29-9
4215010100106490004	강원도 강릉시 홍제동	649-4	0649	0004	로얄테라스	전세	83.3072	202002	18	27000	0	3	2019	사임당로 119-1
4215010100106370010	강원도 강릉시 홍제동	637-10	0637	0010	유천 메타폴리스2	전세	49.7521	202002	3	12000	0	1	2018	사임당로 133
4215011700101960013	강원도 강릉시 회산동	196-13	0196	0013	관동타운 202동	전세	23.8	202002	1	5500	0	3	2013	관솔길12번길 16
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	18.9	202002	14	5000	0	4	2012	관솔길12번길 14-9
4215011700101950010	강원도 강릉시 회산동	195-10	0195	0010	파인힐1차	월세	37.25	202002	15	1000	50	2	2017	관솔길12번길 14-7
4217011300104290000	강원도 동해시 구미동	429	0429	0000	북평주공1차	월세	46.86	202002	8	2000	20	3	1986	구미3길 46
4217010100110300006	강원도 동해시 천곡동	1030-6	1030	0006	승우주택A	월세	64.06	202002	22	1000	40	3	1991	동굴1길 10-5
4217010100108140012	강원도 동해시 천곡동	814-12	0814	0012	좋은빌라	전세	74.77	202002	5	6000	0	2	2000	평원2길 10-1
4217010600101560006	강원도 동해시 효가동	156-6	0156	0006	하늘빛빌라	전세	84.74	202002	18	10000	0	2	2012	효가2길 3
4223010500101250003	강원도 삼척시 당저동	125-3	0125	0003	(125-3)	전세	18.645	202002	3	4500	0	4	2015	당저길 29
4223010500101250003	강원도 삼척시 당저동	125-3	0125	0003	(125-3)	전세	29.0589	202002	18	5000	0	4	2015	당저길 29
4223010500101250004	강원도 삼척시 당저동	125-4	0125	0004	JG오피스텔	전세	24.09	202002	18	4500	0	5	2013	당저길 35-5
4223010500101250004	강원도 삼척시 당저동	125-4	0125	0004	JG오피스텔	전세	24.09	202002	25	5000	0	3	2013	당저길 35-5
4221010600107980027	강원도 속초시 교동	798-27	0798	0027	그린빌라	월세	59.28	202002	14	500	30	3	1995	만리공원길 42-2
4221010600107790026	강원도 속초시 교동	779-26	0779	0026	아트빌라	월세	83.43	202002	4	2000	30	3	1990	만천1길 73-10
4221010400106250042	강원도 속초시 금호동	625-42	0625	0042	금호	월세	52	202002	24	300	25	2	1982	번영로67번길 19
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	202002	5	8000	0	4	2012	번영로129번길 7-3
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	전세	60.11	202002	6	2500	0	3	1988	청봉로1길 21
4221010800114500048	강원도 속초시 조양동	1450-48	1450	0048	바다마을	전세	64.83	202002	1	7000	0	3	2010	청호로2길 46-4
4221010800114310001	강원도 속초시 조양동	1431-1	1431	0001	설악비치하우스	전세	36.46	202002	25	5000	0	3	1987	해오름로 202
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	64.13	202002	8	1000	40	3	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	84.99	202002	8	8500	0	1	1990	청대마을길 5
4221010800106330008	강원도 속초시 조양동	633-8	0633	0008	오복주택	월세	54.54	202002	19	500	30	1	1986	동해대로 4176-1
4275025322101030187	강원도 영월군 상동읍 구래리	103-187	0103	0187	병원연립	전세	35.59	202002	27	1000	0	2	1978	상동시장길 35-6
