pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000103030001	강원도 강릉시 교동	303-1	0303	0001	이화	월세	56.79	201609	23	1000	40	3	1984	율곡로2968번안길 2
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	49.57	201609	6	500	40	1	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201609	23	4500	0	1	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201609	27	4600	0	4	1997	범일로 528
4215012100102770001	강원도 강릉시 노암동	277-1	0277	0001	노암연립	월세	83.4	201609	23	500	35	1	1979	강변로312번길 16
4215012100102820001	강원도 강릉시 노암동	282-1	0282	0001	한일	월세	62.28	201609	3	300	30	2	1978	연화봉길33번길 6-15
4215037022103530071	강원도 강릉시 연곡면 영진리	353-71	0353	0071	동방 이스트빌(109~111동)	월세	71.12	201609	23	5000	30	5	2015	연주로 162
4215037022103530069	강원도 강릉시 연곡면 영진리	353-69	0353	0069	동방이스트빌(104~105동)	월세	71.12	201609	22	1500	50	3	2016	연주로 162
4215010900102230000	강원도 강릉시 옥천동	223	0223	0000	동부시장주택	월세	72.59	201609	29	500	33	3	1977	옥천로 48
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201609	19	4000	0	1	1988	강릉대로419번길 54
4217011100101180001	강원도 동해시 발한동	118-1	0118	0001	성남AB	전세	75.33	201609	27	3500	0	4	1985	향로복개로 7-9
4217010100109980002	강원도 동해시 천곡동	998-2	0998	0002	동산빌라2차	전세	64.35	201609	13	6000	0	2	1995	충혼길 15
4217010100110590006	강원도 동해시 천곡동	1059-6	1059	0006	샤인빌1동	월세	57.77	201609	9	1300	30	4	2004	샘실3길 81
4217010100110590014	강원도 동해시 천곡동	1059-14	1059	0014	샤인빌3동	월세	57.77	201609	19	1000	33	4	2004	샘실1길 78-3
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	48.81	201609	13	500	30	3	2002	동굴로 147
4223011800100710000	강원도 삼척시 원당동	71	0071	0000	(71-0)	월세	71.9	201609	27	2000	50	4	2015	원당로2길 37
4221010600107790026	강원도 속초시 교동	779-26	0779	0026	아트빌라	전세	83.97	201609	12	8000	0	3	1990	만천1길 73-10
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	전세	38.52	201609	25	2000	0	1	1988	청봉로1길 21
