pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201911	28	4650	3	1	1997	범일로 528
4215025022100670010	강원도 강릉시 주문진읍 교항리	67-10	0067	0010	복구	전세	44.46	201911	28	3000	0	2	1982	학교길 29-1
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	월세	52.74	201911	25	200	6	2	1983	용지각길8번길 29
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	전세	52.74	201911	26	2900	0	3	1983	용지각길8번길 29
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	월세	26.62	201911	6	300	40	3	2018	난설헌로78번길 29-9
4215011100103140001	강원도 강릉시 포남동	314-1	0314	0001	파인빌리지	월세	22.52	201911	20	200	45	4	2018	난설헌로78번길 29-9
4215011700101960008	강원도 강릉시 회산동	196-8	0196	0008	관동타운 203동	전세	16.87	201911	7	4000	0	2	2013	관솔길12번길 18
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	24.95	201911	6	6000	0	2	2012	관솔길12번길 14-9
4215011700101950010	강원도 강릉시 회산동	195-10	0195	0010	파인힐1차	전세	56.83	201911	17	14500	0	2	2017	관솔길12번길 14-7
4221010600107690032	강원도 속초시 교동	769-32	0769	0032	남성국민주택	월세	55.07	201911	12	300	30	1	1984	만천1길 69
4221010200104640010	강원도 속초시 동명동	464-10	0464	0010	국제특수타워빌	전세	58.36	201911	15	9000	0	2	2007	중앙로199번길 12
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	201911	14	8000	0	2	2012	번영로129번길 7-3
4221011200107060001	강원도 속초시 설악동	706-1	0706	0001	(706-1)	전세	66.46	201911	17	5000	0	2	2019	장재터마을2길 3
4221011200102450010	강원도 속초시 설악동	245-10	0245	0010	성수하우징	월세	81	201911	27	100	43	1	1978	청봉로 227
