pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	49.57	201701	9	400	40	2	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	전세	30.59	201701	17	5100	0	3	1997	범일로 528
4215011600102670000	강원도 강릉시 내곡동	267	0267	0000	기산그린타운	월세	30.59	201701	31	200	28	3	1997	범일로 528
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201701	7	3500	0	3	1987	남산초교길 57
4215011600101350002	강원도 강릉시 내곡동	135-2	0135	0002	해림	전세	37.68	201701	25	3800	0	2	1987	남산초교길 57
4215037022103530029	강원도 강릉시 연곡면 영진리	353-29	0353	0029	동방이스트빌(101~103동)	월세	71.12	201701	16	3000	30	2	2016	연주로 162
4215037022103530070	강원도 강릉시 연곡면 영진리	353-70	0353	0070	동방이스트빌(106~108동)	월세	70.415	201701	20	1000	50	2	2015	연주로 162
4215010900103680003	강원도 강릉시 옥천동	368-3	0368	0003	유일	전세	55.08	201701	16	2500	0	2	1984	중기길 7
4215013200102850002	강원도 강릉시 지변동	285-2	0285	0002	(285-2)	월세	21.815	201701	5	300	40	4	2014	지변길 34
4215013200102850002	강원도 강릉시 지변동	285-2	0285	0002	(285-2)	전세	21.815	201701	14	4500	0	3	2014	지변길 34
4215011100112350005	강원도 강릉시 포남동	1235-5	1235	0005	대목빌라8차	전세	62.12	201701	6	2500	0	3	1991	성덕포남로200번길 15
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	월세	48.6	201701	13	150	35	3	1988	강릉대로419번길 54
4215011100111780001	강원도 강릉시 포남동	1178-1	1178	0001	현대	전세	58.14	201701	11	6500	0	1	1984	성덕포남로174번길 20
4215010100100280014	강원도 강릉시 홍제동	28-14	0028	0014	대호A동	전세	34.59	201701	18	5000	0	3	1999	골말길 40
4215011700101960008	강원도 강릉시 회산동	196-8	0196	0008	관동타운 203동	전세	18.4	201701	17	4500	0	4	2013	관솔길12번길 18
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	20.35	201701	2	5000	0	4	2012	관솔길12번길 14-9
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	20.35	201701	23	5000	0	2	2012	관솔길12번길 14-9
4217010100109410000	강원도 동해시 천곡동	941	0941	0000	중앙빌라트	월세	48.81	201701	23	500	30	3	2002	동굴로 147
4223010500101250004	강원도 삼척시 당저동	125-4	0125	0004	JG오피스텔	전세	24.09	201701	16	5000	0	3	2013	당저길 35-5
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	76.19	201701	13	8000	0	1	2012	번영로129번길 7-3
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	42.623	201701	23	4500	0	3	2012	번영로129번길 7-3
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201701	2	5000	10	1	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201701	7	1000	35	2	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201701	10	1000	35	3	1990	청대마을길 5
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	월세	72.78	201701	12	1000	40	3	1990	청대마을길 5
4283025021102460002	강원도 양양군 양양읍 남문리	246-2	0246	0002	남천	전세	54.81	201701	16	3000	0	1	1985	남서길 9
4275025030109140002	강원도 영월군 영월읍 팔괴리	914-2	0914	0002	아름드리 주택	전세	73.28	201701	18	7000	0	2	2014	팔괴로 133
4213011500117220007	강원도 원주시 무실동	1722-7	1722	0007	(1722-7)	월세	23.785	201701	24	1500	38	4	2013	만대로 5-2
4213025026102140010	강원도 원주시 문막읍 건등리	214-10	0214	0010	청담빌라A동	전세	69.02	201701	6	10000	0	3	2016	원문로 1627-16
