pnu	시군구	번지	본번	부번	건물명	전월세구분	전용면적	계약연월	계약일	보증금만원	월세만원	층	건축년도	도로명
4215011000108340001	강원도 강릉시 교동	834-1	0834	0001	대동	전세	53.23	201509	16	3000	0	3	1983	옛강일길 30
4215011000108340001	강원도 강릉시 교동	834-1	0834	0001	대동	전세	53.23	201509	29	2500	0	1	1983	옛강일길 30
4215011000108370003	강원도 강릉시 교동	837-3	0837	0003	한전기공사택	월세	49.32	201509	13	1000	40	1	1988	옛강일길38번길 3
4215011000108370003	강원도 강릉시 교동	837-3	0837	0003	한전기공사택	월세	49.32	201509	22	1000	40	3	1988	옛강일길38번길 3
4215011100105150000	강원도 강릉시 포남동	515	0515	0000	삼화임대	전세	48.6	201509	11	4500	0	1	1988	강릉대로419번길 54
4215011100110050134	강원도 강릉시 포남동	1005-134	1005	0134	옥포	전세	52.74	201509	1	2800	0	3	1983	용지각길8번길 29
4215011700101950009	강원도 강릉시 회산동	195-9	0195	0009	관동타운102동	전세	24.42	201509	7	5000	0	3	2012	관솔길12번길 14-9
4221010600107690032	강원도 속초시 교동	769-32	0769	0032	남성국민주택	전세	55.07	201509	4	1500	0	2	1984	만천1길 69
4221010600106350003	강원도 속초시 교동	635-3	0635	0003	제일주택	전세	66.28	201509	25	5900	0	1	1985	번영로43번길 3
4221010600107730001	강원도 속초시 교동	773-1	0773	0001	코스모스(대양)	월세	69.66	201509	3	700	40	3	1985	만천7길 47
4221010200105130004	강원도 속초시 동명동	513-4	0513	0004	설악맨션	전세	71.18	201509	15	8000	0	1	2012	번영로129번길 7-3
4221011200103480002	강원도 속초시 설악동	348-2	0348	0002	현대설악빌리지	월세	48.96	201509	15	500	15	2	1988	청봉로1길 21
4221010800105900001	강원도 속초시 조양동	590-1	0590	0001	설악빌리지	전세	84.99	201509	22	8000	0	3	1990	청대마을길 5
4283025021100650003	강원도 양양군 양양읍 남문리	65-3	0065	0003	현산	전세	54.81	201509	23	4500	0	2	1986	남문5길 15-10
4283025035102320006	강원도 양양군 양양읍 서문리	232-6	0232	0006	예림빌리지	월세	84.64	201509	15	2000	40	2	2012	양양로 144-1
4275025024104170069	강원도 영월군 영월읍 덕포리	417-69	0417	0069	청구홈타운(105동)	전세	105.29	201509	20	7000	0	1	2003	중리1길 183
4275025021108010009	강원도 영월군 영월읍 영흥리	801-9	0801	0009	유림빌라	전세	30.36	201509	25	1500	0	1	1996	오무개길 26
4213010500105470000	강원도 원주시 개운동	547	0547	0000	예가하이빌	월세	59.24	201509	18	1000	60	3	2015	개운4길 74
