pnu	시군구	번지	도로조건	계약면적	전월세구분	계약연월	계약일	보증금	월세만원	건축년도	도로명
4215011500	강원도 강릉시 견소동	2**	25m이상	216.63	월세	201805	11	500	45	2017	경강로
4215011000	강원도 강릉시 교동	1***	12m미만	27	전세	201805	22	4000	0	2001	율곡초교길
4215011000	강원도 강릉시 교동	9**	25m이상	30	월세	201805	23	300	30	2015	강릉대로
4215011000	강원도 강릉시 교동	7**	12m미만	32	월세	201805	16	300	40	2014	율곡로2953번길
4215011000	강원도 강릉시 교동	2**	12m미만	33	전세	201805	4	6000	0	2016	화부산로141번길
4215011000	강원도 강릉시 교동	1***	12m미만	35.3	전세	201805	4	8000	0	2012	원대로179번길
4215011000	강원도 강릉시 교동	1***	12m미만	38	전세	201805	5	6000	0	2012	원대로
4215011000	강원도 강릉시 교동	1***	8m미만	40	월세	201805	26	300	38	2016	원대로17번길
4215011000	강원도 강릉시 교동	1***	12m미만	50	월세	201805	4	800	45	2014	정원로
4215011000	강원도 강릉시 교동	1***	12m미만	53	월세	201805	18	500	60	2013	율곡초교길43번길
4215011000	강원도 강릉시 교동	2**	25m이상	53.58	전세	201805	18	10000	0	1979	화부산로
4215011000	강원도 강릉시 교동	1***	8m미만	64.44	월세	201805	19	3000	15	1984	화부산로63번길
4215011000	강원도 강릉시 교동	8**	25m미만	65	월세	201805	4	1000	40	1975	임영로
4215011000	강원도 강릉시 교동	8**	12m미만	75.5	전세	201805	1	8000	0	1981	옛강일길
4215011000	강원도 강릉시 교동	8*	8m미만	82.81	월세	201805	20	2000	35	1992	명륜로83번길
4215011000	강원도 강릉시 교동	1***	12m미만	99	전세	201805	7	7000	0	2010	율곡초교길43번길
4215011000	강원도 강릉시 교동	1***	12m미만	103.25	전세	201805	2	15000	0	2002	정원로
4215011000	강원도 강릉시 교동	1***	12m미만	127.38	월세	201805	24	1000	70	2003	원대로
4215011000	강원도 강릉시 교동	1**	8m미만	168	월세	201805	25	1000	40	1994	샘물터길
4215012100	강원도 강릉시 노암동	6**	8m미만	30	전세	201805	2	6000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	6**	8m미만	30	전세	201805	9	6000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	4**	12m미만	31.02	전세	201805	9	4000	0	null	노가니길
4215012100	강원도 강릉시 노암동	3**	8m미만	33	전세	201805	9	1700	0	1979	연화봉길
4215012100	강원도 강릉시 노암동	1**	8m미만	42.57	전세	201805	30	3000	0	1983	노가니길
4215012100	강원도 강릉시 노암동	8**	8m미만	66.31	전세	201805	8	7000	0	1988	남부로215번길
4215012100	강원도 강릉시 노암동	6**	8m미만	67.36	전세	201805	9	7000	0	1992	남부로137번길
4215012100	강원도 강릉시 노암동	2**	8m미만	67.53	월세	201805	23	500	40	1980	강변로312번길
4215012100	강원도 강릉시 노암동	3**	-	77.25	전세	201805	28	13500	0	2015	null
4215010300	강원도 강릉시 명주동	*	8m미만	42.98	전세	201805	25	2000	0	1971	경강로2024번길
4215010300	강원도 강릉시 명주동	6*	8m미만	45.5	전세	201805	30	8000	0	1982	경강로2015번길
4215011400	강원도 강릉시 송정동	4*	8m미만	29.8	월세	201805	2	1000	40	2018	null
4215037021	강원도 강릉시 연곡면 방내리	1**	8m미만	49.59	전세	201805	15	3000	0	null	성안길
4215035021	강원도 강릉시 옥계면 현내리	3**	8m미만	48.6	월세	201805	24	500	30	1983	현내시장길
4215010900	강원도 강릉시 옥천동	3**	12m미만	33.05	전세	201805	21	2300	0	1997	중기2길
4215013100	강원도 강릉시 유천동	7**	12m미만	40.15	월세	201805	10	300	52	2017	선수촌로128번길
4215013100	강원도 강릉시 유천동	7**	12m미만	63.63	월세	201805	23	300	45	2016	선수촌로
4215013100	강원도 강릉시 유천동	7**	12m미만	83.94	월세	201805	16	5000	45	2016	선수촌로
4215010500	강원도 강릉시 임당동	1*	12m미만	33	월세	201805	13	200	38	2004	강릉대로224번안길
4215010500	강원도 강릉시 임당동	1*	12m미만	45	월세	201805	19	30	20	1996	임영로180번길
4215010500	강원도 강릉시 임당동	1**	8m미만	56	전세	201805	23	8500	0	2016	토성로
4215010500	강원도 강릉시 임당동	1*	12m미만	59.5	월세	201805	23	300	40	1986	임영로182번길
