pnu	시군구	번지	도로조건	계약면적	전월세구분	계약연월	계약일	보증금	월세만원	건축년도	도로명
4215034021	강원도 강릉시 강동면 상시동리	5**	8m미만	22	월세	201910	15	500	10	2003	와천로
4215034026	강원도 강릉시 강동면 하시동리	3**	8m미만	50	전세	201910	2	2500	0	1998	시동길
4215011000	강원도 강릉시 교동	1***	12m미만	23.5	전세	201910	8	5000	0	2003	원대로179번길
4215011000	강원도 강릉시 교동	1***	12m미만	23.5	전세	201910	8	5000	0	2003	원대로179번길
4215011000	강원도 강릉시 교동	1***	-	25	월세	201910	13	300	42	2014	null
4215011000	강원도 강릉시 교동	9**	12m미만	27	월세	201910	6	300	40	2016	원대로14번길
4215011000	강원도 강릉시 교동	1***	12m미만	30	월세	201910	12	2000	30	2006	원대로179번안길
4215011000	강원도 강릉시 교동	7**	12m미만	30	전세	201910	8	6000	0	2017	화부산로131번길
4215011000	강원도 강릉시 교동	1***	12m미만	30.25	월세	201910	26	200	35	2009	원대로179번안길
4215011000	강원도 강릉시 교동	1***	12m미만	30.33	월세	201910	19	200	35	2009	원대로179번안길
4215011000	강원도 강릉시 교동	1***	12m미만	33.75	전세	201910	12	5000	0	2004	하슬라로232번길
4215011000	강원도 강릉시 교동	1***	12m미만	37	월세	201910	5	300	40	2012	하슬라로206번길
4215011000	강원도 강릉시 교동	7**	8m미만	41.26	전세	201910	23	6800	0	null	율곡로
4215011000	강원도 강릉시 교동	7**	12m미만	43	월세	201910	12	1000	40	null	화부산로111번길
4215011000	강원도 강릉시 교동	9**	12m미만	59	전세	201910	14	8500	0	2016	원대로14번길
4215011000	강원도 강릉시 교동	9**	8m미만	60	전세	201910	1	7000	0	1978	원대로8번길
4215011000	강원도 강릉시 교동	1**	12m미만	61.2	월세	201910	25	1000	30	1995	명륜로
4215011000	강원도 강릉시 교동	9**	8m미만	63.1	전세	201910	4	7000	0	2016	원대로30번길
4215011000	강원도 강릉시 교동	8**	8m미만	64.1	전세	201910	22	6000	0	null	강릉대로
4215011000	강원도 강릉시 교동	9**	8m미만	65.16	전세	201910	8	8000	0	1976	강릉대로
4215011000	강원도 강릉시 교동	8**	12m미만	107.48	전세	201910	17	12000	0	1937	화부산로40번길
4215011000	강원도 강릉시 교동	1***	12m미만	122.05	전세	201910	23	18000	0	2002	율곡초교길43번길
4215013600	강원도 강릉시 난곡동	3**	8m미만	50	전세	201910	2	11000	0	2019	운정길11번길
4215013600	강원도 강릉시 난곡동	3**	8m미만	55.13	월세	201910	28	2000	55	2019	운정길11번길
4215013600	강원도 강릉시 난곡동	3**	8m미만	55.14	전세	201910	18	12000	0	2019	운정길11번길
4215013600	강원도 강릉시 난곡동	1**	8m미만	115.02	전세	201910	19	15000	0	2011	난곡길22번길
4215011600	강원도 강릉시 내곡동	3*	8m미만	40.2	전세	201910	31	1900	0	1995	남산초교길11번길
4215012100	강원도 강릉시 노암동	6**	8m미만	33	전세	201910	3	6000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	6**	8m미만	33	전세	201910	3	6000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	6**	8m미만	33	전세	201910	7	6000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	1**	8m미만	52.55	전세	201910	18	4500	0	1985	부흥길
4215012100	강원도 강릉시 노암동	1**	8m미만	73.14	월세	201910	17	1000	45	1980	노가니남길5번길
4215012100	강원도 강릉시 노암동	1**	8m미만	107.38	월세	201910	14	500	15	1984	노가니남길5번길
4215012900	강원도 강릉시 병산동	4**	8m미만	165	전세	201910	26	5000	0	null	공항길32번길
4215010400	강원도 강릉시 성내동	2*	8m미만	39.66	월세	201910	25	300	37	2008	임영로
4215031024	강원도 강릉시 성산면 위촌리	1**	8m미만	148.2	전세	201910	18	10000	0	1996	망월안길
4215013800	강원도 강릉시 안현동	7**	25m이상	170.69	월세	201910	22	3000	250	2018	안현로
4215037021	강원도 강릉시 연곡면 방내리	7*	8m미만	66.12	월세	201910	2	3000	50	2013	성안길
4215037024	강원도 강릉시 연곡면 송림리	7**	8m미만	120.26	전세	201910	31	13000	0	2015	송림웃둔지길
4215037022	강원도 강릉시 연곡면 영진리	4*	8m미만	143.69	전세	201910	28	16000	0	2012	홍질목길
4215010900	강원도 강릉시 옥천동	3**	12m미만	45.59	월세	201910	22	500	52	2017	중기안길
4215010900	강원도 강릉시 옥천동	2**	25m미만	113.35	전세	201910	27	8000	0	1977	옥천로
4215013100	강원도 강릉시 유천동	7**	12m미만	33	월세	201910	28	500	48	2015	선수촌로114번길
4215010500	강원도 강릉시 임당동	1**	12m미만	30	월세	201910	23	300	42	null	강릉대로202번길
4215012500	강원도 강릉시 입암동	4**	12m미만	58	월세	201910	30	500	18	2019	율곡로2692번길
4215012500	강원도 강릉시 입암동	4**	12m미만	59.71	월세	201910	30	578	16	2019	율곡로2692번길
4215012500	강원도 강릉시 입암동	4**	12m미만	67.9	월세	201910	30	578	16	2019	율곡로2692번길
4215025022	강원도 강릉시 주문진읍 교항리	3**	8m미만	20.88	전세	201910	21	4000	0	2017	교항원길
4215025022	강원도 강릉시 주문진읍 교항리	3**	8m미만	33	월세	201910	10	500	38	2018	교항원길
4215025022	강원도 강릉시 주문진읍 교항리	3**	8m미만	33	전세	201910	16	5500	0	2017	교항원길
4215025022	강원도 강릉시 주문진읍 교항리	3**	8m미만	35	월세	201910	16	500	42	2017	교항원길
4215025022	강원도 강릉시 주문진읍 교항리	1**	-	76.23	전세	201910	9	2500	0	2000	울릉1길
4215013200	강원도 강릉시 지변동	2**	8m미만	49	전세	201910	23	7000	0	2012	지변길
4215011100	강원도 강릉시 포남동	1***	25m미만	24	월세	201910	15	200	25	1995	하평길
4215011100	강원도 강릉시 포남동	1***	12m미만	28.8	전세	201910	14	6000	0	2019	경강로2268번길
4215011100	강원도 강릉시 포남동	1***	12m미만	33	월세	201910	23	400	35	1995	하평4길
4215011100	강원도 강릉시 포남동	1***	12m미만	35	월세	201910	12	300	35	1993	강릉대로359번길
4215011100	강원도 강릉시 포남동	1***	12m미만	51.42	월세	201910	10	700	50	1996	하평5길
4215011100	강원도 강릉시 포남동	1***	8m미만	53.94	월세	201910	10	1000	30	1996	경강로2255번길
4215011100	강원도 강릉시 포남동	1***	12m미만	54	전세	201910	4	6800	0	1997	하평6길
4215011100	강원도 강릉시 포남동	1***	8m미만	54.99	전세	201910	29	3000	0	1991	성덕포남로213번길
4215011100	강원도 강릉시 포남동	1***	25m미만	57.3	월세	201910	11	300	30	1994	하평3길
4215011100	강원도 강릉시 포남동	1***	8m미만	58.23	전세	201910	31	5000	0	1990	산양길36번길
4215011100	강원도 강릉시 포남동	1***	12m미만	60	전세	201910	11	5000	0	1995	보래미하길
