pnu	시군구	번지	도로조건	계약면적	전월세구분	계약연월	계약일	보증금	월세만원	건축년도	도로명
4215011000	강원도 강릉시 교동	8**	12m미만	30	월세	201609	8	300	35	2013	옛강일길
4215011000	강원도 강릉시 교동	1***	-	30	월세	201609	9	200	32	null	null
4215011000	강원도 강릉시 교동	1***	12m미만	30	월세	201609	13	300	40	2016	율곡초교길47번길
4215011000	강원도 강릉시 교동	1***	12m미만	30.61	전세	201609	24	5000	0	2012	하슬라로232번길
4215011000	강원도 강릉시 교동	9**	12m미만	43	월세	201609	9	500	50	2014	원대로8번길
4215011000	강원도 강릉시 교동	1***	12m미만	50	전세	201609	26	7000	0	2006	율곡초교길47번길
4215011000	강원도 강릉시 교동	1**	8m미만	56	월세	201609	26	500	30	1996	임영로198번길
4215011000	강원도 강릉시 교동	2**	8m미만	59	월세	201609	9	500	30	1990	율곡로2968번안길
4215011000	강원도 강릉시 교동	1***	12m미만	59.66	월세	201609	5	1000	50	2012	하슬라로206번길
4215011000	강원도 강릉시 교동	1***	12m미만	61	월세	201609	5	500	60	2002	원대로
4215011000	강원도 강릉시 교동	1***	12m미만	67.93	월세	201609	13	2000	45	2003	경포로
4215011000	강원도 강릉시 교동	1***	-	82.65	전세	201609	28	10000	0	2002	null
4215011000	강원도 강릉시 교동	8**	8m미만	92.67	월세	201609	19	300	30	1982	강릉대로159번길
4215011000	강원도 강릉시 교동	1***	12m미만	93.27	월세	201609	10	8000	30	2006	원대로179번안길
4215011000	강원도 강릉시 교동	9**	12m미만	107.6	전세	201609	10	15000	0	2016	원대로8번길
4215011000	강원도 강릉시 교동	1***	12m미만	121.12	전세	201609	2	15000	0	2006	하슬라로232번길
4215010200	강원도 강릉시 남문동	1**	8m미만	55.29	전세	201609	30	3500	0	1983	남문길
4215011600	강원도 강릉시 내곡동	6*	12m미만	40	전세	201609	29	5000	0	2015	남산초교길12번길
4215011600	강원도 강릉시 내곡동	2**	12m미만	99	월세	201609	30	500	55	2014	범일로
4215012100	강원도 강릉시 노암동	3**	8m미만	25.59	월세	201609	7	100	15	1973	연화봉길16번길
4215012100	강원도 강릉시 노암동	6**	8m미만	30	전세	201609	12	5000	0	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	2**	25m이상	32.23	월세	201609	19	1300	7	1978	율곡로
4215012100	강원도 강릉시 노암동	6**	8m미만	40	월세	201609	24	2000	29	2016	임영로26번안길
4215012100	강원도 강릉시 노암동	3**	12m미만	63	월세	201609	26	200	50	1991	연화봉길
4215012100	강원도 강릉시 노암동	6**	-	69.42	월세	201609	22	2500	25	2008	null
4215012100	강원도 강릉시 노암동	7**	8m미만	70.12	전세	201609	26	3500	0	1976	단오장길22번길
4215012100	강원도 강릉시 노암동	8**	8m미만	70.38	월세	201609	24	500	35	1990	남부로215번길
4215012100	강원도 강릉시 노암동	6**	8m미만	72.72	전세	201609	3	3550	0	1980	노암길
4215012100	강원도 강릉시 노암동	6**	12m미만	100.52	월세	201609	9	300	20	1996	임영로26번길
4215012700	강원도 강릉시 두산동	1**	8m미만	65.3	전세	201609	26	3500	0	1996	성덕로216번길
4215010400	강원도 강릉시 성내동	2*	8m미만	39.66	월세	201609	11	500	40	2008	임영로
