pnu	시군구	번지	도로조건	계약면적	전월세구분	계약연월	계약일	보증금	월세만원	건축년도	도로명
4215011000	강원도 강릉시 교동	1***	25m이상	17	전세	201804	10	3200	0	1996	경포로
4215011000	강원도 강릉시 교동	1***	12m미만	27	월세	201804	17	200	35	2010	정원로
4215011000	강원도 강릉시 교동	1***	12m미만	30	월세	201804	10	300	40	2012	율곡초교길
4215011000	강원도 강릉시 교동	7**	12m미만	33	전세	201804	10	6000	0	2014	null
4215011000	강원도 강릉시 교동	9**	12m미만	33	전세	201804	27	1500	0	1979	원대로20번길
4215011000	강원도 강릉시 교동	7**	12m미만	37	전세	201804	3	5000	0	2014	율곡로2953번길
4215011000	강원도 강릉시 교동	1**	8m미만	43	월세	201804	11	2000	20	1982	강릉대로203번길
4215011000	강원도 강릉시 교동	1**	8m미만	50	월세	201804	13	5500	5	1982	강릉대로203번길
4215011000	강원도 강릉시 교동	1**	12m미만	50.39	월세	201804	13	3000	10	1973	강릉대로211번길
4215011000	강원도 강릉시 교동	1***	12m미만	53.97	전세	201804	4	6000	0	null	율곡초교길11번길
4215011000	강원도 강릉시 교동	1**	8m미만	56.94	전세	201804	14	1500	0	1970	강릉대로203번길
4215011000	강원도 강릉시 교동	9**	12m미만	57.68	전세	201804	18	8000	0	1974	원대로20번길
4215011000	강원도 강릉시 교동	1***	25m미만	64.84	전세	201804	16	10000	0	2012	가작로
4215011000	강원도 강릉시 교동	1***	12m미만	66	월세	201804	30	7000	30	2004	하슬라로
4215011000	강원도 강릉시 교동	9**	8m미만	66	전세	201804	3	8000	0	2015	명주로78번길
4215011000	강원도 강릉시 교동	8**	25m미만	72.72	월세	201804	26	500	40	1983	화부산로
4215011000	강원도 강릉시 교동	1***	12m미만	93.88	전세	201804	5	12000	0	2006	하슬라로232번길
4215011000	강원도 강릉시 교동	8**	8m미만	99	월세	201804	15	100	25	1975	강릉대로185번길
4215011000	강원도 강릉시 교동	3**	8m미만	113.1	월세	201804	15	50	15	1994	가작로152번길
4215011000	강원도 강릉시 교동	1***	12m미만	114.55	월세	201804	17	2000	45	2002	하슬라로232번길
4215011000	강원도 강릉시 교동	1***	12m미만	125.68	월세	201804	7	2000	70	2004	하슬라로206번길
