pnu	시군구	번지	도로조건	계약면적	전월세구분	계약연월	계약일	보증금	월세만원	건축년도	도로명
4215011000	강원도 강릉시 교동	8**	12m미만	24.42	전세	201707	20	6000	0	1979	강릉대로179번길
4215011000	강원도 강릉시 교동	9**	12m미만	30	월세	201707	4	500	40	2016	원대로8번길
4215011000	강원도 강릉시 교동	7**	12m미만	30	월세	201707	26	300	50	2017	null
4215011000	강원도 강릉시 교동	1***	12m미만	30	전세	201707	22	5000	0	2003	하슬라로232번길
4215011000	강원도 강릉시 교동	1***	12m미만	31.4	월세	201707	3	200	40	2002	율곡초교길11번길
4215011000	강원도 강릉시 교동	1***	12m미만	33	월세	201707	25	100	32	2003	정원로
4215011000	강원도 강릉시 교동	9**	12m미만	33	전세	201707	16	5000	0	2016	원대로14번길
4215011000	강원도 강릉시 교동	1***	25m이상	34.21	월세	201707	7	300	41	2016	경포로
4215011000	강원도 강릉시 교동	1***	12m미만	40	월세	201707	15	200	40	2010	정원로
4215011000	강원도 강릉시 교동	1***	25m미만	43	월세	201707	8	1000	60	2017	율곡초교길
4215011000	강원도 강릉시 교동	7**	12m미만	49.5	전세	201707	1	5000	0	1984	화부산로131번길
4215011000	강원도 강릉시 교동	2**	-	49.56	전세	201707	17	3000	0	1992	null
4215011000	강원도 강릉시 교동	1***	12m미만	50	월세	201707	23	300	45	2012	율곡초교길11번길
4215011000	강원도 강릉시 교동	9**	8m미만	56.2	월세	201707	11	500	25	1935	원대로30번길
4215011000	강원도 강릉시 교동	1***	12m미만	58	월세	201707	14	1000	55	2013	율곡초교길43번길
4215011000	강원도 강릉시 교동	1***	8m미만	58.5	월세	201707	26	2000	60	2017	원대로17번길
4215011000	강원도 강릉시 교동	1***	12m미만	59	전세	201707	20	7500	0	2009	하슬라로232번길
4215011000	강원도 강릉시 교동	1**	25m이상	59.97	월세	201707	18	1000	25	1978	율곡로
4215011000	강원도 강릉시 교동	1***	25m미만	62	월세	201707	17	1000	50	2004	가작로
4215011000	강원도 강릉시 교동	9**	8m미만	68.42	전세	201707	21	7000	0	1979	강릉대로121번길
4215011000	강원도 강릉시 교동	7**	12m미만	70.12	전세	201707	4	7000	0	1984	율곡로2953번길
4215011000	강원도 강릉시 교동	1***	12m미만	105.03	전세	201707	27	13000	0	2013	하슬라로206번길
4215011000	강원도 강릉시 교동	1***	12m미만	115.8	전세	201707	15	15000	0	2017	null
4215033024	강원도 강릉시 구정면 금광리	8**	12m미만	83.49	전세	201707	22	8000	0	1997	범일로
4215010200	강원도 강릉시 남문동	2*	12m미만	26.44	월세	201707	22	200	25	1984	남문길
4215011600	강원도 강릉시 내곡동	1**	8m미만	49.83	전세	201707	13	4000	0	1985	남산초교길11번길
4215011600	강원도 강릉시 내곡동	1**	8m미만	71.19	전세	201707	24	4000	0	1985	남산초교길11번길
4215012100	강원도 강릉시 노암동	2**	8m미만	39.6	월세	201707	24	200	20	null	율곡로
4215012100	강원도 강릉시 노암동	3**	12m미만	52.89	월세	201707	4	3500	30	2017	null
4215012100	강원도 강릉시 노암동	3**	8m미만	63	월세	201707	24	300	25	1982	노암등길
4215012100	강원도 강릉시 노암동	7**	25m미만	72	월세	201707	1	400	25	null	null
4215012100	강원도 강릉시 노암동	8**	8m미만	76.14	전세	201707	29	6000	0	1988	남부로215번길
4215012100	강원도 강릉시 노암동	3**	8m미만	78.35	월세	201707	18	200	21	1979	노가니길
4215012100	강원도 강릉시 노암동	3**	12m미만	92.6	월세	201707	21	5000	60	2017	null
4215012900	강원도 강릉시 병산동	4**	8m미만	48.5	전세	201707	8	4000	0	1997	공항길30번길
4215036027	강원도 강릉시 사천면 방동리	7**	8m미만	99	전세	201707	9	2000	0	1998	방동길
4215010800	강원도 강릉시 성남동	5*	8m미만	88.8	전세	201707	25	5500	0	1988	중앙시장4길
4215011400	강원도 강릉시 송정동	9**	8m미만	51.73	월세	201707	13	520	9	2016	강변북길
4215011400	강원도 강릉시 송정동	9**	8m미만	54.44	월세	201707	14	547	8	2016	강변북길
4215011400	강원도 강릉시 송정동	9**	8m미만	61.39	월세	201707	14	547	8	2016	강변북길
4215037021	강원도 강릉시 연곡면 방내리	1**	8m미만	67.01	전세	201707	5	1000	0	null	성안길
4215010900	강원도 강릉시 옥천동	6*	8m미만	13.2	월세	201707	18	200	20	1937	은행나무길
4215010500	강원도 강릉시 임당동	1**	12m미만	25	전세	201707	28	5500	0	2016	강릉대로194번길
4215010500	강원도 강릉시 임당동	4*	8m미만	30	월세	201707	29	300	45	2017	임영로164번길
4215010500	강원도 강릉시 임당동	1**	8m미만	107	전세	201707	12	14000	0	2017	토성로
4215025022	강원도 강릉시 주문진읍 교항리	3**	8m미만	23.22	월세	201707	17	2000	20	2016	교항원길
4215025024	강원도 강릉시 주문진읍 삼교리	*	-	68.85	전세	201707	7	1000	0	2003	null
4215025021	강원도 강릉시 주문진읍 주문리	4**	-	33	월세	201707	4	200	25	1955	null
4215011100	강원도 강릉시 포남동	1***	-	33.72	전세	201707	4	3000	0	1978	null
4215011100	강원도 강릉시 포남동	1***	12m미만	39.6	전세	201707	5	4500	0	2012	성덕포남로168번길
4215011100	강원도 강릉시 포남동	1***	8m미만	53	전세	201707	29	5000	0	1995	남강초교1길
4215011100	강원도 강릉시 포남동	1***	25m미만	60.6	월세	201707	26	1000	37	1995	null
4215011100	강원도 강릉시 포남동	1***	12m미만	64.53	월세	201707	22	500	30	1987	보래미하길53번길
4215011100	강원도 강릉시 포남동	1***	8m미만	67.68	전세	201707	17	7000	0	1990	강릉대로457번길
4215011100	강원도 강릉시 포남동	1***	12m미만	71.82	전세	201707	25	12000	0	2017	명륜로121번길
4215011100	강원도 강릉시 포남동	1***	8m미만	76	월세	201707	28	2500	30	1989	산양큰길24번길
4215011100	강원도 강릉시 포남동	1***	25m미만	77.04	전세	201707	21	4000	0	1989	연당길
4215011100	강원도 강릉시 포남동	1***	12m미만	99.72	전세	201707	11	10000	0	1990	성덕포남로182번길
4215011100	강원도 강릉시 포남동	1***	12m미만	119.28	월세	201707	24	2000	55	1996	하평4길
4215011100	강원도 강릉시 포남동	1***	12m미만	130.56	전세	201707	13	10000	0	null	보래미하길55번길
4215011100	강원도 강릉시 포남동	1***	25m미만	132.23	월세	201707	18	300	25	1998	강릉대로457번길
4215011100	강원도 강릉시 포남동	1***	25m이상	138.8	월세	201707	31	500	20	1984	가작로
4215010100	강원도 강릉시 홍제동	1**	8m미만	25.2	월세	201707	20	300	25	1985	홍제안길
4215010100	강원도 강릉시 홍제동	1**	8m미만	36	전세	201707	28	3600	0	1970	발락고개길
4215010100	강원도 강릉시 홍제동	1*	8m미만	45	전세	201707	10	6500	0	2014	임영로163번길
4215011700	강원도 강릉시 회산동	1**	8m미만	29.75	전세	201707	27	5000	0	2011	관솔길12번길
4282025022	강원도 고성군 간성읍 신안리	1*	-	16	월세	201707	10	300	20	null	null
4282025321	강원도 고성군 거진읍 거진리	1**	8m미만	49.5	전세	201707	26	2500	0	1958	거진길
4282033023	강원도 고성군 토성면 아야진리	1**	8m미만	87.6	월세	201707	31	500	35	1996	아야진길
4282031023	강원도 고성군 현내면 초도리	2**	25m미만	94	전세	201707	18	2500	0	null	금강산로
4217011300	강원도 동해시 구미동	4**	25m미만	60	전세	201707	3	6500	0	2017	갯목길
4217011100	강원도 동해시 발한동	2**	8m미만	51.66	월세	201707	30	300	20	null	관사1길
4217011100	강원도 동해시 발한동	2**	-	81.53	전세	201707	19	9000	0	2017	null
4217011100	강원도 동해시 발한동	*	8m미만	142.36	월세	201707	20	1000	90	1997	중앙시장길
4217011000	강원도 동해시 부곡동	1**	8m미만	38.35	월세	201707	26	3000	10	null	전망대길
4217010300	강원도 동해시 송정동	8**	25m미만	34.88	월세	201707	25	2000	10	1994	송정로
4217010100	강원도 동해시 천곡동	9**	12m미만	26	월세	201707	11	3500	5	2016	감추6길
4217010100	강원도 동해시 천곡동	9**	12m미만	26	전세	201707	8	3000	0	2013	감추4길
4217010100	강원도 동해시 천곡동	1***	12m미만	36	월세	201707	1	2000	28	2017	null
4217010100	강원도 동해시 천곡동	1***	12m미만	36	월세	201707	1	2000	28	2017	null
4217010100	강원도 동해시 천곡동	1***	12m미만	40	전세	201707	26	4500	0	2017	null
4217010100	강원도 동해시 천곡동	1***	12m미만	40	전세	201707	28	4500	0	2017	null
4217010100	강원도 동해시 천곡동	9**	12m미만	42	월세	201707	1	200	35	2013	감추5길
4217010100	강원도 동해시 천곡동	1***	12m미만	50	월세	201707	3	2500	32	2013	동굴4길
4217010200	강원도 동해시 평릉동	4**	8m미만	30	전세	201707	11	4000	0	2015	하평1길
4217010200	강원도 동해시 평릉동	4**	8m미만	40	전세	201707	18	5000	0	2015	하평1길
4217010600	강원도 동해시 효가동	4**	12m미만	171.25	전세	201707	6	9000	0	2014	효가1길
4223031030	강원도 삼척시 근덕면 궁촌리	1**	8m미만	162.39	전세	201707	5	12000	0	2005	궁촌해변길
4223010400	강원도 삼척시 읍중동	*	8m미만	136	월세	201707	18	3000	30	null	대학로
4223012500	강원도 삼척시 정상동	4**	25m미만	82.5	월세	201707	3	1100	32	1996	척주로
4221010600	강원도 속초시 교동	9**	8m미만	33	월세	201707	26	200	36	2005	밤골6길
4221010600	강원도 속초시 교동	8**	12m미만	40	전세	201707	14	3000	0	2004	배움터길
4221010600	강원도 속초시 교동	9**	12m미만	64.65	월세	201707	24	500	38	1996	만천1길
4221010600	강원도 속초시 교동	7**	8m미만	70.13	전세	201707	19	8000	0	1985	만천2길
4221010600	강원도 속초시 교동	9**	8m미만	73.2	전세	201707	11	8000	0	1994	밤골4길
4221010600	강원도 속초시 교동	6**	8m미만	100	전세	201707	1	2500	0	null	교동로4길
4221010600	강원도 속초시 교동	9**	8m미만	110.3	월세	201707	29	1000	40	1998	밤골4길
4221010400	강원도 속초시 금호동	6**	8m미만	48.87	월세	201707	20	500	37	1995	번영로67번길
4221010400	강원도 속초시 금호동	6**	8m미만	72.84	전세	201707	18	10000	0	2012	미시령로
4221010200	강원도 속초시 동명동	2**	8m미만	33	월세	201707	5	300	42	2016	장안로3길
4221010100	강원도 속초시 영랑동	1**	8m미만	71.32	전세	201707	31	6000	0	2013	중앙로
4221011300	강원도 속초시 장사동	6**	8m미만	40	월세	201707	25	500	35	1995	사진2길
4221010800	강원도 속초시 조양동	5**	12m미만	21	월세	201707	6	500	45	2017	소평로
4221010800	강원도 속초시 조양동	5**	12m미만	21	월세	201707	6	500	45	2017	null
4221010800	강원도 속초시 조양동	5**	12m미만	30	전세	201707	17	6000	0	2017	null
4221010800	강원도 속초시 조양동	1***	25m미만	31	월세	201707	6	3000	25	2017	null
4221010800	강원도 속초시 조양동	1***	8m미만	40	전세	201707	3	4000	0	2013	선사로
4221010800	강원도 속초시 조양동	1***	12m미만	66	월세	201707	31	500	38	2002	선사로1길
4221010800	강원도 속초시 조양동	1***	25m이상	82	월세	201707	1	3000	30	2001	동해대로
4221010800	강원도 속초시 조양동	1***	8m미만	121.29	월세	201707	24	300	35	2003	선사로1길
4221010800	강원도 속초시 조양동	1***	12m미만	131.04	전세	201707	24	9000	0	2008	선사로4길
4221010800	강원도 속초시 조양동	1***	12m미만	131.04	전세	201707	24	9000	0	2008	선사로4길
4221010800	강원도 속초시 조양동	1***	8m미만	134.1	월세	201707	20	300	40	2010	선사로1길
